Time (s),Gyro Roll (deg)
15.045,-0.74
15.06,-0.74
15.074,-0.74
15.089,-0.75
15.103,-0.75
15.118,-0.74
15.132,-0.75
15.148,-0.75
15.162,-0.74
15.177,-0.74
15.191,-0.74
15.206,-0.75
15.22,-0.74
15.235,-0.74
15.249,-0.74
15.264,-0.74
15.278,-0.74
15.292,-0.74
15.307,-0.74
15.322,-0.74
15.336,-0.74
15.351,-0.74
15.366,-0.74
15.381,-0.74
15.396,-0.74
15.41,-0.74
15.425,-0.74
15.439,-0.74
15.454,-0.74
15.469,-0.74
15.483,-0.74
15.497,-0.74
15.512,-0.74
15.526,-0.74
15.541,-0.74
15.555,-0.74
15.57,-0.74
15.584,-0.74
15.599,-0.74
15.613,-0.74
15.628,-0.74
15.642,-0.74
15.657,-0.74
15.672,-0.74
15.686,-0.74
15.7,-0.74
15.715,-0.74
15.73,-0.74
15.744,-0.74
15.759,-0.74
15.774,-0.74
15.788,-0.74
15.803,-0.74
15.817,-0.74
15.832,-0.74
15.846,-0.74
15.861,-0.74
15.875,-0.74
15.89,-0.74
15.905,-0.74
15.919,-0.74
15.933,-0.74
15.948,-0.74
15.962,-0.74
15.977,-0.74
15.992,-0.74
16.007,-0.74
16.021,-0.74
16.035,-0.74
16.05,-0.74
16.065,-0.74
16.079,-0.74
16.094,-0.74
16.109,-0.74
16.124,-0.74
16.139,-0.74
16.154,-0.74
16.169,-0.74
16.184,-0.74
16.199,-0.74
16.214,-0.74
16.228,-0.74
16.243,-0.74
16.257,-0.74
16.272,-0.74
16.287,-0.74
16.301,-0.74
16.315,-0.74
16.33,-0.74
16.344,-0.74
16.359,-0.74
16.373,-0.74
16.388,-0.74
16.402,-0.74
16.417,-0.74
16.431,-0.74
16.446,-0.74
16.46,-0.74
16.48,-0.74
16.495,-0.74
16.509,-0.74
16.524,-0.74
16.538,-0.74
16.552,-0.74
16.567,-0.74
16.582,-0.74
16.596,-0.74
16.61,-0.74
16.625,-0.74
16.639,-0.74
16.654,-0.74
16.668,-0.74
16.683,-0.74
16.697,-0.74
16.712,-0.74
16.726,-0.74
16.741,-0.74
16.755,-0.74
16.77,-0.74
16.784,-0.74
16.799,-0.74
16.814,-0.74
16.828,-0.74
16.843,-0.74
16.858,-0.74
16.872,-0.74
16.887,-0.74
16.901,-0.74
16.915,-0.74
16.93,-0.73
16.945,-0.73
16.959,-0.73
16.974,-0.73
16.989,-0.73
17.003,-0.73
17.017,-0.73
17.032,-0.73
17.047,-0.73
17.061,-0.73
17.076,-0.74
17.09,-0.74
17.105,-0.73
17.119,-0.73
17.134,-0.73
17.149,-0.74
17.164,-0.74
17.179,-0.74
17.194,-0.74
17.209,-0.74
17.223,-0.74
17.238,-0.74
17.252,-0.74
17.266,-0.74
17.281,-0.74
17.295,-0.74
17.31,-0.74
17.325,-0.74
17.339,-0.74
17.354,-0.74
17.368,-0.74
17.383,-0.74
17.398,-0.74
17.412,-0.74
17.427,-0.74
17.442,-0.74
17.456,-0.74
17.47,-0.74
17.485,-0.74
17.499,-0.74
17.514,-0.74
17.528,-0.74
17.543,-0.74
17.558,-0.74
17.572,-0.74
17.586,-0.74
17.601,-0.74
17.615,-0.74
17.63,-0.74
17.644,-0.74
17.659,-0.74
17.673,-0.74
17.688,-0.74
17.702,-0.74
17.717,-0.74
17.731,-0.74
17.746,-0.74
17.76,-0.74
17.775,-0.74
17.789,-0.74
17.804,-0.74
17.818,-0.74
17.833,-0.74
17.847,-0.74
17.863,-0.74
17.877,-0.74
17.891,-0.74
17.905,-0.74
17.92,-0.74
17.934,-0.74
17.949,-0.74
17.963,-0.74
17.978,-0.74
17.993,-0.74
18.007,-0.74
18.021,-0.74
18.036,-0.74
18.051,-0.74
18.065,-0.74
18.079,-0.74
18.094,-0.74
18.108,-0.74
18.122,-0.74
18.137,-0.74
18.152,-0.74
18.166,-0.74
18.181,-0.74
18.195,-0.73
18.209,-0.73
18.224,-0.73
18.238,-0.73
18.253,-0.74
18.267,-0.74
18.282,-0.74
18.296,-0.74
18.31,-0.74
18.325,-0.74
18.339,-0.74
18.354,-0.74
18.369,-0.74
18.383,-0.74
18.398,-0.74
18.412,-0.74
18.427,-0.74
18.441,-0.74
18.456,-0.74
18.47,-0.74
18.485,-0.74
18.499,-0.74
18.514,-0.74
18.529,-0.74
18.543,-0.74
18.557,-0.74
18.572,-0.74
18.586,-0.74
18.601,-0.74
18.616,-0.74
18.63,-0.74
18.645,-0.74
18.659,-0.74
18.674,-0.74
18.689,-0.74
18.704,-0.74
18.718,-0.74
18.733,-0.74
18.747,-0.74
18.761,-0.74
18.776,-0.74
18.79,-0.74
18.805,-0.75
18.82,-0.75
18.834,-0.75
18.849,-0.75
18.863,-0.75
18.877,-0.75
18.892,-0.75
18.906,-0.75
18.921,-0.75
18.935,-0.75
18.95,-0.75
18.965,-0.75
18.979,-0.75
18.993,-0.74
19.008,-0.74
19.023,-0.74
19.037,-0.74
19.052,-0.74
19.066,-0.74
19.082,-0.74
19.095,-0.74
19.11,-0.74
19.124,-0.74
19.139,-0.74
19.153,-0.74
19.168,-0.74
19.183,-0.74
19.198,-0.74
19.212,-0.74
19.226,-0.74
19.241,-0.74
19.255,-0.74
19.269,-0.74
19.284,-0.74
19.298,-0.74
19.312,-0.74
19.327,-0.74
19.341,-0.74
19.356,-0.74
19.37,-0.74
19.385,-0.74
19.4,-0.74
19.414,-0.74
19.429,-0.75
19.443,-0.74
19.458,-0.74
19.472,-0.74
19.487,-0.74
19.501,-0.74
19.515,-0.74
19.53,-0.74
19.545,-0.74
19.56,-0.74
19.574,-0.74
19.589,-0.74
19.604,-0.74
19.618,-0.74
19.632,-0.74
19.647,-0.74
19.661,-0.74
19.676,-0.74
19.69,-0.75
19.705,-0.75
19.719,-0.75
19.737,-0.74
19.751,-0.75
19.765,-0.75
19.78,-0.74
19.794,-0.74
19.809,-0.74
19.823,-0.75
19.838,-0.74
19.852,-0.74
19.867,-0.74
19.882,-0.74
19.897,-0.74
19.911,-0.74
19.926,-0.74
19.941,-0.74
19.955,-0.74
19.97,-0.74
19.984,-0.74
19.998,-0.74
20.013,-0.74
20.027,-0.74
20.041,-0.74
20.056,-0.74
20.07,-0.74
20.085,-0.74
20.099,-0.74
20.114,-0.74
20.129,-0.74
20.143,-0.74
20.158,-0.75
20.173,-0.75
20.187,-0.75
20.202,-0.75
20.216,-0.75
20.231,-0.75
20.246,-0.75
20.26,-0.75
20.275,-0.74
20.289,-0.74
20.303,-0.74
20.318,-0.74
20.333,-0.74
20.348,-0.74
20.362,-0.74
20.377,-0.74
20.391,-0.74
20.405,-0.74
20.42,-0.74
20.435,-0.74
20.45,-0.74
20.464,-0.74
20.478,-0.74
20.493,-0.74
20.507,-0.74
20.522,-0.74
20.536,-0.74
20.551,-0.75
20.565,-0.75
20.58,-0.74
20.595,-0.74
20.609,-0.74
20.624,-0.74
20.639,-0.74
20.653,-0.74
20.668,-0.74
20.683,-0.74
20.697,-0.74
20.712,-0.74
20.726,-0.74
20.741,-0.74
20.755,-0.74
20.77,-0.74
20.784,-0.74
20.799,-0.74
20.813,-0.74
20.828,-0.74
20.843,-0.74
20.857,-0.74
20.872,-0.74
20.887,-0.74
20.902,-0.74
20.916,-0.74
20.931,-0.74
20.945,-0.74
20.959,-0.74
20.974,-0.74
20.988,-0.74
21.003,-0.74
21.018,-0.74
21.032,-0.74
21.046,-0.74
21.061,-0.74
21.075,-0.74
21.09,-0.74
21.104,-0.74
21.119,-0.74
21.134,-0.73
21.148,-0.73
21.163,-0.73
21.178,-0.73
21.192,-0.74
21.207,-0.74
21.221,-0.74
21.235,-0.73
21.251,-0.73
21.265,-0.74
21.28,-0.74
21.294,-0.73
21.309,-0.73
21.323,-0.73
21.338,-0.73
21.352,-0.73
21.367,-0.74
21.381,-0.74
21.396,-0.73
21.41,-0.73
21.425,-0.73
21.44,-0.73
21.454,-0.73
21.469,-0.73
21.483,-0.73
21.498,-0.73
21.512,-0.74
21.527,-0.74
21.541,-0.74
21.556,-0.74
21.57,-0.74
21.585,-0.74
21.599,-0.74
21.614,-0.74
21.628,-0.74
21.643,-0.74
21.657,-0.74
21.672,-0.74
21.686,-0.74
21.701,-0.74
21.716,-0.74
21.73,-0.74
21.744,-0.74
21.759,-0.74
21.773,-0.74
21.788,-0.74
21.803,-0.74
21.817,-0.74
21.831,-0.74
21.846,-0.74
21.86,-0.74
21.874,-0.74
21.889,-0.74
21.903,-0.74
21.918,-0.74
21.932,-0.74
21.947,-0.74
21.961,-0.74
21.976,-0.74
21.99,-0.74
22.006,-0.74
22.02,-0.74
22.035,-0.74
22.049,-0.74
22.064,-0.74
22.078,-0.74
22.093,-0.74
22.107,-0.74
22.121,-0.74
22.136,-0.74
22.151,-0.74
22.165,-0.74
22.179,-0.74
22.194,-0.74
22.209,-0.74
22.223,-0.74
22.237,-0.74
22.252,-0.74
22.266,-0.74
22.281,-0.73
22.295,-0.74
22.31,-0.74
22.324,-0.74
22.342,-0.74
22.356,-0.74
22.371,-0.74
22.385,-0.74
22.399,-0.74
22.414,-0.74
22.428,-0.74
22.443,-0.74
22.458,-0.73
22.472,-0.73
22.487,-0.73
22.501,-0.74
22.516,-0.74
22.53,-0.74
22.545,-0.74
