Time (s),Accel Roll (deg),Gyro Roll (deg)
33.447,8.63,9.66
33.461,8.62,9.65
33.476,8.48,9.64
33.491,8.47,9.63
33.505,8.57,9.62
33.52,8.57,9.61
33.534,8.57,9.61
33.549,8.58,9.6
33.563,8.59,9.59
33.578,8.57,9.58
33.593,8.57,9.57
33.608,8.65,9.56
33.623,8.68,9.56
33.637,8.6,9.55
33.652,8.53,9.54
33.669,8.52,9.53
33.683,8.57,9.53
33.697,8.54,9.52
33.712,8.5,9.51
33.726,8.5,9.5
33.74,8.53,9.49
33.755,8.56,9.49
33.769,8.55,9.48
33.783,8.56,9.47
33.797,8.55,9.46
33.812,8.57,9.46
33.826,8.57,9.45
33.84,8.57,9.44
33.854,8.55,9.44
33.869,8.59,9.43
33.886,8.63,9.42
33.899,8.55,9.42
33.913,8.5,9.41
33.928,8.54,9.4
33.942,8.51,9.4
33.956,8.52,9.39
33.97,8.55,9.38
33.985,8.53,9.38
33.999,8.54,9.37
34.013,8.55,9.37
34.027,8.59,9.36
34.041,8.62,9.35
34.056,8.63,9.35
34.07,8.56,9.34
34.084,8.57,9.34
34.098,8.6,9.33
34.112,8.6,9.33
34.127,8.62,9.32
34.141,8.61,9.32
34.155,8.53,9.31
34.17,8.47,9.3
34.185,8.55,9.3
34.199,8.55,9.29
34.213,8.53,9.29
34.227,8.56,9.28
34.242,8.58,9.28
34.256,8.62,9.27
34.271,8.62,9.27
34.285,8.56,9.26
34.3,8.6,9.26
34.315,8.57,9.25
34.329,8.61,9.25
34.344,8.57,9.24
34.359,8.52,9.24
34.373,8.45,9.23
34.388,8.46,9.23
34.403,8.56,9.22
34.417,8.56,9.22
34.432,8.53,9.21
34.447,8.52,9.21
34.461,8.63,9.2
34.476,8.61,9.2
34.49,8.6,9.19
34.505,8.66,9.19
34.52,8.63,9.19
34.534,8.55,9.18
34.548,8.53,9.18
34.563,8.56,9.18
34.578,8.6,9.17
34.592,8.63,9.17
34.607,8.61,9.17
34.622,8.55,9.16
34.637,8.57,9.16
34.651,8.54,9.15
34.666,8.56,9.15
34.681,8.6,9.14
34.695,8.63,9.14
34.71,8.53,9.14
34.724,8.5,9.13
34.738,8.6,9.13
34.752,8.58,9.12
34.766,8.55,9.12
34.781,8.49,9.12
34.795,8.52,9.11
34.809,8.54,9.11
34.824,8.55,9.11
34.838,8.54,9.1
34.852,8.58,9.1
34.866,8.61,9.1
34.88,8.54,9.09
34.895,8.55,9.09
34.909,8.59,9.09
34.923,8.62,9.08
34.938,8.67,9.08
34.952,8.63,9.08
34.967,8.6,9.08
34.981,8.6,9.08
34.995,8.58,9.07
35.009,8.54,9.07
35.023,8.55,9.07
35.038,8.52,9.06
35.052,8.51,9.06
35.066,8.61,9.06
35.083,8.6,9.05
35.098,8.58,9.05
35.112,8.58,9.05
35.126,8.57,9.05
35.141,8.59,9.04
35.155,8.58,9.04
35.17,8.6,9.04
35.184,8.6,9.04
35.198,8.57,9.03
35.212,8.59,9.03
35.227,8.53,9.03
35.241,8.5,9.03
35.256,8.47,9.02
35.27,8.49,9.02
35.285,8.54,9.02
35.3,8.58,9.01
35.314,8.59,9.01
35.329,8.58,9.01
35.343,8.56,9.0
35.358,8.59,9.0
35.372,8.6,9.0
35.387,8.61,9.0
35.402,8.55,8.99
35.416,8.59,8.99
35.431,8.61,8.99
35.445,8.55,8.99
35.46,8.49,8.99
35.475,8.5,8.98
35.489,8.53,8.98
35.504,8.57,8.98
35.518,8.58,8.98
35.533,8.54,8.97
35.547,8.53,8.97
35.562,8.59,8.97
35.577,8.62,8.97
35.592,8.59,8.97
35.606,8.56,8.97
35.621,8.53,8.96
35.635,8.54,8.96
35.649,8.55,8.96
35.664,8.57,8.96
35.678,8.59,8.96
35.693,8.55,8.95
35.708,8.51,8.95
35.722,8.5,8.95
35.736,8.53,8.95
35.75,8.59,8.95
35.765,8.59,8.94
35.779,8.65,8.94
35.793,8.63,8.94
35.807,8.6,8.94
35.822,8.59,8.94
35.836,8.57,8.94
35.85,8.58,8.94
35.864,8.57,8.94
35.878,8.6,8.93
35.893,8.62,8.93
35.907,8.53,8.93
35.921,8.47,8.93
35.935,8.5,8.93
35.95,8.54,8.92
35.964,8.55,8.92
35.978,8.56,8.92
35.993,8.58,8.92
36.007,8.63,8.92
36.021,8.61,8.92
36.036,8.53,8.92
36.05,8.53,8.92
36.064,8.58,8.91
36.078,8.58,8.91
36.093,8.61,8.91
36.107,8.58,8.91
36.121,8.55,8.91
36.136,8.57,8.91
36.15,8.55,8.91
36.164,8.57,8.9
36.178,8.54,8.9
36.192,8.49,8.9
36.207,8.5,8.9
36.221,8.49,8.9
36.235,8.56,8.89
36.249,8.61,8.89
36.264,8.58,8.89
36.279,8.58,8.89
36.294,8.59,8.89
36.308,8.58,8.89
36.323,8.6,8.89
36.338,8.56,8.89
36.353,8.52,8.89
36.368,8.51,8.89
36.382,8.54,8.88
36.396,8.56,8.88
36.411,8.62,8.88
36.425,8.61,8.88
36.44,8.55,8.88
36.455,8.53,8.88
36.469,8.59,8.88
36.484,8.61,8.88
36.499,8.62,8.88
36.515,8.6,8.88
36.53,8.55,8.88
36.544,8.56,8.88
36.559,8.51,8.87
36.574,8.47,8.87
36.589,8.46,8.87
36.604,8.46,8.87
36.618,8.5,8.87
36.633,8.55,8.87
36.647,8.59,8.86
36.662,8.56,8.86
36.676,8.55,8.86
36.691,8.56,8.86
36.705,8.55,8.86
36.72,8.65,8.86
36.734,8.65,8.86
36.749,8.59,8.86
36.763,8.53,8.86
36.777,8.55,8.86
36.792,8.55,8.86
36.806,8.53,8.86
36.82,8.56,8.86
36.834,8.57,8.86
36.849,8.58,8.85
36.863,8.56,8.85
36.877,8.53,8.85
36.891,8.57,8.85
36.906,8.63,8.85
36.92,8.62,8.85
36.934,8.6,8.85
36.948,8.61,8.85
36.962,8.58,8.85
36.977,8.6,8.85
36.991,8.6,8.85
37.005,8.53,8.85
37.02,8.55,8.85
37.034,8.48,8.85
37.048,8.53,8.85
37.063,8.58,8.84
37.078,8.58,8.84
37.093,8.58,8.84
37.107,8.6,8.84
37.122,8.58,8.84
37.136,8.56,8.84
37.15,8.57,8.84
37.164,8.6,8.84
37.179,8.61,8.84
37.193,8.54,8.84
37.207,8.58,8.84
37.221,8.61,8.84
37.236,8.59,8.84
37.25,8.57,8.84
37.265,8.6,8.84
37.28,8.52,8.84
37.294,8.56,8.84
37.309,8.6,8.84
37.323,8.63,8.84
37.338,8.63,8.84
37.353,8.62,8.84
37.367,8.56,8.84
37.381,8.49,8.83
37.396,8.55,8.83
37.41,8.58,8.83
37.425,8.56,8.83
37.44,8.6,8.83
37.454,8.55,8.83
37.468,8.5,8.83
37.482,8.54,8.83
37.497,8.59,8.83
37.512,8.58,8.83
37.527,8.53,8.83
37.541,8.56,8.83
37.556,8.59,8.83
37.57,8.61,8.82
37.584,8.62,8.82
37.599,8.6,8.82
37.614,8.56,8.82
37.628,8.54,8.82
37.643,8.6,8.82
37.657,8.62,8.82
37.672,8.59,8.82
37.687,8.56,8.82
37.702,8.57,8.82
37.716,8.5,8.82
37.731,8.52,8.82
37.745,8.6,8.82
37.759,8.63,8.82
37.774,8.62,8.82
37.788,8.57,8.82
37.802,8.53,8.82
37.816,8.58,8.82
37.831,8.57,8.82
37.845,8.62,8.82
37.859,8.6,8.82
37.873,8.49,8.82
37.889,8.5,8.82
37.903,8.62,8.81
37.917,8.61,8.81
37.932,8.56,8.81
37.946,8.55,8.81
37.961,8.54,8.81
37.975,8.57,8.81
37.989,8.56,8.81
38.004,8.54,8.8
38.018,8.54,8.8
38.032,8.56,8.8
38.047,8.52,8.8
38.061,8.47,8.8
38.075,8.51,8.8
38.089,8.57,8.8
38.103,8.57,8.8
38.118,8.54,8.8
38.132,8.56,8.8
38.146,8.57,8.8
38.161,8.59,8.8
38.175,8.58,8.8
38.189,8.58,8.8
38.203,8.6,8.8
38.217,8.61,8.8
38.231,8.58,8.8
38.246,8.6,8.8
38.26,8.62,8.8
38.274,8.6,8.8
38.289,8.59,8.8
38.304,8.56,8.8
38.318,8.52,8.8
38.333,8.5,8.8
38.347,8.57,8.8
38.362,8.61,8.8
38.377,8.6,8.8
38.392,8.55,8.8
38.406,8.55,8.8
38.421,8.58,8.79
38.436,8.58,8.79
38.451,8.58,8.79
38.465,8.6,8.79
38.48,8.64,8.79
38.495,8.66,8.8
38.509,8.57,8.8
38.523,8.55,8.8
38.538,8.65,8.8
38.553,8.66,8.8
38.567,8.52,8.8
38.582,8.48,8.8
38.597,8.57,8.8
38.612,8.55,8.8
38.627,8.53,8.8
38.642,8.52,8.8
38.656,8.6,8.8
38.67,8.63,8.8
38.684,8.59,8.8
38.699,8.54,8.8
38.714,8.54,8.8
38.729,8.51,8.8
38.743,8.51,8.8
38.757,8.58,8.8
38.771,8.58,8.79
38.786,8.48,8.8
38.801,8.49,8.79
38.815,8.61,8.79
38.829,8.6,8.79
38.844,8.57,8.79
38.858,8.61,8.79
38.872,8.64,8.79
38.886,8.62,8.79
38.9,8.6,8.79
38.915,8.63,8.79
38.929,8.62,8.79
38.943,8.59,8.79
38.958,8.54,8.79
38.972,8.54,8.79
38.987,8.56,8.79
39.001,8.61,8.79
39.016,8.59,8.79
39.03,8.54,8.79
39.044,8.54,8.79
39.058,8.55,8.79
39.073,8.56,8.79
39.087,8.56,8.79
39.101,8.65,8.79
39.115,8.65,8.79
39.129,8.57,8.79
39.144,8.55,8.79
39.158,8.57,8.79
39.173,8.56,8.79
39.187,8.55,8.79
39.202,8.55,8.79
39.215,8.54,8.79
39.23,8.55,8.79
39.244,8.55,8.79
39.258,8.54,8.79
39.273,8.55,8.79
39.287,8.55,8.79
39.302,8.57,8.79
39.316,8.57,8.79
39.33,8.63,8.79
39.345,8.66,8.79
39.359,8.62,8.79
39.374,8.58,8.79
39.39,8.56,8.79
39.405,8.58,8.79
39.42,8.55,8.79
39.434,8.54,8.79
39.448,8.57,8.79
39.463,8.55,8.79
39.478,8.52,8.79
39.493,8.55,8.79
39.508,8.52,8.79
39.522,8.53,8.79
39.538,8.56,8.79
39.552,8.6,8.79
39.567,8.57,8.79
39.581,8.55,8.79
39.596,8.62,8.79
39.611,8.62,8.79
39.626,8.5,8.79
39.64,8.51,8.78
39.654,8.58,8.78
39.669,8.56,8.78
39.684,8.57,8.78
39.699,8.6,8.78
39.713,8.5,8.78
39.728,8.49,8.78
39.742,8.53,8.78
39.757,8.59,8.78
39.771,8.62,8.78
39.785,8.58,8.78
39.799,8.55,8.78
39.813,8.55,8.78
39.828,8.59,8.78
39.842,8.61,8.78
39.856,8.62,8.78
39.87,8.58,8.78
39.885,8.54,8.79
39.899,8.51,8.78
39.913,8.5,8.78
39.927,8.54,8.78
39.942,8.55,8.78
39.956,8.52,8.78
39.97,8.55,8.78
39.984,8.56,8.78
39.998,8.57,8.78
40.013,8.59,8.78
40.027,8.59,8.78
40.042,8.49,8.78
40.056,8.48,8.78
40.071,8.59,8.78
40.085,8.61,8.78
40.099,8.61,8.78
40.113,8.58,8.78
40.128,8.51,8.78
40.142,8.52,8.78
40.156,8.54,8.78
40.17,8.57,8.78
40.185,8.57,8.78
40.199,8.58,8.78
40.213,8.57,8.78
40.228,8.58,8.78
40.242,8.57,8.78
40.256,8.52,8.78
40.271,8.57,8.78
40.285,8.59,8.78
40.3,8.59,8.78
40.315,8.57,8.78
40.329,8.54,8.78
40.343,8.51,8.78
40.358,8.54,8.78
40.373,8.56,8.78
40.388,8.55,8.78
40.402,8.57,8.77
40.416,8.54,8.77
40.431,8.6,8.77
40.446,8.61,8.77
40.46,8.55,8.77
40.475,8.6,8.77
40.489,8.61,8.77
40.504,8.54,8.77
40.519,8.58,8.77
40.533,8.59,8.77
40.548,8.57,8.77
40.563,8.53,8.77
40.577,8.54,8.77
40.592,8.55,8.77
40.606,8.54,8.77
40.62,8.57,8.77
40.635,8.62,8.77
40.65,8.59,8.77
40.664,8.54,8.77
40.679,8.58,8.77
40.694,8.6,8.77
40.709,8.6,8.77
40.723,8.53,8.77
40.738,8.51,8.78
40.753,8.55,8.78
40.767,8.55,8.78
40.781,8.51,8.78
40.796,8.52,8.78
40.81,8.56,8.78
40.824,8.57,8.78
40.839,8.6,8.77
40.853,8.63,8.77
40.867,8.61,8.78
40.881,8.63,8.78
40.895,8.61,8.78
40.91,8.55,8.78
40.924,8.56,8.78
40.938,8.59,8.78
40.954,8.61,8.78
40.969,8.57,8.78
40.983,8.53,8.78
40.997,8.55,8.78
41.011,8.58,8.78
41.026,8.53,8.78
41.04,8.47,8.78
41.054,8.53,8.78
41.069,8.57,8.78
41.083,8.59,8.78
41.097,8.56,8.78
41.111,8.53,8.78
41.126,8.55,8.78
41.14,8.63,8.77
41.154,8.66,8.78
41.168,8.63,8.78
41.183,8.6,8.78
41.197,8.56,8.78
41.211,8.54,8.78
41.225,8.52,8.78
41.239,8.57,8.78
41.253,8.59,8.78
41.268,8.51,8.77
41.282,8.54,8.77
41.296,8.53,8.77
41.312,8.58,8.77
41.327,8.68,8.77
41.342,8.69,8.77
41.356,8.63,8.77
41.371,8.55,8.78
41.386,8.47,8.78
41.401,8.46,8.77
41.415,8.62,8.77
41.43,8.63,8.77
41.444,8.47,8.77
41.458,8.47,8.77
41.473,8.5,8.77
41.488,8.58,8.77
41.503,8.65,8.77
41.518,8.63,8.77
41.532,8.48,8.77
41.547,8.47,8.77
41.561,8.56,8.77
41.576,8.62,8.77
41.591,8.65,8.77
41.606,8.6,8.77
41.62,8.53,8.77
41.635,8.47,8.77
41.649,8.52,8.77
41.664,8.6,8.77
41.678,8.62,8.77
41.693,8.56,8.77
41.707,8.47,8.77
41.722,8.53,8.77
41.737,8.56,8.77
41.751,8.59,8.77
41.766,8.64,8.77
41.78,8.58,8.77
41.795,8.52,8.77
41.809,8.5,8.77
41.823,8.51,8.77
41.837,8.56,8.77
41.851,8.59,8.77
41.865,8.59,8.77
41.88,8.56,8.77
41.894,8.52,8.77
41.908,8.48,8.77
41.922,8.51,8.77
41.937,8.6,8.77
41.951,8.52,8.77
41.966,8.49,8.77
41.98,8.67,8.77
41.994,8.5,8.78
42.009,8.61,8.78
42.023,8.66,8.78
42.038,8.61,8.78
42.052,8.56,8.78
42.067,8.51,8.78
42.081,8.4,8.78
42.095,8.45,8.78
42.109,8.79,8.78
42.124,8.54,8.79
42.138,8.42,8.79
42.152,8.56,8.79
42.166,8.44,8.79
42.181,8.84,8.78
42.195,8.51,8.78
42.209,8.56,8.78
42.223,8.57,8.78
42.238,8.54,8.78
42.252,8.7,8.78
42.266,8.59,8.77
42.28,8.55,8.77
42.295,8.48,8.77
42.309,8.38,8.78
42.323,8.59,8.77
42.338,8.56,8.77
42.353,8.58,8.77
42.367,8.62,8.77
42.382,8.62,8.78
42.397,8.56,8.78
42.411,8.59,8.78
42.426,8.61,8.78
42.44,8.48,8.78
42.455,8.71,8.78
42.47,8.67,8.78
42.484,8.63,8.78
42.499,8.54,8.78
42.514,8.57,8.79
42.528,8.44,8.79
42.543,8.67,8.78
42.558,8.64,8.78
42.572,8.52,8.79
42.586,8.78,8.79
42.601,8.44,8.79
42.615,8.72,8.79
42.63,8.58,8.79
42.645,8.64,8.79
42.659,8.57,8.79
42.673,8.57,8.79
42.688,8.59,8.79
42.702,8.49,8.79
42.717,8.66,8.78
42.731,8.49,8.78
42.745,8.6,8.78
42.76,8.55,8.78
42.775,8.49,8.78
42.789,8.44,8.78
42.804,8.54,8.78
42.818,8.74,8.77
42.832,8.75,8.77
42.847,8.55,8.78
42.861,8.55,8.79
42.875,8.66,8.79
42.89,8.85,8.8
42.904,8.49,8.84
42.918,8.6,8.87
42.932,8.05,8.91
42.949,6.92,8.94
42.963,8.84,8.87
42.977,9.71,8.82
42.992,7.62,8.88
43.006,6.93,8.92
43.02,8.58,8.84
43.035,9.66,8.76
43.049,8.58,8.77
43.063,8.15,8.77
43.077,8.66,8.76
43.092,9.07,8.74
43.106,8.75,8.75
43.121,8.66,8.77
43.135,7.53,8.79
43.149,8.15,8.77
43.165,8.73,8.73
43.179,9.05,8.72
43.193,9.31,8.73
43.208,9.71,8.77
43.222,9.35,8.84
43.236,8.45,8.95
43.251,8.59,9.07
43.265,10.24,9.21
43.279,9.25,9.58
43.293,2.44,9.96
43.307,4.78,10.01
43.322,7.55,9.98
43.336,6.54,9.94
43.351,4.17,9.89
43.366,7.02,9.65
43.38,11.07,9.48
43.395,10.67,9.48
43.409,7.88,9.72
43.423,7.41,9.96
43.438,7.67,10.01
43.452,6.68,10.04
43.467,6.02,10.03
43.481,5.13,10.0
43.495,5.75,9.88
43.509,7.74,9.71
43.523,8.53,9.62
43.538,9.08,9.61
43.552,10.8,9.67
43.566,10.29,9.93
43.581,2.65,10.28
43.595,2.26,10.47
43.611,7.79,10.53
43.625,9.78,10.67
43.64,6.63,10.86
43.654,8.22,11.0
43.668,6.6,11.16
43.683,5.89,11.21
43.697,9.01,11.19
43.712,8.74,11.11
43.726,3.5,11.04
43.741,0.37,11.07
43.755,0.05,11.32
43.77,3.52,11.48
43.784,4.61,11.55
43.799,4.77,11.65
43.813,5.25,11.8
43.827,6.48,11.94
43.841,6.55,12.07
43.856,6.7,12.13
43.87,4.28,11.95
43.883,1.55,11.71
43.898,2.9,11.53
43.912,4.82,11.47
43.926,8.22,11.37
43.94,8.62,11.11
43.954,6.64,10.79
43.968,3.36,10.43
43.982,2.97,10.2
43.996,0.71,10.05
44.011,0.51,10.04
44.025,2.23,10.18
44.039,3.69,10.58
44.053,3.4,11.01
44.067,3.34,11.31
44.082,1.98,11.56
44.096,3.01,11.79
44.11,2.94,12.07
44.124,3.67,12.41
44.138,3.39,12.83
44.153,-0.1,13.35
44.167,-2.41,13.86
44.182,-3.44,14.25
44.196,-0.8,14.54
44.21,0.53,14.76
44.224,-1.78,14.86
44.238,-3.54,15.02
44.253,-4.68,15.18
44.267,-3.11,15.07
44.281,-1.19,14.88
44.296,-0.97,14.7
44.31,-0.52,14.57
44.325,-3.32,14.55
44.34,-3.64,14.47
44.354,-2.09,14.28
44.369,-1.97,14.09
44.384,-2.71,13.93
44.398,-2.91,13.73
44.413,0.21,13.5
44.428,-0.5,13.36
44.442,-2.83,13.29
44.457,-2.72,13.15
44.472,-5.83,12.99
44.487,-8.59,12.64
44.501,6.96,12.03
44.516,9.02,11.58
44.53,-3.79,11.54
44.545,-0.2,11.38
44.56,-0.73,11.24
44.574,-0.94,11.11
44.589,-1.27,10.99
44.603,-1.12,10.87
44.618,-1.06,10.75
44.632,-1.03,10.63
44.647,-1.05,10.52
44.661,-1.16,10.4
44.676,-0.96,10.29
44.69,-1.14,10.18
44.708,-1.0,10.07
44.722,-1.08,9.96
44.737,-0.95,9.85
44.752,-1.01,9.75
44.767,-0.96,9.64
44.781,-1.01,9.54
44.796,-0.98,9.43
44.811,-0.92,9.33
44.825,-1.06,9.23
44.839,-1.05,9.13
44.853,-1.02,9.03
44.868,-0.96,8.93
44.882,-0.99,8.83
44.896,-1.03,8.74
44.911,-1.0,8.64
44.925,-1.03,8.55
44.939,-1.04,8.45
44.954,-1.1,8.36
44.968,-1.09,8.27
44.983,-1.05,8.18
44.997,-1.08,8.09
45.012,-1.09,8.0
45.026,-1.01,7.91
45.04,-1.02,7.82
45.055,-1.04,7.73
45.069,-1.03,7.65
45.083,-0.99,7.56
45.097,-1.01,7.48
45.112,-1.0,7.4
45.126,-0.97,7.31
45.141,-1.02,7.23
45.155,-1.03,7.15
45.169,-1.0,7.07
45.184,-1.02,6.99
45.198,-1.05,6.92
45.212,-0.96,6.84
45.227,-0.98,6.76
45.241,-1.05,6.69
45.256,-1.03,6.61
45.27,-1.01,6.54
45.285,-0.97,6.46
45.299,-1.02,6.39
45.314,-0.94,6.32
45.328,-0.91,6.25
45.343,-1.0,6.18
45.357,-1.02,6.11
45.371,-0.96,6.04
45.386,-0.97,5.97
45.401,-1.04,5.91
45.415,-1.02,5.84
45.43,-1.01,5.77
45.444,-1.05,5.71
45.459,-1.07,5.64
45.474,-1.07,5.57
45.488,-1.02,5.51
45.503,-0.98,5.45
45.517,-1.0,5.38
45.532,-1.04,5.32
45.546,-1.04,5.26
45.56,-1.04,5.2
45.575,-1.06,5.14
45.59,-1.04,5.08
45.605,-1.07,5.02
45.619,-1.09,4.96
45.633,-1.08,4.9
45.648,-1.03,4.84
45.662,-1.02,4.79
45.677,-1.02,4.73
45.691,-1.03,4.68
45.706,-1.1,4.62
45.721,-1.03,4.57
45.735,-0.96,4.51
45.75,-0.96,4.46
45.765,-0.98,4.41
45.78,-0.99,4.36
45.794,-1.03,4.3
45.809,-1.04,4.25
45.823,-1.0,4.2
45.838,-1.05,4.15
45.852,-1.05,4.1
45.866,-1.01,4.05
45.881,-1.04,4.0
45.895,-1.09,3.96
45.91,-1.1,3.91
45.925,-0.97,3.86
45.939,-0.92,3.81
45.953,-0.98,3.77
45.968,-0.98,3.72
45.982,-1.01,3.68
45.997,-1.03,3.63
46.011,-1.0,3.59
46.025,-1.01,3.54
46.039,-1.03,3.5
46.054,-1.06,3.45
46.068,-1.09,3.41
46.083,-1.04,3.37
46.097,-0.99,3.33
46.112,-1.03,3.29
46.127,-1.07,3.25
46.141,-1.03,3.2
46.155,-1.0,3.16
46.17,-0.92,3.12
46.184,-0.94,3.08
46.198,-0.92,3.05
46.213,-0.94,3.01
46.227,-0.96,2.97
46.241,-0.99,2.93
46.256,-0.98,2.89
46.27,-1.04,2.85
46.284,-1.1,2.82
46.298,-1.03,2.78
46.313,-0.99,2.74
46.327,-1.01,2.71
46.342,-1.02,2.67
46.357,-1.02,2.64
46.371,-1.01,2.61
46.386,-1.02,2.57
46.401,-1.07,2.54
46.415,-1.03,2.5
46.43,-0.96,2.47
46.444,-0.97,2.44
46.458,-0.99,2.41
46.473,-1.04,2.38
46.488,-1.02,2.34
46.502,-1.05,2.31
46.516,-1.01,2.28
46.531,-1.0,2.25
46.545,-1.08,2.22
46.56,-1.12,2.19
46.576,-1.06,2.16
46.591,-1.07,2.13
46.606,-1.01,2.1
46.62,-1.0,2.07
46.635,-0.98,2.04
46.649,-0.98,2.02
46.664,-1.02,1.99
46.678,-1.03,1.96
46.693,-1.01,1.94
46.708,-0.98,1.91
46.722,-1.01,1.88
46.737,-1.0,1.85
46.751,-1.05,1.83
46.766,-0.96,1.8
46.781,-0.94,1.77
46.795,-1.0,1.75
46.81,-1.03,1.72
46.825,-1.01,1.7
46.839,-1.01,1.67
46.854,-0.99,1.65
46.868,-0.98,1.62
46.883,-0.96,1.6
46.897,-0.99,1.58
46.912,-0.98,1.55
46.926,-0.96,1.53
46.94,-0.98,1.5
46.954,-1.05,1.48
46.969,-1.06,1.46
46.983,-1.01,1.43
46.998,-1.02,1.41
47.012,-1.05,1.39
47.026,-1.03,1.37
47.041,-1.0,1.35
47.055,-0.97,1.32
47.069,-1.0,1.3
47.084,-0.97,1.28
47.098,-0.95,1.26
47.113,-1.0,1.24
47.127,-1.03,1.22
47.141,-1.02,1.2
47.155,-1.01,1.18
47.17,-1.05,1.16
47.184,-1.11,1.14
47.199,-1.11,1.12
47.215,-1.06,1.1
47.229,-1.07,1.08
47.243,-1.07,1.06
47.258,-0.98,1.04
47.272,-0.94,1.02
47.287,-0.94,1.0
47.301,-1.06,0.99
47.315,-1.01,0.97
47.33,-0.97,0.95
47.344,-1.04,0.94
47.358,-1.07,0.92
47.373,-1.03,0.9
47.387,-1.03,0.88
47.402,-1.05,0.86
47.417,-1.01,0.85
47.432,-1.03,0.83
47.447,-1.07,0.81
47.462,-1.05,0.8
47.476,-1.07,0.78
47.491,-1.06,0.76
47.506,-1.03,0.75
47.52,-1.02,0.73
47.535,-0.98,0.72
47.55,-0.97,0.7
47.565,-1.01,0.69
47.58,-1.07,0.67
47.594,-1.02,0.66
47.609,-0.98,0.64
47.624,-0.94,0.63
47.639,-1.01,0.61
47.653,-1.1,0.6
47.668,-1.1,0.58
47.682,-0.98,0.57
47.697,-0.97,0.55
47.712,-0.99,0.54
47.727,-0.97,0.53
47.741,-0.99,0.51
47.756,-1.03,0.5
47.77,-1.01,0.49
47.785,-0.99,0.47
47.8,-1.0,0.46
47.815,-1.03,0.45
47.83,-1.02,0.44
47.845,-1.08,0.43
47.859,-1.08,0.41
47.873,-1.01,0.4
47.888,-1.03,0.39
47.902,-0.95,0.37
47.917,-0.94,0.36
47.931,-1.03,0.35
47.945,-1.03,0.34
47.96,-1.01,0.33
47.974,-0.97,0.32
47.988,-0.95,0.31
48.005,-1.05,0.29
48.019,-1.0,0.28
48.034,-0.97,0.27
48.048,-0.98,0.26
48.063,-0.99,0.25
48.077,-1.06,0.24
48.091,-1.05,0.23
48.105,-1.01,0.22
48.12,-1.04,0.2
48.134,-1.07,0.19
48.148,-1.04,0.18
48.162,-1.01,0.18
48.176,-0.99,0.17
48.191,-0.96,0.16
48.205,-0.98,0.15
48.219,-1.02,0.14
48.233,-1.05,0.13
48.247,-1.09,0.12
48.261,-1.07,0.11
48.276,-0.94,0.1
48.29,-0.97,0.09
48.304,-1.04,0.08
48.318,-1.01,0.07
48.333,-1.0,0.06
48.347,-1.0,0.05
48.362,-1.02,0.05
48.377,-0.96,0.04
48.391,-0.93,0.03
48.406,-1.05,0.02
48.421,-1.07,0.02
48.436,-0.93,0.01
48.451,-0.93,0.0
48.465,-1.04,-0.0
48.48,-1.05,-0.01
48.495,-0.92,-0.02
48.51,-0.95,-0.03
48.525,-1.08,-0.03
48.54,-1.12,-0.04
48.555,-1.01,-0.05
48.57,-0.96,-0.06
48.585,-1.02,-0.06
48.6,-1.05,-0.07
48.614,-0.93,-0.08
48.629,-0.96,-0.09
48.644,-1.08,-0.09
48.659,-1.1,-0.1
48.674,-0.92,-0.11
48.689,-0.92,-0.11
48.703,-1.06,-0.12
48.718,-1.04,-0.13
48.734,-0.98,-0.13
48.749,-1.0,-0.14
48.763,-1.17,-0.15
48.779,-1.11,-0.16
48.794,-0.94,-0.16
48.81,-1.03,-0.17
48.825,-1.06,-0.17
48.839,-1.04,-0.18
48.854,-1.0,-0.19
48.869,-0.96,-0.19
48.883,-0.96,-0.2
48.898,-0.99,-0.21
48.912,-1.04,-0.21
48.927,-1.05,-0.22
48.941,-1.02,-0.22
48.956,-1.0,-0.23
48.971,-0.96,-0.24
48.986,-1.01,-0.24
49.0,-1.12,-0.25
49.014,-1.1,-0.25
49.029,-0.98,-0.26
49.043,-1.02,-0.26
49.058,-1.01,-0.27
49.072,-1.01,-0.28
49.087,-1.01,-0.28
49.101,-1.02,-0.28
49.116,-1.03,-0.29
49.13,-1.0,-0.29
49.145,-0.98,-0.3
49.159,-1.1,-0.3
49.174,-1.1,-0.31
49.188,-1.07,-0.31
49.203,-1.04,-0.32
49.217,-0.97,-0.32
49.232,-1.0,-0.33
49.246,-1.01,-0.33
49.261,-1.02,-0.34
49.275,-1.02,-0.34
49.29,-1.03,-0.35
49.305,-0.96,-0.35
49.319,-0.98,-0.36
49.334,-1.04,-0.36
49.348,-1.05,-0.36
49.363,-1.08,-0.37
49.378,-1.09,-0.37
49.393,-1.07,-0.38
49.408,-0.98,-0.38
49.423,-0.98,-0.38
49.438,-1.02,-0.39
49.453,-1.03,-0.39
49.468,-1.0,-0.39
49.483,-0.99,-0.4
49.498,-0.99,-0.4
49.512,-1.0,-0.4
49.528,-0.97,-0.41
49.543,-0.95,-0.41
49.557,-0.96,-0.42
49.572,-1.01,-0.42
49.587,-1.04,-0.42
49.602,-1.07,-0.43
49.617,-1.05,-0.43
49.632,-1.08,-0.44
49.647,-1.07,-0.44
49.661,-1.08,-0.45
49.676,-1.07,-0.45
49.691,-0.97,-0.45
49.706,-0.98,-0.46
49.722,-1.02,-0.46
49.737,-1.01,-0.46
