Time (s),Accel Roll (deg),Gyro Roll (deg)
16.656,18.17,21.85
16.67,18.19,21.82
16.684,18.22,21.79
16.698,18.25,21.75
16.713,18.17,21.72
16.727,18.13,21.68
16.741,18.12,21.65
16.755,18.18,21.62
16.77,18.2,21.59
16.784,18.18,21.56
16.798,18.19,21.52
16.813,18.13,21.49
16.827,18.15,21.46
16.841,18.19,21.43
16.855,18.2,21.4
16.87,18.2,21.37
16.885,18.17,21.34
16.899,18.19,21.31
16.913,18.15,21.29
16.927,18.11,21.26
16.941,18.13,21.23
16.955,18.17,21.2
16.969,18.18,21.17
16.984,18.17,21.14
16.998,18.18,21.11
17.012,18.14,21.09
17.026,18.17,21.06
17.04,18.23,21.03
17.055,18.2,21.01
17.069,18.14,20.98
17.084,18.18,20.96
17.099,18.19,20.93
17.113,18.2,20.91
17.128,18.16,20.88
17.142,18.13,20.86
17.157,18.14,20.83
17.171,18.21,20.81
17.186,18.19,20.78
17.2,18.19,20.76
17.215,18.17,20.74
17.229,18.11,20.71
17.244,18.14,20.69
17.258,18.23,20.67
17.273,18.21,20.65
17.288,18.16,20.62
17.303,18.17,20.6
17.317,18.21,20.58
17.332,18.19,20.55
17.346,18.19,20.53
17.36,18.18,20.51
17.375,18.2,20.49
17.389,18.16,20.47
17.404,18.17,20.45
17.418,18.17,20.43
17.432,18.15,20.41
17.447,18.18,20.39
17.461,18.19,20.36
17.476,18.19,20.34
17.491,18.15,20.32
17.506,18.1,20.3
17.521,18.15,20.28
17.535,18.17,20.26
17.549,18.13,20.25
17.563,18.14,20.23
17.578,18.16,20.21
17.592,18.14,20.19
17.607,18.1,20.17
17.621,18.15,20.15
17.635,18.19,20.13
17.649,18.19,20.12
17.663,18.15,20.1
17.678,18.12,20.08
17.692,18.16,20.06
17.706,18.18,20.04
17.721,18.1,20.03
17.735,18.13,20.01
17.749,18.22,19.99
17.763,18.2,19.98
17.777,18.15,19.96
17.792,18.13,19.95
17.806,18.14,19.93
17.821,18.16,19.91
17.835,18.18,19.9
17.849,18.14,19.88
17.863,18.13,19.87
17.878,18.18,19.85
17.892,18.17,19.84
17.906,18.18,19.82
17.92,18.15,19.81
17.935,18.17,19.79
17.949,18.19,19.78
17.963,18.16,19.76
17.977,18.2,19.75
17.992,18.25,19.74
18.006,18.24,19.72
18.02,18.12,19.71
18.035,18.17,19.7
18.049,18.21,19.68
18.063,18.19,19.67
18.077,18.15,19.66
18.092,18.14,19.64
18.106,18.2,19.63
18.121,18.19,19.62
18.136,18.14,19.61
18.15,18.15,19.59
18.165,18.22,19.58
18.18,18.17,19.57
18.194,18.09,19.56
18.209,18.14,19.54
18.224,18.09,19.53
18.238,18.09,19.52
18.253,18.12,19.51
18.267,18.16,19.5
18.282,18.15,19.48
18.297,18.14,19.47
18.312,18.19,19.46
18.327,18.19,19.45
18.341,18.15,19.44
18.356,18.13,19.43
18.37,18.13,19.42
18.385,18.2,19.41
18.399,18.21,19.4
18.414,18.21,19.39
18.429,18.19,19.38
18.443,18.14,19.37
18.458,18.15,19.36
18.472,18.14,19.35
18.487,18.16,19.34
18.502,18.24,19.33
18.517,18.19,19.32
18.532,18.12,19.31
18.546,18.09,19.3
18.56,18.17,19.29
18.574,18.21,19.28
18.589,18.19,19.27
18.603,18.16,19.26
18.617,18.14,19.25
18.632,18.17,19.25
18.646,18.21,19.24
18.66,18.19,19.23
18.674,18.17,19.22
18.688,18.15,19.21
18.702,18.19,19.2
18.716,18.18,19.19
18.731,18.15,19.19
18.745,18.14,19.18
18.759,18.18,19.17
18.773,18.21,19.16
18.787,18.22,19.15
18.801,18.2,19.14
18.816,18.2,19.14
18.83,18.21,19.13
18.844,18.2,19.12
18.859,18.14,19.12
18.873,18.14,19.11
18.887,18.21,19.1
18.901,18.22,19.09
18.915,18.18,19.09
18.929,18.13,19.08
18.944,18.14,19.07
18.958,18.13,19.06
18.972,18.16,19.06
18.986,18.19,19.05
19.0,18.16,19.04
19.015,18.17,19.04
19.029,18.17,19.03
19.043,18.16,19.02
19.057,18.14,19.02
19.071,18.14,19.01
19.085,18.18,19.0
19.1,18.15,19.0
19.115,18.08,18.99
19.129,18.12,18.98
19.144,18.25,18.97
19.158,18.24,18.97
19.173,18.14,18.97
19.188,18.13,18.96
19.203,18.13,18.95
19.217,18.15,18.95
19.232,18.14,18.94
19.247,18.19,18.94
19.261,18.22,18.93
19.276,18.2,18.93
19.29,18.15,18.92
19.304,18.1,18.92
19.319,18.14,18.91
19.333,18.2,18.9
19.347,18.16,18.9
19.362,18.18,18.89
19.376,18.14,18.89
19.391,18.13,18.88
19.406,18.2,18.88
19.42,18.18,18.87
19.435,18.18,18.87
19.449,18.2,18.86
19.464,18.21,18.86
19.478,18.21,18.85
19.493,18.18,18.85
19.507,18.18,18.84
19.522,18.14,18.84
19.536,18.07,18.83
19.55,18.13,18.83
19.565,18.21,18.82
19.579,18.18,18.82
19.593,18.13,18.81
19.608,18.14,18.81
19.622,18.21,18.8
19.636,18.21,18.8
19.65,18.16,18.8
19.665,18.14,18.79
19.679,18.13,18.79
19.693,18.1,18.78
19.708,18.14,18.78
19.722,18.19,18.77
19.736,18.21,18.77
19.751,18.2,18.76
19.765,18.19,18.76
19.779,18.13,18.75
19.793,18.12,18.75
19.808,18.12,18.75
19.823,18.13,18.74
19.837,18.22,18.74
19.851,18.24,18.73
19.865,18.24,18.73
19.879,18.13,18.73
19.893,18.11,18.73
19.908,18.21,18.72
19.922,18.21,18.72
19.937,18.15,18.72
19.952,18.19,18.71
19.966,18.19,18.71
19.98,18.16,18.71
19.994,18.13,18.7
20.009,18.11,18.7
20.023,18.13,18.7
20.037,18.19,18.69
20.051,18.2,18.69
20.066,18.12,18.69
20.08,18.12,18.68
20.095,18.15,18.68
20.109,18.17,18.68
20.124,18.16,18.67
20.139,18.11,18.67
20.153,18.1,18.67
20.168,18.13,18.66
20.182,18.14,18.66
20.197,18.12,18.66
20.211,18.16,18.65
20.226,18.19,18.65
20.24,18.17,18.65
20.255,18.12,18.64
20.269,18.17,18.64
20.284,18.1,18.64
20.301,18.12,18.64
20.315,18.16,18.63
20.33,18.18,18.63
20.345,18.19,18.63
20.36,18.15,18.62
20.375,18.15,18.62
20.389,18.11,18.62
20.403,18.13,18.62
20.418,18.2,18.61
20.433,18.19,18.61
20.447,18.14,18.61
20.462,18.19,18.61
20.477,18.19,18.6
20.492,18.17,18.6
20.506,18.13,18.6
20.521,18.15,18.6
20.536,18.22,18.6
20.55,18.24,18.59
20.565,18.18,18.59
20.579,18.12,18.59
20.594,18.19,18.59
20.608,18.19,18.58
20.622,18.17,18.58
20.636,18.22,18.58
20.65,18.15,18.58
20.664,18.15,18.58
20.679,18.19,18.57
20.693,18.12,18.57
20.708,18.14,18.57
20.722,18.17,18.57
20.736,18.09,18.57
20.75,18.1,18.57
20.764,18.14,18.56
20.778,18.14,18.56
20.793,18.13,18.56
20.807,18.2,18.56
20.821,18.24,18.56
20.836,18.11,18.55
20.85,18.08,18.55
20.864,18.19,18.55
20.879,18.22,18.55
20.893,18.17,18.55
20.907,18.15,18.54
20.921,18.17,18.54
20.936,18.2,18.54
20.95,18.2,18.54
20.964,18.18,18.54
20.978,18.14,18.54
20.992,18.11,18.53
21.006,18.21,18.53
21.02,18.18,18.53
21.034,18.13,18.53
21.048,18.12,18.53
21.063,18.11,18.53
21.077,18.15,18.52
21.091,18.16,18.52
21.106,18.13,18.52
21.12,18.16,18.52
21.135,18.17,18.52
21.15,18.17,18.51
21.165,18.23,18.51
21.18,18.15,18.51
21.194,18.08,18.51
21.208,18.14,18.51
21.223,18.21,18.51
21.238,18.17,18.51
21.253,18.15,18.5
21.268,18.15,18.5
21.282,18.19,18.5
21.297,18.16,18.5
21.311,18.12,18.5
21.326,18.13,18.5
21.34,18.18,18.5
21.355,18.18,18.49
21.37,18.17,18.49
21.385,18.14,18.49
21.399,18.18,18.49
21.413,18.17,18.49
21.427,18.16,18.49
21.442,18.18,18.49
21.457,18.19,18.49
21.471,18.13,18.48
21.486,18.14,18.48
21.501,18.2,18.48
21.519,18.17,18.48
21.533,18.24,18.48
21.548,18.24,18.48
21.563,18.18,18.47
21.577,18.15,18.47
21.591,18.15,18.47
21.605,18.15,18.47
21.619,18.21,18.47
21.634,18.19,18.47
21.648,18.12,18.47
21.662,18.09,18.47
21.676,18.1,18.47
21.69,18.17,18.46
21.704,18.24,18.46
21.719,18.23,18.46
21.733,18.21,18.46
21.747,18.14,18.46
21.762,18.16,18.46
21.776,18.14,18.46
21.79,18.12,18.46
21.804,18.14,18.46
21.819,18.16,18.46
21.834,18.17,18.46
21.848,18.15,18.45
21.862,18.17,18.45
21.876,18.21,18.45
21.891,18.18,18.45
21.905,18.1,18.45
21.92,18.1,18.45
21.934,18.13,18.45
21.948,18.17,18.44
21.963,18.21,18.44
21.977,18.18,18.44
21.992,18.12,18.44
22.006,18.15,18.44
22.02,18.16,18.44
22.035,18.2,18.44
22.049,18.23,18.44
22.063,18.18,18.44
22.078,18.14,18.44
22.092,18.14,18.44
22.106,18.15,18.44
22.121,18.2,18.44
22.136,18.18,18.44
22.151,18.15,18.44
22.166,18.14,18.44
22.18,18.18,18.44
22.195,18.19,18.44
22.209,18.21,18.43
22.224,18.18,18.43
22.239,18.15,18.43
22.253,18.19,18.43
22.268,18.18,18.43
22.282,18.16,18.43
22.297,18.16,18.43
22.311,18.16,18.43
22.326,18.17,18.43
22.34,18.14,18.42
22.355,18.12,18.42
22.369,18.15,18.42
22.384,18.24,18.42
22.398,18.16,18.42
22.412,18.07,18.42
22.427,18.18,18.42
22.441,18.23,18.42
22.456,18.22,18.42
22.47,18.12,18.42
22.484,18.08,18.42
22.499,18.15,18.42
22.513,18.17,18.42
22.528,18.19,18.42
22.543,18.17,18.42
22.557,18.14,18.42
22.572,18.15,18.42
22.586,18.17,18.42
22.6,18.15,18.41
22.615,18.17,18.41
22.629,18.2,18.41
22.644,18.22,18.41
22.658,18.16,18.41
22.672,18.14,18.41
22.686,18.16,18.41
22.701,18.16,18.41
22.715,18.14,18.41
22.73,18.17,18.41
22.744,18.14,18.41
22.758,18.15,18.41
22.772,18.18,18.41
22.786,18.22,18.41
22.801,18.21,18.41
22.815,18.19,18.41
22.829,18.18,18.41
22.843,18.12,18.41
22.858,18.13,18.41
22.872,18.23,18.41
22.887,18.18,18.41
22.901,18.17,18.41
22.915,18.15,18.41
22.93,18.13,18.41
22.944,18.12,18.41
22.958,18.18,18.4
22.972,18.19,18.4
22.987,18.19,18.4
23.001,18.13,18.4
23.015,18.16,18.4
23.03,18.19,18.4
23.044,18.18,18.4
23.058,18.16,18.4
23.072,18.21,18.4
23.086,18.19,18.4
23.1,18.13,18.4
23.115,18.13,18.4
23.129,18.17,18.4
23.144,18.12,18.4
23.158,18.13,18.4
23.173,18.14,18.4
23.187,18.18,18.4
23.202,18.22,18.4
23.216,18.18,18.4
23.231,18.21,18.4
23.246,18.22,18.4
23.261,18.13,18.4
23.275,18.1,18.39
23.29,18.19,18.39
23.304,18.22,18.39
23.319,18.16,18.39
23.333,18.15,18.39
23.348,18.23,18.39
23.363,18.24,18.39
23.377,18.15,18.39
23.392,18.14,18.39
23.406,18.21,18.39
23.421,18.22,18.39
23.436,18.15,18.39
23.45,18.17,18.39
23.465,18.28,18.39
23.48,18.24,18.39
23.494,18.11,18.39
23.509,18.11,18.39
23.524,18.14,18.39
23.539,18.17,18.39
23.553,18.12,18.39
23.567,18.08,18.39
23.581,18.16,18.39
23.595,18.24,18.39
23.609,18.18,18.39
23.624,18.17,18.39
23.638,18.2,18.39
23.652,18.18,18.39
23.666,18.14,18.39
23.68,18.14,18.39
23.694,18.17,18.39
23.71,18.19,18.39
23.724,18.18,18.39
23.738,18.19,18.39
23.752,18.19,18.39
23.766,18.13,18.39
23.781,18.1,18.39
23.795,18.17,18.39
23.809,18.21,18.39
23.824,18.18,18.39
23.838,18.18,18.39
23.852,18.14,18.39
23.867,18.16,18.39
23.882,18.24,18.39
23.896,18.22,18.39
23.91,18.11,18.39
23.924,18.21,18.39
23.938,18.28,18.39
23.952,18.01,18.39
23.967,18.01,18.39
23.981,18.32,18.38
23.996,18.28,18.39
24.01,18.06,18.39
24.024,18.05,18.39
24.038,18.1,18.39
24.052,18.2,18.38
24.067,18.16,18.38
24.081,18.19,18.39
24.095,18.26,18.39
24.109,18.11,18.39
24.124,18.03,18.39
24.138,18.06,18.38
24.153,18.21,18.38
24.167,18.27,18.38
24.182,18.13,18.38
24.197,17.95,18.38
24.212,18.08,18.38
24.227,18.24,18.38
24.241,18.22,18.38
24.255,18.21,18.38
24.27,18.25,18.38
24.285,18.24,18.38
24.299,18.07,18.38
24.314,18.06,18.38
24.328,18.3,18.38
24.343,18.33,18.38
24.358,18.07,18.38
24.372,17.99,18.38
24.386,18.21,18.38
24.401,18.28,18.38
24.416,18.2,18.38
24.431,18.15,18.38
24.445,18.18,18.38
24.46,18.18,18.38
24.474,18.09,18.38
24.489,18.14,18.38
24.503,18.33,18.38
24.518,18.32,18.38
24.532,18.23,18.38
24.547,18.04,18.38
24.562,18.05,18.38
24.576,18.21,18.37
24.591,18.2,18.38
24.605,18.24,18.38
24.619,18.25,18.38
24.633,18.11,18.38
24.647,18.04,18.38
24.662,18.19,18.38
24.676,18.3,18.38
24.69,18.31,18.38
24.704,18.03,18.38
24.718,18.05,18.38
24.732,18.13,18.37
24.747,18.14,18.37
24.761,18.18,18.37
24.775,18.26,18.37
24.79,18.26,18.37
24.804,18.1,18.37
24.818,18.07,18.37
24.832,18.15,18.37
24.847,18.18,18.37
24.861,18.2,18.37
24.876,18.11,18.37
24.89,18.13,18.37
24.904,18.2,18.37
24.918,18.17,18.37
24.932,18.13,18.38
24.947,18.23,18.38
24.961,18.29,18.38
24.975,18.18,18.38
24.99,18.1,18.38
25.004,18.2,18.38
25.018,18.29,18.38
25.032,18.24,18.38
25.046,18.14,18.38
25.061,18.12,18.38
25.075,18.12,18.38
25.089,18.06,18.38
25.104,18.05,18.38
25.118,18.15,18.38
25.132,18.19,18.37
25.146,18.32,18.37
25.16,18.17,18.38
25.175,18.08,18.38
25.19,18.19,18.38
25.204,18.24,18.38
25.219,18.21,18.38
25.235,18.27,18.38
25.249,18.17,18.38
25.264,18.02,18.38
25.278,18.15,18.38
25.293,18.23,18.38
25.307,18.13,18.38
25.322,18.11,18.38
25.337,18.12,18.38
25.351,18.12,18.38
25.365,18.09,18.38
25.38,18.15,18.38
25.394,18.33,18.38
25.409,18.34,18.38
25.424,18.07,18.38
25.438,17.99,18.38
25.452,18.01,18.38
25.467,18.23,18.38
25.482,18.23,18.38
25.497,18.11,18.38
25.511,18.14,18.38
25.526,18.25,18.38
25.541,18.13,18.38
25.555,18.12,18.38
25.57,18.22,18.38
25.584,18.29,18.38
25.599,18.16,18.38
25.614,18.09,18.38
25.628,18.12,18.38
25.643,18.21,18.38
25.657,18.2,18.38
25.671,18.15,18.38
25.685,18.2,18.38
25.699,18.19,18.38
25.713,18.04,18.37
25.727,18.08,18.37
25.741,18.31,18.37
25.756,18.29,18.37
25.77,18.15,18.38
25.785,18.05,18.38
25.799,18.05,18.38
25.813,18.17,18.37
25.827,18.21,18.37
25.841,18.19,18.37
25.856,18.22,18.37
25.87,18.12,18.37
25.884,17.99,18.37
25.899,18.15,18.37
25.913,18.38,18.37
25.927,18.41,18.37
25.941,18.06,18.37
25.956,18.02,18.37
25.97,18.2,18.37
25.984,18.26,18.37
25.998,18.16,18.37
26.012,18.12,18.37
26.026,18.21,18.37
26.04,18.22,18.37
26.054,18.15,18.37
26.069,18.09,18.37
26.083,18.19,18.37
26.097,18.32,18.37
26.111,18.18,18.37
26.126,18.01,18.37
26.14,18.15,18.37
26.154,18.28,18.37
26.169,18.16,18.37
26.183,18.09,18.37
26.198,18.26,18.37
26.212,18.24,18.37
26.227,18.03,18.37
26.241,18.05,18.37
26.256,18.27,18.37
26.27,18.29,18.37
26.285,18.1,18.37
26.3,18.09,18.37
26.314,18.25,18.37
26.328,18.21,18.37
26.343,18.08,18.37
26.357,18.12,18.37
26.372,18.18,18.37
26.387,18.15,18.37
26.402,18.06,18.37
26.417,18.14,18.37
26.432,18.28,18.37
26.446,18.24,18.37
26.46,18.13,18.37
26.475,18.14,18.37
26.49,18.22,18.37
26.505,18.21,18.37
26.519,18.15,18.37
26.534,18.22,18.37
26.549,18.24,18.37
26.563,18.12,18.37
26.577,18.08,18.37
26.592,18.16,18.37
26.607,18.23,18.37
26.621,18.23,18.37
26.635,18.16,18.37
26.65,18.16,18.37
26.664,18.23,18.37
26.678,18.22,18.37
26.692,18.13,18.37
26.707,18.16,18.37
26.721,18.2,18.37
26.735,18.19,18.37
26.749,18.15,18.37
26.763,18.13,18.37
26.778,18.17,18.37
26.792,18.18,18.37
26.806,18.17,18.37
26.82,18.24,18.37
26.835,18.23,18.37
26.849,18.14,18.37
26.863,18.12,18.37
26.877,18.11,18.37
26.892,18.19,18.37
26.908,18.19,18.37
26.92,18.13,18.37
26.935,18.11,18.37
26.949,18.14,18.37
26.964,18.1,18.37
26.978,18.17,18.37
26.992,18.22,18.37
27.006,18.23,18.37
27.021,18.17,18.37
27.035,18.14,18.37
27.049,18.21,18.37
27.063,18.25,18.37
27.078,18.2,18.37
27.092,18.15,18.37
27.106,18.16,18.37
27.121,18.14,18.37
27.134,18.12,18.37
27.149,18.17,18.37
27.163,18.24,18.37
27.178,18.05,18.37
27.193,18.14,18.37
27.208,17.99,18.38
27.222,18.24,18.38
27.237,18.17,18.38
27.252,18.26,18.38
27.266,18.25,18.38
27.281,18.03,18.39
27.296,17.88,18.4
27.31,17.97,18.39
27.325,18.29,18.38
27.34,18.19,18.38
27.354,18.13,18.38
27.368,18.04,18.38
27.383,18.2,18.38
27.398,18.14,18.38
27.412,18.26,18.38
27.427,18.44,18.38
27.441,18.67,18.4
27.456,18.01,18.44
27.471,17.72,18.49
27.485,18.2,18.5
27.5,16.94,18.5
27.514,18.14,18.45
27.529,18.75,18.41
27.543,18.32,18.41
27.558,17.92,18.42
27.573,17.98,18.42
27.589,18.22,18.4
27.604,18.27,18.4
27.619,18.07,18.4
27.633,17.87,18.4
27.647,17.82,18.4
27.661,17.96,18.39
27.676,18.02,18.38
27.69,18.22,18.36
27.704,18.36,18.34
27.718,18.28,18.33
27.733,18.15,18.34
27.747,18.18,18.34
27.761,18.17,18.34
27.775,18.16,18.34
27.79,18.37,18.34
27.804,18.2,18.35
27.818,17.96,18.37
27.832,18.1,18.37
27.847,18.35,18.37
27.861,18.39,18.38
27.875,18.17,18.4
27.89,18.08,18.43
27.904,18.18,18.47
27.918,18.09,18.51
27.933,18.12,18.55
27.947,18.03,18.59
27.961,17.82,18.64
27.975,17.16,18.69
27.99,17.58,18.69
28.004,17.55,18.69
28.018,17.36,18.7
28.033,17.46,18.7
28.047,18.29,18.7
28.061,18.43,18.69
28.075,17.86,18.69
28.089,17.16,18.72
28.104,17.26,18.72
28.118,17.71,18.68
28.132,18.1,18.65
28.146,16.13,18.63
28.16,16.18,18.58
28.175,19.23,18.51
28.19,19.11,18.46
28.205,18.34,18.39
28.219,18.4,18.28
28.234,18.59,18.21
28.248,18.36,18.2
28.263,17.83,18.21
28.277,18.17,18.2
28.292,18.59,18.2
28.307,18.32,18.24
28.321,17.83,18.28
28.336,17.8,18.32
28.351,17.0,18.35
28.365,17.12,18.35
28.379,19.06,18.32
28.394,17.91,18.32
28.409,17.04,18.31
28.424,17.61,18.3
28.439,18.32,18.29
28.454,18.02,18.33
28.468,17.96,18.37
28.483,18.58,18.42
28.498,18.62,18.47
28.512,17.4,18.51
28.527,17.33,18.54
28.542,18.05,18.57
28.556,18.36,18.62
28.57,18.43,18.68
28.585,18.11,18.75
28.6,17.34,18.84
28.614,17.6,18.92
28.629,20.35,19.0
28.643,20.82,19.13
28.657,17.05,19.33
28.671,16.8,19.5
28.686,17.28,19.64
28.7,17.04,19.72
28.714,16.43,19.68
28.728,17.96,19.62
28.742,17.52,19.65
28.757,18.19,19.72
28.771,18.82,19.77
28.785,18.87,19.81
28.799,18.34,19.83
28.813,17.77,19.86
28.827,16.54,19.91
28.842,16.41,19.93
28.856,17.14,19.95
28.87,16.95,20.0
28.885,13.54,20.05
28.899,11.94,20.1
28.913,12.33,20.22
28.929,13.74,20.66
28.943,14.46,21.02
28.958,14.8,21.38
28.973,15.97,21.68
28.987,15.89,21.81
29.001,14.08,21.62
29.015,14.26,21.45
29.029,11.95,21.55
29.043,11.56,21.75
29.058,12.6,21.98
29.072,13.58,22.23
29.086,13.38,22.61
29.1,12.73,23.04
29.114,12.74,23.46
29.129,13.02,23.85
29.143,10.75,24.24
29.157,7.87,24.85
29.171,12.3,25.42
29.186,20.52,25.75
29.2,8.0,26.0
29.215,6.07,26.19
29.23,4.93,26.4
29.245,5.32,26.43
29.26,6.08,26.35
29.274,6.18,26.16
29.289,7.06,25.94
29.304,7.65,25.75
29.318,7.42,25.56
29.333,7.04,25.35
29.348,6.6,25.11
29.363,7.33,24.83
29.377,8.34,24.51
29.391,9.14,24.22
29.406,9.47,24.04
29.421,9.61,23.9
29.435,7.23,23.9
29.45,6.84,23.88
29.465,6.62,23.79
29.479,7.58,23.65
29.494,7.65,23.48
29.509,1.44,23.31
29.523,-1.18,22.86
29.538,20.11,22.09
29.552,12.54,21.9
29.567,6.84,21.87
29.581,7.76,21.75
29.596,8.5,21.61
29.61,8.83,21.47
29.625,8.48,21.35
29.64,8.72,21.22
29.654,8.68,21.1
29.668,8.53,20.98
29.682,8.65,20.85
29.697,8.53,20.73
29.711,8.51,20.61
29.725,8.55,20.49
29.739,8.55,20.37
29.754,8.59,20.26
29.768,8.5,20.14
29.782,8.44,20.03
29.797,8.54,19.92
29.811,8.6,19.8
29.825,8.61,19.69
29.839,8.63,19.58
29.854,8.6,19.48
29.868,8.6,19.37
29.883,8.58,19.26
29.897,8.59,19.16
29.911,8.62,19.06
29.925,8.64,18.95
29.94,8.59,18.85
29.954,8.56,18.75
29.969,8.5,18.65
29.983,8.54,18.55
29.997,8.59,18.45
30.012,8.57,18.36
30.026,8.54,18.26
30.04,8.52,18.16
30.055,8.66,18.07
30.069,8.68,17.98
30.083,8.58,17.89
30.097,8.57,17.79
30.112,8.65,17.7
30.126,8.63,17.62
30.14,8.55,17.53
30.154,8.59,17.44
30.169,8.6,17.35
30.183,8.47,17.27
30.198,8.44,17.18
30.214,8.52,17.1
30.228,8.57,17.01
30.243,8.51,16.93
30.258,8.58,16.85
30.272,8.72,16.77
30.287,8.63,16.69
30.301,8.43,16.61
30.316,8.51,16.53
30.331,8.66,16.45
30.345,8.62,16.37
30.36,8.45,16.3
30.374,8.44,16.22
30.389,8.44,16.15
30.404,8.45,16.07
30.418,8.6,16.0
30.433,8.61,15.93
30.447,8.56,15.86
30.462,8.58,15.79
30.476,8.58,15.72
30.491,8.65,15.65
30.505,8.66,15.58
30.52,8.58,15.51
30.535,8.54,15.45
30.549,8.6,15.38
30.564,8.59,15.31
30.579,8.56,15.25
30.593,8.54,15.18
30.607,8.6,15.12
30.622,8.54,15.06
30.637,8.47,14.99
30.651,8.54,14.93
30.665,8.68,14.87
30.679,8.61,14.81
30.693,8.53,14.75
30.708,8.54,14.69
30.722,8.56,14.63
30.736,8.56,14.57
30.75,8.55,14.51
30.765,8.57,14.45
30.779,8.57,14.4
30.793,8.56,14.34
30.807,8.54,14.28
30.821,8.53,14.23
30.836,8.58,14.17
30.85,8.58,14.12
30.864,8.55,14.07
30.879,8.6,14.01
30.893,8.56,13.96
30.907,8.54,13.91
30.922,8.55,13.86
30.936,8.6,13.81
30.951,8.63,13.76
30.965,8.52,13.71
30.979,8.44,13.66
30.993,8.54,13.61
31.008,8.64,13.56
31.022,8.59,13.51
31.036,8.5,13.46
31.051,8.52,13.42
31.065,8.57,13.37
31.079,8.52,13.32
31.094,8.5,13.28
31.108,8.54,13.23
31.122,8.56,13.19
31.136,8.52,13.14
31.151,8.52,13.1
31.165,8.58,13.06
31.179,8.67,13.01
31.193,8.66,12.97
31.208,8.56,12.93
31.222,8.49,12.89
31.237,8.49,12.85
31.252,8.52,12.81
31.266,8.49,12.77
31.28,8.59,12.72
31.295,8.64,12.68
31.309,8.49,12.65
31.324,8.43,12.61
31.338,8.53,12.57
31.352,8.57,12.53
31.367,8.56,12.49
31.382,8.58,12.45
31.397,8.63,12.42
31.411,8.64,12.38
31.425,8.6,12.34
31.44,8.57,12.31
31.454,8.56,12.27
31.469,8.49,12.24
31.484,8.5,12.21
31.498,8.53,12.17
31.513,8.53,12.14
31.528,8.6,12.1
31.543,8.55,12.07
31.558,8.42,12.04
31.575,8.46,12.0
31.59,8.52,11.97
31.604,8.66,11.94
31.619,8.69,11.91
31.633,8.66,11.88
31.648,8.71,11.85
31.663,8.55,11.82
31.678,8.49,11.79
31.692,8.49,11.76
31.707,8.6,11.72
31.721,8.57,11.69
31.735,8.41,11.66
31.749,8.43,11.63
31.763,8.55,11.6
31.778,8.53,11.57
31.792,8.51,11.55
31.806,8.54,11.52
31.82,8.62,11.49
31.835,8.55,11.47
31.849,8.51,11.44
31.863,8.6,11.41
31.877,8.62,11.39
31.892,8.66,11.36
31.906,8.51,11.34
31.92,8.54,11.31
31.934,8.55,11.28
31.949,8.51,11.26
31.963,8.51,11.23
31.977,8.54,11.21
31.992,8.62,11.18
32.006,8.58,11.16
32.02,8.53,11.14
32.035,8.58,11.11
32.049,8.66,11.09
32.063,8.58,11.07
32.078,8.55,11.04
32.092,8.66,11.02
32.106,8.63,11.0
32.121,8.59,10.98
32.135,8.57,10.96
32.15,8.59,10.93
32.164,8.61,10.91
32.178,8.54,10.89
32.192,8.53,10.87
32.207,8.62,10.85
32.221,8.6,10.83
32.236,8.57,10.81
32.25,8.51,10.79
32.265,8.56,10.77
32.28,8.63,10.75
32.294,8.63,10.73
32.308,8.53,10.71
32.323,8.62,10.69
32.338,8.6,10.67
32.352,8.51,10.65
32.367,8.56,10.63
32.381,8.59,10.61
32.395,8.49,10.6
32.41,8.48,10.58
32.425,8.51,10.56
32.439,8.57,10.54
32.454,8.54,10.52
32.468,8.55,10.51
32.483,8.58,10.49
32.497,8.66,10.47
32.511,8.57,10.45
32.526,8.5,10.44
32.541,8.6,10.42
32.555,8.65,10.4
32.57,8.59,10.39
32.584,8.5,10.37
32.599,8.49,10.36
32.614,8.49,10.34
32.628,8.46,10.32
32.643,8.5,10.31
32.657,8.62,10.29
32.672,8.64,10.28
32.686,8.54,10.26
32.701,8.56,10.25
32.715,8.61,10.24
32.73,8.62,10.22
32.744,8.55,10.21
32.758,8.58,10.19
32.773,8.66,10.18
32.787,8.55,10.17
32.801,8.42,10.15
32.816,8.49,10.14
32.83,8.61,10.12
32.844,8.59,10.11
32.858,8.52,10.1
32.873,8.52,10.08
32.887,8.57,10.07
32.901,8.59,10.06
32.915,8.57,10.05
32.93,8.68,10.04
32.944,8.65,10.02
32.959,8.56,10.01
32.973,8.55,10.0
32.987,8.58,9.99
33.001,8.6,9.98
33.016,8.55,9.96
33.03,8.46,9.95
33.044,8.49,9.94
33.058,8.53,9.93
33.072,8.52,9.91
33.087,8.52,9.9
33.101,8.56,9.89
33.115,8.59,9.88
33.129,8.61,9.87
33.144,8.56,9.86
33.158,8.61,9.85
33.172,8.65,9.84
33.186,8.59,9.83
33.2,8.55,9.82
33.214,8.51,9.81
33.229,8.59,9.8
33.243,8.58,9.79
33.258,8.5,9.78
33.272,8.57,9.77
33.287,8.57,9.76
33.301,8.56,9.75
33.315,8.49,9.74
33.33,8.51,9.73
33.344,8.6,9.72
33.359,8.58,9.71
33.374,8.63,9.7
33.389,8.72,9.69
33.403,8.63,9.68
33.418,8.53,9.68
33.432,8.5,9.67
