Time (s),Accel Roll (deg),Accel Pitch (deg),Gyro Roll (deg),Gyro Pitch (deg),Filtered Roll (deg),Filtered Pitch (deg)
5.407,-10.13,-13.25,-0.63,1.23,-0.72,1.09
5.438,-6.22,-8.86,-2.47,0.66,-2.51,0.57
5.465,-1.54,6.56,-4.47,0.03,-4.45,0.09
5.493,10.14,24.27,-6.26,-0.27,-6.1,-0.03
5.522,11.84,11.61,-7.95,0.35,-7.75,0.46
5.551,20.22,-15.12,-9.48,1.04,-9.18,0.88
5.58,19.57,-16.85,-10.68,1.43,-10.38,1.25
5.609,13.6,-10.3,-11.58,1.6,-11.33,1.48
5.638,13.96,-4.52,-12.32,1.55,-12.06,1.49
5.668,15.2,0.15,-12.93,1.45,-12.65,1.43
5.698,12.86,-4.14,-13.83,1.32,-13.57,1.27
5.728,15.06,-9.76,-14.82,1.21,-14.52,1.1
5.757,19.12,-11.19,-16.11,1.11,-15.76,0.99
5.785,19.81,-6.98,-17.28,0.97,-16.91,0.89
5.815,24.84,1.01,-18.6,0.78,-18.17,0.78
5.844,29.98,7.27,-19.71,0.65,-19.22,0.72
5.873,26.2,2.09,-20.67,0.66,-20.21,0.68
5.901,21.81,0.66,-21.62,0.67,-21.18,0.67
5.931,26.79,-3.98,-22.6,0.75,-22.11,0.71
5.96,29.03,-4.02,-23.81,0.91,-23.28,0.86
5.988,28.72,3.42,-24.95,1.0,-24.41,1.02
6.018,37.69,11.38,-26.24,1.19,-25.6,1.29
6.047,47.73,9.43,-27.39,1.58,-26.64,1.66
6.076,41.38,0.31,-27.96,2.23,-27.26,2.21
6.106,34.25,-7.71,-28.42,2.77,-27.8,2.66
6.136,33.83,-10.06,-28.96,3.14,-28.33,3.01
6.166,36.97,-8.12,-29.82,3.34,-29.15,3.23
6.194,43.28,-5.31,-30.62,3.53,-29.88,3.45
6.224,44.3,-5.25,-31.38,3.79,-30.63,3.7
6.253,47.48,-2.03,-32.08,4.05,-31.28,3.99
6.283,50.75,-0.81,-32.58,4.37,-31.75,4.32
6.314,52.94,-0.94,-32.93,4.74,-32.07,4.68
6.345,47.32,-5.01,-33.09,5.12,-32.29,5.02
6.374,41.93,-4.97,-33.17,5.42,-32.42,5.32
6.404,41.61,-2.74,-33.32,5.64,-32.57,5.56
6.434,45.72,-4.34,-33.78,5.93,-32.99,5.83
6.462,56.73,-6.43,-34.32,6.26,-33.41,6.13
6.491,59.78,-7.07,-35.08,6.72,-34.14,6.59
6.52,59.97,-10.21,-35.53,7.16,-34.57,6.98
6.55,57.86,-12.41,-35.61,7.39,-34.68,7.2
6.58,54.08,-16.25,-35.73,7.53,-34.83,7.29
6.611,55.46,-15.13,-35.92,7.36,-35.01,7.13
6.641,60.14,-9.55,-36.16,7.08,-35.2,6.91
6.671,61.29,-8.47,-36.32,6.78,-35.35,6.63
6.7,58.93,-6.63,-36.43,6.48,-35.48,6.35
6.73,58.18,-4.87,-36.5,6.14,-35.55,6.03
6.761,62.36,-0.14,-36.66,5.81,-35.67,5.75
6.79,64.36,0.57,-37.0,5.7,-35.99,5.65
6.82,67.0,-3.67,-37.44,5.76,-36.39,5.67
6.85,66.8,-7.39,-37.72,6.1,-36.67,5.97
6.879,66.01,-10.37,-37.85,6.44,-36.82,6.28
6.91,67.24,-13.65,-37.99,6.77,-36.93,6.57
6.939,68.33,-14.6,-38.21,7.06,-37.14,6.84
6.97,76.02,-14.82,-38.45,7.34,-37.31,7.12
7.0,82.33,-15.58,-38.39,7.69,-37.19,7.45
7.029,84.67,-17.04,-38.18,8.07,-36.95,7.82
7.06,81.9,-19.13,-37.97,8.38,-36.77,8.11
7.088,78.13,-22.62,-37.62,8.68,-36.46,8.37
7.118,75.36,-25.86,-37.02,9.0,-35.9,8.65
7.148,78.82,-25.41,-36.37,9.44,-35.21,9.09
7.178,87.34,-22.45,-35.87,9.95,-34.64,9.62
7.206,92.67,-19.89,-35.32,10.19,-34.04,9.89
7.236,82.53,-24.96,-34.46,10.27,-33.29,9.92
7.265,77.83,-25.85,-33.6,9.89,-32.49,9.53
7.294,86.08,-23.61,-32.88,9.29,-31.69,8.96
7.323,89.83,-20.83,-32.09,8.42,-30.87,8.13
7.353,89.24,-16.92,-31.22,7.45,-30.02,7.21
7.382,79.44,-12.39,-30.15,6.46,-29.06,6.27
7.413,78.02,-15.63,-29.11,5.6,-28.04,5.39
7.441,83.28,-20.4,-28.28,5.22,-27.16,4.97
7.469,87.52,-21.11,-27.44,4.78,-26.29,4.52
7.499,84.42,-19.93,-26.39,4.1,-25.28,3.86
7.528,80.85,-18.35,-25.3,3.37,-24.24,3.15
7.558,83.22,-13.98,-24.32,2.75,-23.24,2.59
7.587,87.7,-15.49,-23.31,2.37,-22.2,2.2
7.616,85.55,-18.43,-22.03,2.26,-20.96,2.05
7.645,81.66,-20.65,-20.62,2.14,-19.6,1.91
7.673,73.96,-24.06,-19.15,1.86,-18.22,1.6
7.702,71.71,-24.29,-17.86,1.43,-16.96,1.17
7.732,79.67,-23.04,-16.76,0.83,-15.8,0.59
7.761,83.43,-18.67,-15.93,0.08,-14.94,-0.11
7.791,81.16,-9.3,-15.02,-0.61,-14.06,-0.7
7.821,76.96,-10.66,-13.96,-1.04,-13.06,-1.14
7.851,69.58,-16.62,-12.95,-1.27,-12.12,-1.42
7.884,71.24,-18.91,-12.22,-1.14,-11.39,-1.32
7.914,75.84,-19.85,-11.63,-0.9,-10.76,-1.09
7.944,78.52,-19.98,-11.12,-0.67,-10.23,-0.86
7.973,84.18,-19.74,-10.59,-0.52,-9.64,-0.71
8.003,85.04,-18.96,-9.99,-0.5,-9.04,-0.69
8.033,82.91,-19.19,-9.29,-0.58,-8.37,-0.77
8.061,80.55,-19.39,-8.52,-0.75,-7.63,-0.94
8.09,79.29,-20.01,-7.76,-0.92,-6.89,-1.11
8.12,84.26,-19.18,-7.05,-1.08,-6.13,-1.26
8.15,85.53,-16.9,-6.3,-1.3,-5.38,-1.46
8.179,81.56,-16.14,-5.49,-1.55,-4.62,-1.7
8.209,82.63,-17.51,-4.65,-1.76,-3.78,-1.92
8.237,84.56,-15.56,-3.84,-1.96,-2.96,-2.1
8.267,82.68,-14.49,-2.99,-2.2,-2.13,-2.33
8.299,83.8,-15.93,-2.13,-2.43,-1.27,-2.56
8.329,84.65,-15.44,-1.29,-2.64,-0.43,-2.77
8.357,79.78,-14.13,-0.44,-2.88,0.37,-2.99
8.387,77.36,-16.08,0.41,-3.09,1.18,-3.22
8.416,78.3,-18.15,1.17,-3.26,1.94,-3.41
8.446,85.31,-14.83,1.82,-3.44,2.65,-3.56
8.476,85.9,-12.25,2.46,-3.64,3.3,-3.73
8.506,83.12,-13.51,3.16,-3.78,3.96,-3.88
8.535,81.99,-16.45,3.92,-3.77,4.7,-3.9
8.563,80.8,-20.88,4.65,-3.73,5.41,-3.9
8.594,82.12,-20.92,5.33,-3.84,6.09,-4.01
8.623,86.5,-14.21,5.96,-4.05,6.76,-4.15
8.653,87.02,-10.65,6.6,-4.33,7.4,-4.39
8.683,84.47,-12.0,7.29,-4.51,8.07,-4.59
8.714,80.06,-16.34,8.1,-4.49,8.82,-4.61
8.743,75.01,-22.06,8.9,-4.47,9.56,-4.64
8.773,78.62,-24.99,9.61,-4.52,10.3,-4.72
8.803,86.96,-20.03,10.11,-4.83,10.88,-4.98
8.833,90.17,-10.16,10.63,-5.27,11.42,-5.32
8.861,88.49,-7.66,11.29,-5.82,12.07,-5.83
8.891,86.51,-10.09,12.03,-6.19,12.78,-6.23
8.921,82.98,-12.94,12.86,-6.23,13.56,-6.3
8.949,80.85,-20.78,13.7,-6.13,14.37,-6.27
8.98,81.24,-22.81,14.58,-5.96,15.25,-6.13
9.009,81.31,-22.95,15.43,-5.93,16.09,-6.1
9.04,85.36,-18.63,16.26,-6.05,16.95,-6.17
9.068,85.0,-15.37,17.06,-6.39,17.74,-6.48
9.098,78.63,-13.29,17.87,-6.76,18.48,-6.83
9.127,77.78,-14.69,18.61,-6.99,19.2,-7.06
9.157,80.38,-16.11,19.26,-7.12,19.88,-7.21
9.186,80.08,-16.53,19.85,-7.23,20.46,-7.32
9.215,80.8,-16.18,20.42,-7.37,21.03,-7.46
9.243,82.6,-15.05,20.92,-7.54,21.54,-7.62
9.274,84.12,-14.11,21.41,-7.69,22.04,-7.76
9.303,84.95,-14.03,21.92,-7.82,22.55,-7.88
9.334,85.55,-14.84,22.48,-7.87,23.11,-7.94
9.366,85.03,-16.7,23.08,-7.89,23.7,-7.98
9.407,84.14,-17.57,23.74,-7.93,24.34,-8.03
9.436,84.2,-17.72,24.39,-8.0,24.98,-8.1
9.466,84.08,-16.8,25.03,-8.15,25.62,-8.24
9.498,83.2,-15.53,25.67,-8.31,26.25,-8.38
9.528,83.39,-15.38,26.31,-8.45,26.88,-8.52
9.558,83.48,-15.03,26.93,-8.57,27.5,-8.64
9.588,83.03,-15.41,27.56,-8.65,28.12,-8.72
9.617,81.71,-17.34,28.2,-8.71,28.74,-8.79
9.647,81.03,-18.35,28.82,-8.76,29.34,-8.86
9.677,80.76,-19.15,29.41,-8.84,29.92,-8.95
9.707,81.77,-17.98,29.95,-8.99,30.47,-9.08
9.736,81.94,-16.55,30.48,-9.15,31.0,-9.22
9.765,82.12,-16.4,31.02,-9.27,31.53,-9.34
9.795,82.57,-17.22,31.58,-9.32,32.09,-9.4
9.825,82.24,-17.63,32.15,-9.38,32.65,-9.46
9.853,82.44,-16.33,32.73,-9.5,33.23,-9.56
9.884,82.39,-15.74,33.28,-9.59,33.77,-9.65
9.914,82.13,-16.19,33.84,-9.64,34.32,-9.71
9.943,81.6,-17.91,34.39,-9.69,34.86,-9.77
9.972,81.63,-17.63,34.92,-9.78,35.38,-9.86
10.003,81.56,-15.78,35.42,-9.93,35.88,-9.99
10.033,80.92,-16.22,35.92,-10.05,36.37,-10.11
10.063,80.7,-16.58,36.41,-10.14,36.86,-10.2
10.093,80.68,-16.33,36.89,-10.23,37.33,-10.29
10.124,81.32,-15.79,37.35,-10.32,37.79,-10.37
10.154,81.75,-16.31,37.82,-10.38,38.26,-10.44
10.184,81.21,-16.2,38.3,-10.47,38.73,-10.52
10.215,81.21,-15.44,38.77,-10.56,39.19,-10.61
10.245,81.63,-14.8,39.2,-10.63,39.63,-10.67
10.275,82.01,-14.39,39.64,-10.68,40.06,-10.71
10.303,81.79,-15.46,40.09,-10.7,40.5,-10.74
10.332,80.9,-16.28,40.58,-10.71,40.98,-10.77
10.361,80.66,-15.86,41.08,-10.79,41.48,-10.84
10.39,81.23,-13.25,41.54,-10.89,41.93,-10.91
10.421,81.21,-13.49,42.0,-10.94,42.39,-10.97
10.451,81.23,-14.66,42.47,-10.96,42.85,-11.0
10.481,81.61,-15.64,42.94,-11.01,43.33,-11.06
10.51,80.8,-14.95,43.43,-11.1,43.8,-11.13
10.539,79.15,-15.38,43.9,-11.18,44.25,-11.22
10.568,79.74,-16.22,44.33,-11.24,44.68,-11.29
10.597,80.44,-14.61,44.72,-11.31,45.08,-11.35
10.627,80.04,-14.17,45.11,-11.38,45.46,-11.4
10.657,79.35,-16.59,45.5,-11.4,45.84,-11.46
10.689,79.74,-17.39,45.88,-11.43,46.22,-11.49
10.718,80.54,-15.5,46.24,-11.49,46.58,-11.53
10.748,80.33,-14.54,46.6,-11.59,46.93,-11.61
10.778,79.98,-15.24,46.96,-11.65,47.29,-11.69
10.808,80.44,-15.81,47.32,-11.68,47.65,-11.73
10.838,81.06,-15.3,47.66,-11.73,48.0,-11.76
10.869,81.07,-15.29,48.02,-11.79,48.35,-11.83
10.9,80.78,-15.71,48.4,-11.86,48.73,-11.9
10.928,79.28,-15.88,48.79,-11.97,49.1,-12.01
10.957,79.2,-15.45,49.15,-12.07,49.45,-12.1
10.987,80.19,-14.35,49.47,-12.17,49.78,-12.19
11.017,80.45,-14.27,49.79,-12.22,50.1,-12.24
11.047,80.78,-14.8,50.11,-12.25,50.41,-12.28
11.076,80.65,-15.12,50.43,-12.25,50.73,-12.28
11.105,79.59,-16.8,50.76,-12.24,51.05,-12.28
11.135,79.3,-17.45,51.09,-12.27,51.37,-12.32
11.165,78.82,-16.38,51.41,-12.35,51.68,-12.39
11.197,79.05,-15.6,51.7,-12.48,51.97,-12.51
11.227,79.57,-15.04,51.99,-12.6,52.27,-12.62
11.257,80.06,-14.17,52.28,-12.71,52.56,-12.72
11.285,80.03,-14.03,52.58,-12.78,52.85,-12.79
11.314,80.16,-14.8,52.88,-12.82,53.15,-12.84
11.343,80.28,-15.16,53.18,-12.83,53.45,-12.85
11.373,79.72,-15.53,53.49,-12.84,53.75,-12.86
11.404,80.02,-15.68,53.79,-12.87,54.06,-12.89
11.434,80.27,-13.92,54.09,-12.91,54.35,-12.92
11.463,79.79,-13.43,54.39,-12.95,54.65,-12.95
11.491,79.17,-15.01,54.7,-12.95,54.95,-12.97
11.522,78.88,-15.94,54.99,-12.95,55.23,-12.98
11.552,78.47,-16.39,55.27,-12.97,55.5,-13.0
11.583,78.64,-16.58,55.54,-13.01,55.77,-13.05
11.613,78.83,-16.37,55.79,-13.11,56.02,-13.14
11.642,78.77,-15.61,56.03,-13.22,56.26,-13.24
11.671,79.05,-15.0,56.26,-13.35,56.49,-13.36
11.7,78.66,-13.88,56.48,-13.46,56.7,-13.47
11.73,78.23,-14.25,56.7,-13.5,56.92,-13.51
11.76,79.37,-15.28,56.91,-13.51,57.13,-13.53
11.791,79.6,-15.11,57.1,-13.51,57.32,-13.52
11.821,79.39,-16.23,57.29,-13.5,57.51,-13.53
11.851,80.07,-16.54,57.51,-13.53,57.73,-13.56
11.881,80.8,-13.59,57.72,-13.61,57.95,-13.61
11.912,80.55,-12.76,57.95,-13.67,58.18,-13.66
11.941,79.04,-15.04,58.2,-13.68,58.41,-13.7
11.972,78.72,-16.59,58.47,-13.67,58.67,-13.7
12.005,79.03,-16.7,58.71,-13.71,58.92,-13.74
12.035,79.68,-13.13,58.93,-13.8,59.14,-13.79
12.066,79.43,-12.65,59.14,-13.87,59.35,-13.86
12.097,79.34,-15.13,59.36,-13.83,59.56,-13.85
12.135,79.67,-15.96,59.58,-13.81,59.78,-13.83
12.167,79.3,-15.03,59.8,-13.81,59.99,-13.83
12.199,78.79,-15.1,60.01,-13.83,60.2,-13.84
12.233,79.58,-16.2,60.23,-13.83,60.42,-13.85
12.263,79.78,-15.36,60.45,-13.87,60.64,-13.89
12.293,79.21,-13.95,60.68,-13.93,60.87,-13.93
12.324,78.75,-14.63,60.94,-13.95,61.12,-13.96
12.36,76.87,-16.41,61.2,-13.97,61.36,-14.0
12.39,76.37,-16.66,61.41,-14.03,61.56,-14.06
12.421,77.03,-15.95,61.57,-14.12,61.72,-14.14
12.45,79.5,-13.05,61.69,-14.21,61.87,-14.19
12.483,80.25,-12.53,61.82,-14.23,62.01,-14.21
12.512,79.32,-14.31,61.99,-14.2,62.16,-14.2
12.541,77.94,-16.15,62.19,-14.13,62.35,-14.15
12.57,77.42,-17.77,62.38,-14.1,62.53,-14.14
12.601,78.83,-16.35,62.5,-14.2,62.67,-14.22
12.63,81.25,-12.39,62.62,-14.32,62.81,-14.3
12.661,80.92,-11.97,62.81,-14.38,62.99,-14.36
12.689,78.11,-14.5,63.04,-14.4,63.19,-14.4
12.718,77.88,-15.77,63.26,-14.38,63.41,-14.39
12.75,78.72,-15.28,63.45,-14.4,63.6,-14.41
12.779,79.8,-12.69,63.62,-14.44,63.78,-14.42
12.809,79.56,-13.23,63.82,-14.43,63.97,-14.41
12.84,79.48,-15.19,64.04,-14.39,64.19,-14.4
12.873,79.79,-14.79,64.26,-14.41,64.42,-14.41
12.904,78.83,-13.81,64.5,-14.44,64.64,-14.43
12.935,78.23,-14.8,64.79,-14.45,64.92,-14.45
12.968,78.32,-16.69,65.06,-14.47,65.19,-14.49
12.998,78.57,-16.09,65.33,-14.59,65.46,-14.6
13.029,78.65,-13.21,65.59,-14.74,65.72,-14.73
13.059,78.32,-12.52,65.89,-14.9,66.02,-14.87
13.089,76.66,-13.41,66.2,-15.0,66.3,-14.99
13.119,76.25,-14.28,66.49,-15.07,66.59,-15.07
13.147,76.55,-14.38,66.77,-15.17,66.87,-15.16
13.177,76.54,-12.88,67.01,-15.28,67.11,-15.25
13.207,76.56,-12.84,67.28,-15.39,67.37,-15.36
13.236,77.69,-13.67,67.62,-15.51,67.72,-15.5
13.266,78.67,-13.52,67.93,-15.64,68.04,-15.62
13.297,80.48,-14.36,68.29,-15.79,68.41,-15.78
13.327,80.65,-15.36,68.86,-16.07,68.97,-16.06
13.356,79.04,-16.68,69.5,-16.42,69.6,-16.42
13.385,78.46,-16.81,70.42,-17.06,70.5,-17.06
13.415,78.76,-13.75,71.35,-17.77,71.43,-17.73
13.444,79.96,-10.88,72.42,-18.62,72.49,-18.55
13.474,82.23,-6.03,73.6,-19.54,73.69,-19.41
13.505,81.21,-4.45,74.92,-20.34,74.98,-20.18
13.534,66.42,-2.19,76.47,-21.11,76.37,-20.93
13.562,61.53,-6.02,78.06,-21.41,77.9,-21.26
13.591,58.62,-12.76,79.82,-21.54,79.61,-21.45
13.62,50.99,-11.39,81.41,-21.69,81.11,-21.59
13.65,49.26,-5.25,82.71,-22.02,82.38,-21.85
