Time (s),Gyro Roll (deg)
2.269,-0.77
2.283,-0.77
2.298,-0.77
2.313,-0.77
2.327,-0.77
2.342,-0.77
2.356,-0.77
2.371,-0.77
2.385,-0.77
2.4,-0.77
2.414,-0.77
2.429,-0.77
2.443,-0.77
2.457,-0.77
2.472,-0.77
2.487,-0.77
2.503,-0.77
2.517,-0.77
2.531,-0.77
2.546,-0.77
2.56,-0.77
2.575,-0.77
2.589,-0.77
2.603,-0.77
2.618,-0.77
2.633,-0.77
2.647,-0.77
2.661,-0.77
2.676,-0.77
2.69,-0.77
2.705,-0.77
2.719,-0.77
2.734,-0.77
2.748,-0.77
2.763,-0.77
2.777,-0.77
2.792,-0.77
2.806,-0.77
2.821,-0.77
2.835,-0.77
2.85,-0.77
2.864,-0.77
2.879,-0.77
2.893,-0.77
2.908,-0.77
2.922,-0.77
2.937,-0.77
2.951,-0.77
2.966,-0.77
2.98,-0.77
2.995,-0.77
3.009,-0.77
3.024,-0.77
3.039,-0.77
3.053,-0.77
3.068,-0.77
3.082,-0.77
3.097,-0.77
3.111,-0.77
3.126,-0.77
3.14,-0.77
3.154,-0.77
3.169,-0.77
3.183,-0.77
3.198,-0.77
3.212,-0.77
3.227,-0.77
3.241,-0.77
3.256,-0.77
3.27,-0.77
3.285,-0.77
3.299,-0.77
3.314,-0.77
3.328,-0.77
3.343,-0.77
3.357,-0.76
3.372,-0.76
3.386,-0.76
3.401,-0.77
3.415,-0.77
3.43,-0.76
3.444,-0.76
3.459,-0.76
3.474,-0.76
3.488,-0.76
3.503,-0.76
3.517,-0.77
3.532,-0.76
3.546,-0.76
3.561,-0.76
3.575,-0.76
3.59,-0.76
3.604,-0.76
3.619,-0.76
3.633,-0.76
3.648,-0.76
3.662,-0.76
3.677,-0.76
3.691,-0.76
3.706,-0.77
3.72,-0.77
3.735,-0.77
3.75,-0.77
3.764,-0.77
3.779,-0.77
3.793,-0.77
3.807,-0.77
3.822,-0.77
3.837,-0.77
3.851,-0.77
3.865,-0.77
3.88,-0.77
3.895,-0.77
3.909,-0.77
3.924,-0.77
3.939,-0.77
3.953,-0.77
3.968,-0.78
3.982,-0.78
3.996,-0.78
4.011,-0.78
4.025,-0.78
4.04,-0.78
4.054,-0.78
4.069,-0.78
4.087,-0.78
4.098,-0.78
4.112,-0.78
4.127,-0.78
4.141,-0.78
4.156,-0.78
4.171,-0.78
4.185,-0.78
4.2,-0.78
4.214,-0.78
4.228,-0.78
4.242,-0.78
4.257,-0.78
4.271,-0.78
4.285,-0.78
4.3,-0.78
4.315,-0.78
4.329,-0.78
4.343,-0.78
4.358,-0.78
4.372,-0.78
4.387,-0.78
4.401,-0.78
4.415,-0.78
4.43,-0.78
4.444,-0.78
4.459,-0.78
4.474,-0.78
4.488,-0.78
4.503,-0.78
4.517,-0.78
4.531,-0.78
4.546,-0.78
4.56,-0.78
4.575,-0.78
4.589,-0.78
4.604,-0.78
4.618,-0.78
4.633,-0.78
4.647,-0.78
4.662,-0.78
4.676,-0.78
4.691,-0.78
4.705,-0.78
4.72,-0.77
4.735,-0.77
4.749,-0.77
4.764,-0.77
4.778,-0.77
4.793,-0.77
4.807,-0.77
4.822,-0.77
4.836,-0.77
4.851,-0.77
4.865,-0.77
4.88,-0.77
4.894,-0.77
4.909,-0.77
4.923,-0.77
4.938,-0.77
4.952,-0.77
4.967,-0.77
4.981,-0.77
4.996,-0.77
5.01,-0.77
5.025,-0.77
5.039,-0.77
5.053,-0.77
5.068,-0.77
5.082,-0.77
5.097,-0.77
5.111,-0.77
5.125,-0.77
5.14,-0.77
5.155,-0.77
5.17,-0.77
5.184,-0.77
5.199,-0.77
5.213,-0.77
5.228,-0.77
5.242,-0.77
5.257,-0.77
5.271,-0.77
5.286,-0.77
5.3,-0.77
5.315,-0.77
5.33,-0.77
5.344,-0.77
5.358,-0.77
5.373,-0.77
5.388,-0.77
5.402,-0.76
5.417,-0.76
5.431,-0.77
5.446,-0.77
5.46,-0.77
5.475,-0.77
5.49,-0.77
5.504,-0.77
5.519,-0.77
5.534,-0.77
5.548,-0.77
5.563,-0.77
5.577,-0.77
5.592,-0.77
5.607,-0.77
5.621,-0.77
5.636,-0.77
5.65,-0.77
5.665,-0.77
5.679,-0.77
5.694,-0.77
5.708,-0.77
5.722,-0.77
5.737,-0.77
5.752,-0.77
5.766,-0.77
5.781,-0.77
5.796,-0.77
5.81,-0.77
5.825,-0.77
5.84,-0.77
5.855,-0.77
5.869,-0.77
5.884,-0.77
5.898,-0.77
5.913,-0.77
5.928,-0.77
5.942,-0.77
5.957,-0.77
5.973,-0.77
5.988,-0.77
6.002,-0.77
6.017,-0.77
6.031,-0.77
6.045,-0.77
6.06,-0.77
6.075,-0.77
6.089,-0.77
6.104,-0.77
6.118,-0.77
6.133,-0.77
6.147,-0.77
6.161,-0.77
6.176,-0.77
6.19,-0.77
6.205,-0.77
6.219,-0.77
6.234,-0.77
6.248,-0.77
6.263,-0.77
6.277,-0.77
6.292,-0.77
6.306,-0.77
6.321,-0.77
6.335,-0.77
6.35,-0.77
6.364,-0.77
6.379,-0.77
6.393,-0.77
6.408,-0.77
6.423,-0.77
6.437,-0.77
6.452,-0.77
6.466,-0.77
6.48,-0.77
6.495,-0.77
6.509,-0.77
6.524,-0.77
6.538,-0.77
6.553,-0.77
6.568,-0.77
6.582,-0.77
6.596,-0.77
6.611,-0.77
6.625,-0.77
6.64,-0.77
6.654,-0.77
6.669,-0.77
6.683,-0.77
6.698,-0.77
6.712,-0.77
6.727,-0.77
6.741,-0.77
6.755,-0.77
6.77,-0.77
6.784,-0.77
6.799,-0.77
6.814,-0.77
6.828,-0.76
6.843,-0.76
6.858,-0.76
6.872,-0.76
6.886,-0.76
6.901,-0.76
6.915,-0.76
6.93,-0.76
6.944,-0.76
6.959,-0.76
6.973,-0.76
6.988,-0.76
7.002,-0.76
7.017,-0.76
7.031,-0.76
7.046,-0.76
7.06,-0.76
7.075,-0.76
7.089,-0.76
7.104,-0.76
7.118,-0.76
7.132,-0.77
7.147,-0.77
7.161,-0.77
7.176,-0.77
7.191,-0.77
7.206,-0.77
7.22,-0.77
7.234,-0.77
7.249,-0.77
7.263,-0.77
7.278,-0.77
7.292,-0.77
7.307,-0.76
7.321,-0.76
7.336,-0.76
7.35,-0.76
7.365,-0.76
7.38,-0.76
7.394,-0.76
7.409,-0.76
7.423,-0.76
7.438,-0.76
7.452,-0.76
7.467,-0.76
7.481,-0.76
7.499,-0.76
7.513,-0.76
7.527,-0.76
7.542,-0.76
7.556,-0.76
7.571,-0.76
7.585,-0.76
7.6,-0.75
7.614,-0.76
7.629,-0.76
7.643,-0.75
7.658,-0.75
7.673,-0.75
7.687,-0.75
7.702,-0.75
7.716,-0.75
7.731,-0.75
7.745,-0.75
7.76,-0.75
7.774,-0.75
7.789,-0.76
7.803,-0.76
7.818,-0.76
7.833,-0.76
7.847,-0.76
7.862,-0.76
7.876,-0.76
7.891,-0.75
7.906,-0.75
7.92,-0.75
7.935,-0.75
7.949,-0.75
7.963,-0.75
7.978,-0.75
7.993,-0.75
8.007,-0.75
8.021,-0.75
8.036,-0.75
8.05,-0.75
8.065,-0.75
8.079,-0.75
8.094,-0.75
8.108,-0.75
8.123,-0.75
8.137,-0.76
8.151,-0.76
8.166,-0.76
8.18,-0.76
8.194,-0.76
8.209,-0.76
8.223,-0.76
8.238,-0.76
8.252,-0.76
8.267,-0.76
8.281,-0.76
8.296,-0.76
8.31,-0.76
8.325,-0.76
8.339,-0.76
8.353,-0.76
8.368,-0.76
8.382,-0.76
8.397,-0.76
8.411,-0.76
8.426,-0.76
8.44,-0.76
8.455,-0.76
8.469,-0.76
8.484,-0.76
8.498,-0.76
8.513,-0.76
8.527,-0.76
8.542,-0.76
8.556,-0.76
8.57,-0.76
8.585,-0.76
8.599,-0.76
8.614,-0.76
8.628,-0.76
8.643,-0.76
8.657,-0.76
8.672,-0.76
8.686,-0.76
8.7,-0.76
8.715,-0.76
8.729,-0.76
8.744,-0.76
8.758,-0.76
8.773,-0.76
8.787,-0.76
8.802,-0.76
8.816,-0.76
8.831,-0.76
8.845,-0.76
8.86,-0.76
8.874,-0.76
8.889,-0.76
8.903,-0.76
8.917,-0.76
8.932,-0.76
8.946,-0.76
8.961,-0.76
8.975,-0.76
8.989,-0.76
9.004,-0.76
9.018,-0.76
9.032,-0.76
9.047,-0.76
9.061,-0.76
9.075,-0.76
9.09,-0.76
9.104,-0.76
9.119,-0.76
9.134,-0.76
9.149,-0.76
9.163,-0.76
9.178,-0.76
9.193,-0.76
9.207,-0.76
9.221,-0.76
9.236,-0.76
9.25,-0.76
9.265,-0.76
9.279,-0.76
9.293,-0.76
9.308,-0.76
9.322,-0.76
9.337,-0.76
9.352,-0.76
9.366,-0.76
9.381,-0.76
9.395,-0.76
9.409,-0.76
9.424,-0.75
9.439,-0.75
9.453,-0.75
9.468,-0.75
9.482,-0.75
9.496,-0.75
9.511,-0.75
9.525,-0.75
9.54,-0.75
9.554,-0.75
9.568,-0.75
9.583,-0.75
9.597,-0.75
9.612,-0.76
9.626,-0.76
9.641,-0.76
9.655,-0.76
9.67,-0.76
9.684,-0.76
9.699,-0.76
9.713,-0.76
9.727,-0.76
9.742,-0.76
9.756,-0.76
9.771,-0.76
9.786,-0.76
9.8,-0.76
9.815,-0.76
9.829,-0.76
9.844,-0.76
9.859,-0.76
9.873,-0.76
9.888,-0.76
9.903,-0.76
9.917,-0.75
9.931,-0.75
9.946,-0.75
9.96,-0.75
9.975,-0.75
9.989,-0.75
10.003,-0.75
10.018,-0.76
10.033,-0.75
10.047,-0.75
10.062,-0.75
10.076,-0.75
10.091,-0.75
10.105,-0.75
10.119,-0.75
10.134,-0.75
10.148,-0.76
10.163,-0.76
10.177,-0.76
10.191,-0.76
10.206,-0.76
10.22,-0.76
10.235,-0.76
10.249,-0.76
10.264,-0.76
10.278,-0.76
10.293,-0.76
10.307,-0.76
10.321,-0.76
10.336,-0.76
10.35,-0.76
10.365,-0.76
10.379,-0.76
10.394,-0.76
10.408,-0.76
10.423,-0.76
10.437,-0.76
10.451,-0.76
10.466,-0.76
10.48,-0.76
10.495,-0.76
10.509,-0.76
10.523,-0.76
10.538,-0.76
10.553,-0.76
10.567,-0.76
10.582,-0.75
10.596,-0.75
10.611,-0.76
10.625,-0.76
10.64,-0.76
10.654,-0.75
10.669,-0.75
10.683,-0.75
10.697,-0.75
10.712,-0.75
10.727,-0.75
10.742,-0.75
10.756,-0.75
10.77,-0.75
10.785,-0.75
10.8,-0.75
10.814,-0.75
10.829,-0.75
10.843,-0.75
10.858,-0.75
10.872,-0.75
10.887,-0.75
10.901,-0.75
10.916,-0.75
10.93,-0.75
10.945,-0.75
10.959,-0.75
10.974,-0.75
10.988,-0.75
11.003,-0.75
11.017,-0.75
11.031,-0.75
11.046,-0.75
11.06,-0.75
11.074,-0.75
11.089,-0.75
11.103,-0.75
11.118,-0.75
11.132,-0.75
11.147,-0.75
11.161,-0.75
11.175,-0.75
11.19,-0.75
11.205,-0.75
11.219,-0.75
11.234,-0.75
11.248,-0.75
11.263,-0.75
11.277,-0.75
11.292,-0.75
11.306,-0.75
11.32,-0.75
11.335,-0.76
11.349,-0.75
11.364,-0.75
11.378,-0.75
11.393,-0.75
11.407,-0.75
11.422,-0.75
11.436,-0.75
11.451,-0.75
11.465,-0.75
11.48,-0.75
11.495,-0.75
11.509,-0.75
11.525,-0.75
11.539,-0.75
11.554,-0.75
11.568,-0.75
11.582,-0.75
11.597,-0.75
11.611,-0.75
11.626,-0.75
11.641,-0.75
11.655,-0.75
11.669,-0.75
11.684,-0.75
11.698,-0.76
11.713,-0.76
11.727,-0.75
11.741,-0.75
11.756,-0.75
11.77,-0.75
11.785,-0.75
11.8,-0.75
11.814,-0.75
11.829,-0.75
11.843,-0.75
11.858,-0.75
11.872,-0.75
11.886,-0.75
11.901,-0.75
11.916,-0.75
11.931,-0.75
11.945,-0.75
11.96,-0.75
11.974,-0.75
11.989,-0.76
12.003,-0.75
12.018,-0.75
12.032,-0.75
12.047,-0.76
12.061,-0.76
12.075,-0.76
12.09,-0.76
12.104,-0.76
12.119,-0.76
12.134,-0.76
12.148,-0.76
12.162,-0.76
12.177,-0.76
12.191,-0.76
12.206,-0.76
12.221,-0.76
12.235,-0.76
12.25,-0.76
12.264,-0.76
12.279,-0.76
12.293,-0.76
12.307,-0.76
12.322,-0.76
12.336,-0.76
12.351,-0.76
12.365,-0.76
12.379,-0.76
12.394,-0.76
12.409,-0.76
12.423,-0.76
12.437,-0.76
12.452,-0.76
12.466,-0.76
12.481,-0.76
12.495,-0.76
12.51,-0.76
12.524,-0.76
12.538,-0.76
12.553,-0.76
12.567,-0.76
12.582,-0.76
12.597,-0.76
12.611,-0.76
12.627,-0.76
12.641,-0.76
12.655,-0.76
12.67,-0.76
12.684,-0.76
12.699,-0.76
12.713,-0.76
12.728,-0.76
12.742,-0.76
12.756,-0.76
12.771,-0.76
12.786,-0.76
12.8,-0.76
12.815,-0.76
12.83,-0.76
12.844,-0.76
12.859,-0.76
12.873,-0.76
12.887,-0.76
12.902,-0.76
12.916,-0.76
12.931,-0.76
12.945,-0.76
12.96,-0.76
12.974,-0.76
12.989,-0.75
13.003,-0.76
13.017,-0.76
13.032,-0.76
13.047,-0.76
13.061,-0.75
13.075,-0.75
13.09,-0.76
13.104,-0.76
13.119,-0.76
13.133,-0.76
13.148,-0.76
13.162,-0.76
13.177,-0.76
13.191,-0.76
13.206,-0.76
13.22,-0.76
13.234,-0.76
13.249,-0.76
13.263,-0.76
13.278,-0.76
13.292,-0.76
13.307,-0.76
13.321,-0.76
13.336,-0.76
13.35,-0.76
13.365,-0.76
13.379,-0.76
13.393,-0.76
13.408,-0.76
13.422,-0.76
13.436,-0.76
13.451,-0.76
13.465,-0.76
13.48,-0.76
13.494,-0.76
13.509,-0.76
13.523,-0.76
13.537,-0.76
13.552,-0.77
13.566,-0.76
13.58,-0.76
13.595,-0.77
13.609,-0.76
13.624,-0.76
13.638,-0.76
13.653,-0.76
13.668,-0.76
13.682,-0.76
13.697,-0.76
13.711,-0.77
13.725,-0.76
13.74,-0.76
13.754,-0.76
13.769,-0.76
13.783,-0.76
13.798,-0.76
13.812,-0.76
13.827,-0.76
13.841,-0.76
13.856,-0.76
13.87,-0.76
13.885,-0.76
13.899,-0.77
13.914,-0.76
13.928,-0.76
13.943,-0.76
13.957,-0.76
13.971,-0.76
13.986,-0.76
14.002,-0.76
14.017,-0.76
14.031,-0.76
14.046,-0.76
14.06,-0.76
14.074,-0.76
14.089,-0.76
14.103,-0.76
14.118,-0.76
14.132,-0.76
14.146,-0.76
14.161,-0.76
14.175,-0.76
14.191,-0.77
14.205,-0.77
14.219,-0.77
14.234,-0.77
14.248,-0.77
14.262,-0.76
14.277,-0.76
14.291,-0.76
14.306,-0.77
14.32,-0.76
14.335,-0.76
14.349,-0.76
14.364,-0.77
14.378,-0.77
14.393,-0.77
14.407,-0.77
14.421,-0.77
14.436,-0.77
14.45,-0.77
14.464,-0.77
14.479,-0.77
14.493,-0.77
14.508,-0.77
14.522,-0.77
14.537,-0.77
14.551,-0.77
14.565,-0.77
14.58,-0.77
14.595,-0.77
14.609,-0.77
14.623,-0.77
14.638,-0.77
14.652,-0.77
14.667,-0.77
14.681,-0.77
14.697,-0.77
14.711,-0.77
14.726,-0.77
14.74,-0.77
14.755,-0.77
14.77,-0.77
14.784,-0.77
14.799,-0.77
14.813,-0.77
14.828,-0.77
14.842,-0.77
14.857,-0.77
14.871,-0.77
14.886,-0.77
14.9,-0.77
14.914,-0.77
14.929,-0.77
14.943,-0.77
14.958,-0.77
14.972,-0.77
14.987,-0.77
15.002,-0.77
15.016,-0.77
15.03,-0.77
15.045,-0.77
15.059,-0.77
15.074,-0.77
15.088,-0.77
15.102,-0.77
15.117,-0.77
15.131,-0.77
15.146,-0.77
15.16,-0.77
15.174,-0.76
15.189,-0.76
15.203,-0.76
15.218,-0.76
15.232,-0.76
15.247,-0.76
15.261,-0.76
15.276,-0.76
15.29,-0.76
15.305,-0.76
15.319,-0.76
15.333,-0.76
15.348,-0.76
15.362,-0.76
15.376,-0.76
15.391,-0.77
15.405,-0.76
15.42,-0.76
15.434,-0.76
15.448,-0.76
15.463,-0.76
15.477,-0.76
15.491,-0.76
15.506,-0.77
15.52,-0.77
15.535,-0.77
15.549,-0.76
15.564,-0.77
15.579,-0.77
15.593,-0.77
15.607,-0.77
15.622,-0.77
15.636,-0.77
15.65,-0.77
15.665,-0.77
15.679,-0.77
15.693,-0.77
15.708,-0.77
15.722,-0.77
15.737,-0.77
15.751,-0.77
15.765,-0.77
15.78,-0.77
15.795,-0.77
15.809,-0.77
15.823,-0.77
15.838,-0.77
15.852,-0.77
15.867,-0.77
15.881,-0.77
15.897,-0.77
15.912,-0.77
15.926,-0.77
15.941,-0.77
15.955,-0.77
15.969,-0.77
15.984,-0.77
15.998,-0.77
16.013,-0.77
16.027,-0.77
16.042,-0.77
16.057,-0.77
16.071,-0.77
16.085,-0.77
16.1,-0.77
16.114,-0.77
16.129,-0.77
16.143,-0.76
16.158,-0.76
16.172,-0.76
16.187,-0.76
16.201,-0.76
16.216,-0.76
16.23,-0.76
16.244,-0.76
16.258,-0.76
16.273,-0.76
16.287,-0.76
16.302,-0.76
16.316,-0.76
16.33,-0.76
16.345,-0.76
16.359,-0.76
16.373,-0.76
16.388,-0.76
16.403,-0.76
16.417,-0.76
16.432,-0.76
16.446,-0.76
16.461,-0.76
16.475,-0.76
16.49,-0.76
16.504,-0.76
16.519,-0.76
16.533,-0.76
16.548,-0.76
16.563,-0.76
16.577,-0.76
16.592,-0.76
16.606,-0.76
16.621,-0.76
16.635,-0.76
16.65,-0.76
16.665,-0.76
16.679,-0.76
16.694,-0.76
16.708,-0.76
16.723,-0.76
16.737,-0.76
16.752,-0.76
16.766,-0.76
16.78,-0.76
16.795,-0.76
16.81,-0.76
16.824,-0.76
16.839,-0.76
16.853,-0.76
16.867,-0.76
16.882,-0.76
16.896,-0.76
16.911,-0.76
16.926,-0.76
16.941,-0.76
16.955,-0.76
16.969,-0.76
16.984,-0.76
16.998,-0.76
17.013,-0.76
17.027,-0.76
17.042,-0.76
17.057,-0.76
17.072,-0.76
17.086,-0.76
17.101,-0.76
17.115,-0.76
17.13,-0.76
17.144,-0.76
17.159,-0.76
17.173,-0.76
17.188,-0.76
17.202,-0.76
17.219,-0.76
17.233,-0.76
17.248,-0.76
17.263,-0.76
17.277,-0.76
17.292,-0.76
17.306,-0.76
17.322,-0.76
17.337,-0.76
17.351,-0.76
17.366,-0.76
17.381,-0.76
17.395,-0.76
17.409,-0.76
17.424,-0.76
17.438,-0.76
17.453,-0.76
17.467,-0.76
17.482,-0.76
17.496,-0.76
17.51,-0.76
17.525,-0.76
17.539,-0.76
17.554,-0.76
17.568,-0.76
17.583,-0.76
17.597,-0.76
17.612,-0.76
17.626,-0.76
17.641,-0.76
17.655,-0.76
17.67,-0.76
17.684,-0.76
17.699,-0.76
17.713,-0.76
17.728,-0.76
17.742,-0.76
17.756,-0.76
17.771,-0.76
17.785,-0.76
17.8,-0.76
17.814,-0.76
17.829,-0.76
17.843,-0.76
17.858,-0.76
17.872,-0.76
17.887,-0.76
17.901,-0.76
17.916,-0.76
17.93,-0.76
17.945,-0.76
17.959,-0.76
17.974,-0.76
17.988,-0.76
18.003,-0.76
18.017,-0.76
18.032,-0.76
18.047,-0.76
18.061,-0.76
18.076,-0.76
18.09,-0.76
18.105,-0.76
18.119,-0.76
18.134,-0.76
18.148,-0.76
18.163,-0.76
18.178,-0.76
18.192,-0.76
18.207,-0.76
18.221,-0.76
18.235,-0.76
18.25,-0.76
18.264,-0.76
18.279,-0.76
18.293,-0.76
18.308,-0.76
18.322,-0.76
18.337,-0.76
18.352,-0.76
18.366,-0.76
18.381,-0.76
18.395,-0.76
18.409,-0.76
18.424,-0.76
18.438,-0.76
18.453,-0.76
18.468,-0.76
18.482,-0.76
18.497,-0.76
18.512,-0.76
18.526,-0.76
18.542,-0.76
18.556,-0.76
18.571,-0.76
18.586,-0.76
18.6,-0.76
18.615,-0.76
18.631,-0.76
18.646,-0.76
18.66,-0.76
18.675,-0.76
18.689,-0.75
18.704,-0.75
18.718,-0.75
18.733,-0.76
18.747,-0.76
18.762,-0.76
18.776,-0.76
18.791,-0.76
18.805,-0.76
18.82,-0.76
18.834,-0.76
18.849,-0.76
18.863,-0.76
18.877,-0.76
18.892,-0.76
18.906,-0.76
18.921,-0.76
18.936,-0.76
18.95,-0.76
18.965,-0.76
18.979,-0.76
18.994,-0.76
19.009,-0.76
19.024,-0.76
19.038,-0.76
19.053,-0.76
19.067,-0.76
19.082,-0.76
19.096,-0.76
19.111,-0.76
19.125,-0.76
19.139,-0.76
19.154,-0.77
19.168,-0.76
19.183,-0.76
19.197,-0.76
19.212,-0.76
19.226,-0.76
19.241,-0.76
19.255,-0.76
19.27,-0.76
19.285,-0.76
19.299,-0.77
19.313,-0.77
19.328,-0.77
19.342,-0.77
19.357,-0.77
19.371,-0.77
19.387,-0.77
19.401,-0.77
19.415,-0.77
19.43,-0.77
19.445,-0.77
19.459,-0.77
19.474,-0.77
19.488,-0.77
19.502,-0.77
19.517,-0.77
19.532,-0.77
19.546,-0.77
19.561,-0.77
19.575,-0.77
19.589,-0.77
19.604,-0.77
19.618,-0.77
19.633,-0.77
19.647,-0.76
19.662,-0.76
19.676,-0.76
19.691,-0.76
19.705,-0.76
19.72,-0.76
19.734,-0.76
19.749,-0.76
19.763,-0.76
19.778,-0.76
19.792,-0.76
19.807,-0.76
19.821,-0.76
19.836,-0.76
19.851,-0.76
19.865,-0.76
19.879,-0.76
19.894,-0.76
19.908,-0.76
19.923,-0.76
19.938,-0.76
19.952,-0.76
19.966,-0.76
19.981,-0.76
19.995,-0.76
20.01,-0.75
20.024,-0.76
20.039,-0.76
20.053,-0.76
20.068,-0.76
20.083,-0.76
20.097,-0.76
20.112,-0.76
20.126,-0.76
20.141,-0.76
20.155,-0.76
20.169,-0.76
20.184,-0.76
20.198,-0.76
20.213,-0.76
20.227,-0.75
20.242,-0.76
20.256,-0.76
20.271,-0.76
20.285,-0.76
20.3,-0.76
20.315,-0.76
20.329,-0.76
20.344,-0.76
20.358,-0.76
20.373,-0.76
20.387,-0.76
20.402,-0.76
20.416,-0.76
20.43,-0.76
20.445,-0.76
20.459,-0.76
20.474,-0.76
20.488,-0.76
20.503,-0.76
20.518,-0.76
20.532,-0.76
20.547,-0.76
20.562,-0.76
20.576,-0.76
20.591,-0.76
20.605,-0.76
20.62,-0.76
20.634,-0.76
20.649,-0.76
20.663,-0.76
20.677,-0.76
20.692,-0.76
20.706,-0.76
20.721,-0.76
20.735,-0.76
20.749,-0.76
20.764,-0.76
20.778,-0.76
20.793,-0.76
20.807,-0.76
20.822,-0.77
20.836,-0.77
20.851,-0.76
20.866,-0.76
20.88,-0.76
20.895,-0.76
20.909,-0.76
20.924,-0.76
20.938,-0.76
20.952,-0.76
20.967,-0.77
20.982,-0.77
20.996,-0.77
21.011,-0.76
21.025,-0.76
21.039,-0.76
21.054,-0.77
21.068,-0.77
21.083,-0.76
21.097,-0.76
21.112,-0.76
21.126,-0.76
21.141,-0.77
21.155,-0.77
21.17,-0.77
21.184,-0.76
21.199,-0.76
21.213,-0.76
21.228,-0.76
21.242,-0.76
21.257,-0.76
21.271,-0.76
21.286,-0.77
21.301,-0.77
21.315,-0.77
21.33,-0.77
21.344,-0.77
21.359,-0.77
21.373,-0.77
21.388,-0.77
21.402,-0.77
21.416,-0.77
21.431,-0.77
21.445,-0.77
21.46,-0.77
21.474,-0.77
21.489,-0.77
21.503,-0.77
21.517,-0.77
21.532,-0.77
21.546,-0.77
21.561,-0.77
21.576,-0.77
21.59,-0.77
21.604,-0.77
21.619,-0.77
21.633,-0.77
21.648,-0.77
21.662,-0.77
21.677,-0.77
21.691,-0.77
21.705,-0.77
21.72,-0.77
21.735,-0.77
21.749,-0.77
21.763,-0.77
21.778,-0.77
21.792,-0.77
21.807,-0.77
21.821,-0.77
21.836,-0.77
21.85,-0.77
21.865,-0.77
21.879,-0.77
21.893,-0.77
21.908,-0.77
21.922,-0.77
21.937,-0.77
21.951,-0.77
21.966,-0.77
21.98,-0.77
21.995,-0.77
22.009,-0.77
22.024,-0.77
22.038,-0.77
22.052,-0.77
22.067,-0.77
22.081,-0.77
22.096,-0.77
22.11,-0.77
22.125,-0.77
22.139,-0.77
22.154,-0.77
22.168,-0.77
22.183,-0.77
22.197,-0.77
22.212,-0.77
22.226,-0.77
22.24,-0.77
22.255,-0.77
22.269,-0.77
22.284,-0.77
22.298,-0.77
22.313,-0.77
22.327,-0.77
22.341,-0.77
22.356,-0.77
22.37,-0.77
22.385,-0.77
22.399,-0.77
22.414,-0.78
22.428,-0.78
22.442,-0.78
22.457,-0.78
22.471,-0.78
