Time (s),Accel Roll (deg),Accel Pitch (deg),Gyro Roll (deg),Gyro Pitch (deg),Filtered Roll (deg),Filtered Pitch (deg)
1.295,8.56,-1.37,8.76,-1.36,8.75,-1.36
1.327,8.6,-1.35,8.76,-1.36,8.75,-1.36
1.359,8.58,-1.34,8.76,-1.36,8.75,-1.36
1.392,8.51,-1.34,8.76,-1.36,8.75,-1.36
1.425,8.52,-1.36,8.76,-1.36,8.75,-1.36
1.459,8.54,-1.35,8.75,-1.36,8.75,-1.36
1.493,8.56,-1.37,8.75,-1.36,8.75,-1.36
1.527,8.56,-1.37,8.75,-1.36,8.75,-1.36
1.558,8.52,-1.36,8.75,-1.36,8.75,-1.36
1.592,8.49,-1.38,8.75,-1.36,8.75,-1.36
1.624,8.64,-1.38,8.75,-1.36,8.75,-1.36
1.655,8.65,-1.33,8.75,-1.36,8.75,-1.36
1.689,8.57,-1.34,8.75,-1.36,8.75,-1.36
1.724,8.57,-1.39,8.75,-1.36,8.75,-1.36
1.754,8.56,-1.39,8.75,-1.36,8.75,-1.36
1.785,8.52,-1.41,8.75,-1.36,8.75,-1.36
1.817,8.54,-1.41,8.75,-1.36,8.75,-1.36
1.849,8.57,-1.34,8.75,-1.36,8.75,-1.36
1.882,8.57,-1.31,8.75,-1.36,8.75,-1.36
1.915,8.54,-1.3,8.75,-1.36,8.75,-1.36
1.947,8.53,-1.33,8.75,-1.36,8.75,-1.36
1.979,8.53,-1.35,8.75,-1.36,8.75,-1.36
2.011,8.57,-1.36,8.75,-1.36,8.75,-1.36
2.044,8.57,-1.34,8.75,-1.36,8.75,-1.36
2.075,8.57,-1.4,8.75,-1.36,8.75,-1.36
2.108,8.56,-1.43,8.75,-1.36,8.75,-1.36
2.142,8.57,-1.38,8.75,-1.36,8.75,-1.36
2.174,8.59,-1.36,8.75,-1.36,8.75,-1.36
2.207,8.6,-1.4,8.75,-1.36,8.75,-1.36
2.241,8.6,-1.41,8.75,-1.36,8.75,-1.36
2.275,8.52,-1.38,8.75,-1.36,8.75,-1.36
2.308,8.49,-1.36,8.75,-1.36,8.75,-1.36
2.339,8.5,-1.34,8.75,-1.36,8.75,-1.36
2.372,8.53,-1.35,8.75,-1.36,8.75,-1.36
2.403,8.52,-1.38,8.75,-1.36,8.75,-1.36
2.435,8.6,-1.39,8.75,-1.36,8.75,-1.36
2.469,8.61,-1.42,8.75,-1.36,8.75,-1.36
2.501,8.53,-1.43,8.75,-1.36,8.75,-1.36
2.533,8.52,-1.39,8.75,-1.36,8.75,-1.36
2.566,8.55,-1.38,8.75,-1.36,8.75,-1.36
2.599,8.58,-1.37,8.75,-1.36,8.75,-1.36
2.632,8.59,-1.39,8.75,-1.36,8.75,-1.36
2.666,8.59,-1.37,8.75,-1.36,8.75,-1.36
2.7,8.58,-1.33,8.75,-1.36,8.75,-1.36
2.733,8.51,-1.33,8.75,-1.36,8.75,-1.36
2.764,8.48,-1.36,8.75,-1.36,8.75,-1.36
2.797,8.52,-1.35,8.75,-1.36,8.75,-1.36
2.83,8.57,-1.38,8.75,-1.36,8.75,-1.36
2.864,8.63,-1.42,8.75,-1.36,8.75,-1.36
2.898,8.62,-1.39,8.75,-1.36,8.75,-1.36
2.931,8.54,-1.34,8.75,-1.36,8.75,-1.36
2.963,8.55,-1.36,8.75,-1.36,8.75,-1.36
2.995,8.51,-1.43,8.75,-1.37,8.75,-1.37
3.027,8.52,-1.39,8.75,-1.37,8.75,-1.37
3.058,8.56,-1.34,8.75,-1.37,8.75,-1.37
3.092,8.58,-1.33,8.75,-1.37,8.75,-1.37
3.124,8.54,-1.32,8.75,-1.37,8.75,-1.37
3.156,8.51,-1.31,8.75,-1.37,8.75,-1.36
3.187,8.47,-1.37,8.75,-1.36,8.75,-1.36
3.221,8.5,-1.4,8.75,-1.36,8.75,-1.36
3.255,8.63,-1.44,8.75,-1.36,8.75,-1.37
3.289,8.63,-1.4,8.75,-1.37,8.75,-1.37
3.32,8.59,-1.37,8.75,-1.37,8.75,-1.37
3.353,8.52,-1.38,8.75,-1.37,8.75,-1.37
3.39,8.53,-1.34,8.75,-1.37,8.75,-1.37
3.425,8.57,-1.34,8.75,-1.37,8.75,-1.37
3.459,8.56,-1.39,8.75,-1.37,8.75,-1.37
3.49,8.55,-1.42,8.75,-1.37,8.75,-1.37
3.524,8.59,-1.42,8.75,-1.37,8.75,-1.37
3.558,8.59,-1.4,8.75,-1.37,8.75,-1.37
3.589,8.52,-1.3,8.75,-1.37,8.75,-1.37
3.622,8.59,-1.35,8.75,-1.37,8.75,-1.37
3.655,8.6,-1.39,8.75,-1.37,8.74,-1.37
3.686,8.58,-1.38,8.75,-1.37,8.75,-1.37
3.718,8.54,-1.38,8.75,-1.37,8.75,-1.37
3.752,8.55,-1.46,8.75,-1.37,8.75,-1.37
3.786,8.58,-1.45,8.75,-1.37,8.75,-1.37
3.816,8.55,-1.31,8.75,-1.37,8.75,-1.37
3.848,8.53,-1.28,8.75,-1.37,8.75,-1.37
3.88,8.58,-1.39,8.75,-1.37,8.75,-1.37
3.913,8.61,-1.39,8.75,-1.37,8.75,-1.37
3.944,8.55,-1.37,8.75,-1.37,8.75,-1.37
3.977,8.51,-1.37,8.75,-1.37,8.75,-1.37
4.011,8.54,-1.36,8.75,-1.37,8.75,-1.37
4.044,8.56,-1.31,8.75,-1.37,8.75,-1.37
4.075,8.61,-1.35,8.75,-1.37,8.75,-1.37
4.109,8.63,-1.38,8.75,-1.37,8.75,-1.37
4.14,8.61,-1.39,8.75,-1.37,8.75,-1.37
4.173,8.5,-1.35,8.75,-1.37,8.75,-1.37
4.208,8.56,-1.34,8.75,-1.37,8.75,-1.37
4.242,8.57,-1.34,8.75,-1.37,8.75,-1.37
4.272,8.58,-1.32,8.75,-1.37,8.75,-1.37
4.304,8.5,-1.36,8.75,-1.37,8.75,-1.37
4.337,8.49,-1.38,8.75,-1.37,8.75,-1.37
4.37,8.51,-1.37,8.75,-1.37,8.75,-1.37
4.402,8.56,-1.35,8.75,-1.37,8.75,-1.37
4.434,8.56,-1.36,8.75,-1.37,8.75,-1.37
4.467,8.55,-1.36,8.75,-1.37,8.75,-1.37
4.5,8.6,-1.39,8.75,-1.37,8.75,-1.37
4.533,8.6,-1.37,8.75,-1.37,8.75,-1.37
4.566,8.56,-1.35,8.76,-1.37,8.75,-1.37
4.599,8.57,-1.3,8.76,-1.37,8.75,-1.36
4.631,8.55,-1.29,8.76,-1.36,8.75,-1.36
4.665,8.58,-1.39,8.76,-1.36,8.75,-1.36
4.698,8.59,-1.39,8.76,-1.36,8.75,-1.36
4.737,8.58,-1.35,8.76,-1.36,8.75,-1.36
4.776,8.55,-1.38,8.76,-1.36,8.75,-1.36
4.811,8.54,-1.35,8.76,-1.36,8.75,-1.36
4.842,8.52,-1.38,8.76,-1.36,8.75,-1.36
4.875,8.59,-1.39,8.75,-1.36,8.75,-1.36
4.908,8.6,-1.39,8.76,-1.36,8.75,-1.36
4.94,8.62,-1.35,8.76,-1.37,8.75,-1.36
4.972,8.61,-1.33,8.76,-1.36,8.76,-1.36
5.005,8.53,-1.33,8.76,-1.36,8.76,-1.36
5.038,8.53,-1.38,8.76,-1.36,8.75,-1.36
5.07,8.53,-1.42,8.76,-1.36,8.75,-1.36
5.103,8.54,-1.44,8.76,-1.36,8.75,-1.37
5.136,8.55,-1.35,8.76,-1.37,8.75,-1.37
5.168,8.55,-1.3,8.76,-1.37,8.75,-1.37
5.201,8.59,-1.32,8.76,-1.37,8.75,-1.37
5.233,8.61,-1.37,8.76,-1.36,8.75,-1.36
5.265,8.58,-1.35,8.76,-1.36,8.75,-1.36
5.297,8.62,-1.36,8.76,-1.36,8.75,-1.36
5.329,8.62,-1.36,8.76,-1.36,8.75,-1.36
5.362,8.59,-1.32,8.76,-1.36,8.76,-1.36
5.393,8.56,-1.36,8.76,-1.36,8.76,-1.36
5.425,8.53,-1.36,8.76,-1.36,8.76,-1.36
5.456,8.57,-1.35,8.76,-1.36,8.76,-1.36
5.488,8.59,-1.35,8.76,-1.36,8.76,-1.36
5.52,8.55,-1.35,8.76,-1.36,8.76,-1.36
5.553,8.5,-1.38,8.76,-1.36,8.76,-1.36
5.586,8.49,-1.39,8.76,-1.36,8.76,-1.36
5.617,8.58,-1.34,8.76,-1.36,8.76,-1.36
5.649,8.59,-1.31,8.76,-1.36,8.76,-1.36
5.68,8.56,-1.33,8.76,-1.36,8.76,-1.36
5.712,8.56,-1.36,8.76,-1.36,8.76,-1.36
5.744,8.64,-1.35,8.76,-1.36,8.76,-1.36
5.776,8.61,-1.34,8.76,-1.36,8.76,-1.36
5.809,8.58,-1.34,8.76,-1.36,8.76,-1.36
5.841,8.54,-1.37,8.76,-1.36,8.76,-1.36
5.874,8.54,-1.37,8.76,-1.36,8.75,-1.36
5.907,8.54,-1.38,8.76,-1.36,8.75,-1.36
5.939,8.57,-1.42,8.76,-1.36,8.75,-1.36
5.97,8.61,-1.4,8.76,-1.36,8.75,-1.36
6.002,8.62,-1.34,8.76,-1.36,8.76,-1.36
6.035,8.61,-1.29,8.76,-1.36,8.76,-1.36
6.068,8.63,-1.35,8.76,-1.36,8.76,-1.36
6.1,8.55,-1.4,8.76,-1.36,8.76,-1.36
6.131,8.57,-1.39,8.76,-1.36,8.76,-1.36
6.163,8.6,-1.37,8.76,-1.36,8.76,-1.36
6.195,8.57,-1.38,8.76,-1.36,8.76,-1.36
6.227,8.58,-1.34,8.76,-1.36,8.76,-1.36
6.258,8.58,-1.34,8.76,-1.36,8.76,-1.36
6.291,8.56,-1.39,8.76,-1.36,8.76,-1.36
6.324,8.6,-1.42,8.76,-1.36,8.76,-1.36
6.357,8.58,-1.39,8.76,-1.36,8.76,-1.36
6.388,8.53,-1.42,8.76,-1.36,8.76,-1.36
6.419,8.55,-1.41,8.76,-1.36,8.76,-1.36
6.451,8.52,-1.43,8.76,-1.36,8.76,-1.36
6.483,8.46,-1.39,8.76,-1.36,8.76,-1.36
6.516,8.56,-1.37,8.76,-1.36,8.76,-1.36
6.548,8.58,-1.39,8.76,-1.36,8.76,-1.36
6.58,8.58,-1.39,8.76,-1.36,8.76,-1.36
6.614,8.62,-1.34,8.76,-1.36,8.76,-1.36
6.647,8.62,-1.34,8.76,-1.36,8.76,-1.36
6.678,8.52,-1.36,8.76,-1.36,8.76,-1.36
6.71,8.49,-1.39,8.76,-1.37,8.75,-1.37
6.742,8.51,-1.37,8.76,-1.37,8.75,-1.37
6.783,8.52,-1.37,8.76,-1.37,8.75,-1.37
6.816,8.53,-1.39,8.76,-1.37,8.75,-1.37
6.849,8.54,-1.37,8.75,-1.37,8.75,-1.37
6.881,8.56,-1.34,8.75,-1.37,8.75,-1.37
6.913,8.58,-1.35,8.75,-1.37,8.75,-1.37
6.946,8.59,-1.3,8.75,-1.37,8.75,-1.37
6.978,8.56,-1.34,8.75,-1.37,8.75,-1.37
7.012,8.54,-1.42,8.76,-1.37,8.75,-1.37
7.043,8.54,-1.39,8.75,-1.37,8.75,-1.37
7.076,8.58,-1.38,8.75,-1.37,8.75,-1.37
7.107,8.59,-1.35,8.75,-1.37,8.75,-1.37
7.139,8.56,-1.36,8.75,-1.37,8.75,-1.37
7.17,8.57,-1.37,8.76,-1.36,8.75,-1.36
7.202,8.61,-1.37,8.76,-1.36,8.75,-1.36
7.233,8.58,-1.37,8.76,-1.36,8.75,-1.36
7.264,8.54,-1.38,8.76,-1.36,8.75,-1.37
7.295,8.6,-1.39,8.76,-1.36,8.75,-1.36
7.328,8.6,-1.34,8.76,-1.36,8.75,-1.36
7.358,8.64,-1.29,8.76,-1.36,8.75,-1.36
7.391,8.64,-1.35,8.76,-1.36,8.76,-1.36
7.423,8.63,-1.39,8.76,-1.36,8.76,-1.36
7.454,8.54,-1.39,8.76,-1.36,8.76,-1.36
7.486,8.5,-1.37,8.76,-1.36,8.75,-1.36
7.519,8.54,-1.31,8.76,-1.36,8.75,-1.36
7.551,8.53,-1.3,8.76,-1.36,8.76,-1.36
7.585,8.55,-1.34,8.76,-1.36,8.76,-1.36
7.618,8.54,-1.34,8.76,-1.36,8.75,-1.36
7.65,8.51,-1.37,8.76,-1.36,8.75,-1.36
7.681,8.52,-1.43,8.76,-1.36,8.75,-1.36
7.714,8.53,-1.38,8.76,-1.36,8.75,-1.36
7.745,8.55,-1.34,8.75,-1.36,8.75,-1.36
7.778,8.56,-1.36,8.75,-1.36,8.75,-1.36
7.81,8.54,-1.33,8.76,-1.36,8.75,-1.36
7.843,8.53,-1.35,8.75,-1.36,8.75,-1.36
7.876,8.57,-1.4,8.75,-1.36,8.75,-1.36
7.909,8.56,-1.43,8.75,-1.36,8.75,-1.36
7.941,8.58,-1.43,8.76,-1.36,8.75,-1.36
7.974,8.6,-1.34,8.76,-1.36,8.75,-1.36
8.005,8.58,-1.33,8.76,-1.36,8.76,-1.36
8.037,8.51,-1.37,8.76,-1.36,8.76,-1.36
8.069,8.52,-1.37,8.76,-1.36,8.76,-1.36
8.1,8.54,-1.39,8.76,-1.36,8.76,-1.36
8.132,8.55,-1.4,8.76,-1.36,8.76,-1.36
8.167,8.57,-1.39,8.76,-1.36,8.76,-1.36
8.198,8.51,-1.38,8.76,-1.36,8.76,-1.36
8.232,8.51,-1.44,8.76,-1.36,8.76,-1.36
8.263,8.56,-1.46,8.76,-1.36,8.76,-1.36
8.296,8.61,-1.45,8.76,-1.36,8.76,-1.36
8.328,8.56,-1.39,8.76,-1.36,8.76,-1.36
8.361,8.61,-1.38,8.76,-1.36,8.76,-1.36
8.394,8.6,-1.32,8.76,-1.36,8.76,-1.36
8.427,8.56,-1.31,8.76,-1.36,8.76,-1.36
8.459,8.47,-1.38,8.76,-1.36,8.76,-1.36
8.492,8.48,-1.39,8.76,-1.36,8.76,-1.36
8.523,8.59,-1.35,8.76,-1.36,8.76,-1.36
8.555,8.57,-1.4,8.76,-1.36,8.76,-1.36
8.588,8.54,-1.42,8.76,-1.36,8.76,-1.36
8.62,8.55,-1.42,8.76,-1.36,8.76,-1.36
8.653,8.55,-1.39,8.76,-1.36,8.76,-1.36
8.686,8.56,-1.39,8.76,-1.36,8.76,-1.36
8.719,8.59,-1.4,8.76,-1.36,8.76,-1.36
8.751,8.58,-1.42,8.76,-1.36,8.76,-1.36
8.783,8.59,-1.43,8.76,-1.36,8.76,-1.36
8.816,8.59,-1.39,8.76,-1.36,8.76,-1.36
8.848,8.55,-1.33,8.76,-1.36,8.76,-1.36
8.88,8.51,-1.36,8.76,-1.36,8.76,-1.36
8.912,8.52,-1.39,8.76,-1.36,8.76,-1.36
8.944,8.61,-1.41,8.76,-1.36,8.76,-1.36
8.977,8.63,-1.35,8.76,-1.36,8.76,-1.36
9.01,8.56,-1.37,8.76,-1.36,8.76,-1.36
9.043,8.56,-1.37,8.76,-1.36,8.76,-1.36
9.075,8.6,-1.35,8.76,-1.36,8.76,-1.36
9.107,8.59,-1.38,8.76,-1.36,8.76,-1.36
9.14,8.58,-1.39,8.76,-1.36,8.76,-1.36
9.171,8.59,-1.38,8.76,-1.36,8.76,-1.36
9.203,8.56,-1.3,8.76,-1.36,8.76,-1.36
9.236,8.51,-1.33,8.76,-1.36,8.76,-1.36
9.269,8.54,-1.39,8.76,-1.36,8.76,-1.36
9.302,8.6,-1.38,8.76,-1.36,8.76,-1.36
9.337,8.6,-1.33,8.76,-1.36,8.76,-1.36
9.372,8.62,-1.34,8.76,-1.36,8.76,-1.36
9.406,8.54,-1.37,8.76,-1.36,8.76,-1.36
9.439,8.52,-1.37,8.76,-1.36,8.76,-1.36
9.472,8.55,-1.41,8.76,-1.36,8.76,-1.36
9.503,8.57,-1.35,8.76,-1.36,8.76,-1.36
9.535,8.55,-1.36,8.76,-1.36,8.76,-1.36
9.569,8.59,-1.39,8.76,-1.36,8.76,-1.36
9.602,8.62,-1.43,8.76,-1.36,8.76,-1.36
9.636,8.56,-1.41,8.77,-1.36,8.76,-1.36
9.668,8.54,-1.41,8.77,-1.36,8.76,-1.36
9.701,8.58,-1.37,8.77,-1.36,8.76,-1.36
9.732,8.52,-1.38,8.77,-1.36,8.76,-1.36
9.764,8.51,-1.36,8.77,-1.36,8.76,-1.36
9.796,8.56,-1.4,8.77,-1.36,8.76,-1.36
9.834,8.56,-1.42,8.77,-1.36,8.76,-1.36
9.874,8.56,-1.37,8.77,-1.36,8.76,-1.36
9.91,8.56,-1.34,8.77,-1.36,8.76,-1.36
9.942,8.56,-1.37,8.77,-1.36,8.76,-1.36
9.974,8.55,-1.37,8.77,-1.36,8.76,-1.36
10.013,8.58,-1.32,8.77,-1.36,8.76,-1.36
10.045,8.62,-1.33,8.77,-1.36,8.77,-1.36
10.077,8.59,-1.35,8.77,-1.36,8.77,-1.36
10.109,8.45,-1.31,8.77,-1.36,8.77,-1.36
10.141,8.47,-1.3,8.77,-1.36,8.77,-1.36
10.172,8.64,-1.33,8.77,-1.36,8.77,-1.36
10.205,8.61,-1.34,8.77,-1.36,8.77,-1.36
10.237,8.55,-1.39,8.77,-1.36,8.77,-1.36
10.27,8.54,-1.37,8.77,-1.36,8.77,-1.36
10.304,8.55,-1.35,8.77,-1.36,8.77,-1.36
10.336,8.64,-1.35,8.77,-1.36,8.77,-1.36
10.37,8.63,-1.34,8.77,-1.35,8.77,-1.35
10.402,8.58,-1.31,8.77,-1.35,8.77,-1.35
10.435,8.58,-1.38,8.77,-1.35,8.77,-1.35
10.467,8.49,-1.41,8.77,-1.35,8.77,-1.35
10.498,8.49,-1.4,8.77,-1.35,8.77,-1.35
10.531,8.55,-1.36,8.77,-1.35,8.77,-1.35
10.563,8.57,-1.33,8.77,-1.35,8.77,-1.35
10.594,8.55,-1.32,8.77,-1.35,8.77,-1.35
10.626,8.49,-1.35,8.77,-1.35,8.77,-1.35
10.659,8.58,-1.34,8.77,-1.35,8.77,-1.35
10.691,8.58,-1.37,8.77,-1.35,8.77,-1.35
10.723,8.56,-1.37,8.77,-1.35,8.77,-1.35
10.754,8.53,-1.37,8.77,-1.35,8.77,-1.35
10.787,8.6,-1.36,8.77,-1.35,8.77,-1.35
10.819,8.59,-1.38,8.77,-1.35,8.77,-1.35
10.851,8.51,-1.37,8.77,-1.35,8.77,-1.35
10.884,8.5,-1.34,8.77,-1.35,8.77,-1.35
10.917,8.5,-1.37,8.77,-1.35,8.77,-1.35
10.949,8.52,-1.36,8.77,-1.35,8.76,-1.35
10.982,8.54,-1.36,8.77,-1.35,8.76,-1.35
11.014,8.58,-1.36,8.77,-1.35,8.76,-1.35
11.046,8.62,-1.38,8.77,-1.35,8.76,-1.35
11.077,8.63,-1.41,8.77,-1.35,8.76,-1.35
11.11,8.57,-1.37,8.77,-1.35,8.76,-1.35
11.143,8.49,-1.38,8.77,-1.35,8.76,-1.35
11.175,8.56,-1.38,8.77,-1.35,8.76,-1.35
11.207,8.64,-1.36,8.77,-1.35,8.76,-1.35
11.241,8.58,-1.36,8.77,-1.35,8.77,-1.35
11.283,8.53,-1.37,8.77,-1.35,8.77,-1.35
11.319,8.51,-1.37,8.77,-1.35,8.77,-1.35
11.352,8.55,-1.39,8.77,-1.35,8.77,-1.35
11.384,8.6,-1.4,8.77,-1.35,8.77,-1.35
11.416,8.58,-1.4,8.77,-1.35,8.77,-1.35
11.449,8.6,-1.4,8.77,-1.35,8.77,-1.35
11.482,8.58,-1.39,8.77,-1.35,8.77,-1.35
11.516,8.51,-1.39,8.77,-1.35,8.76,-1.35
11.547,8.48,-1.37,8.77,-1.35,8.76,-1.35
11.579,8.53,-1.37,8.77,-1.35,8.76,-1.35
11.612,8.62,-1.36,8.76,-1.35,8.76,-1.35
11.649,8.6,-1.36,8.77,-1.35,8.76,-1.35
11.683,8.58,-1.39,8.77,-1.35,8.76,-1.35
11.714,8.59,-1.38,8.77,-1.35,8.76,-1.35
11.748,8.54,-1.36,8.77,-1.35,8.76,-1.35
11.781,8.55,-1.34,8.76,-1.35,8.76,-1.35
11.813,8.56,-1.34,8.76,-1.35,8.76,-1.35
11.845,8.54,-1.35,8.77,-1.35,8.76,-1.35
11.876,8.57,-1.39,8.77,-1.35,8.76,-1.35
11.907,8.6,-1.41,8.77,-1.35,8.76,-1.35
11.939,8.55,-1.34,8.77,-1.35,8.76,-1.35
11.973,8.51,-1.39,8.77,-1.35,8.76,-1.35
12.006,8.54,-1.43,8.76,-1.35,8.76,-1.35
12.037,8.62,-1.36,8.76,-1.35,8.76,-1.35
12.071,8.54,-1.38,8.77,-1.35,8.76,-1.35
12.103,8.53,-1.38,8.77,-1.35,8.76,-1.35
12.135,8.53,-1.36,8.77,-1.35,8.76,-1.35
12.168,8.59,-1.4,8.77,-1.35,8.77,-1.35
12.201,8.6,-1.36,8.77,-1.35,8.77,-1.35
12.235,8.57,-1.31,8.77,-1.35,8.77,-1.35
12.269,8.52,-1.31,8.77,-1.35,8.77,-1.35
12.303,8.54,-1.32,8.77,-1.35,8.76,-1.35
12.337,8.58,-1.3,8.77,-1.35,8.76,-1.35
12.37,8.61,-1.36,8.77,-1.35,8.76,-1.35
12.401,8.56,-1.39,8.77,-1.35,8.76,-1.35
12.434,8.52,-1.38,8.77,-1.35,8.76,-1.35
12.465,8.56,-1.36,8.77,-1.35,8.76,-1.35
12.497,8.53,-1.34,8.77,-1.35,8.76,-1.35
12.53,8.49,-1.34,8.77,-1.35,8.76,-1.35
12.565,8.52,-1.36,8.77,-1.35,8.76,-1.35
12.597,8.63,-1.33,8.76,-1.35,8.76,-1.35
12.627,8.64,-1.36,8.76,-1.35,8.76,-1.35
12.66,8.53,-1.37,8.77,-1.35,8.76,-1.35
12.692,8.52,-1.37,8.77,-1.36,8.76,-1.36
12.724,8.58,-1.39,8.77,-1.36,8.76,-1.36
12.758,8.55,-1.41,8.77,-1.36,8.77,-1.36
12.79,8.52,-1.39,8.77,-1.36,8.76,-1.36
12.824,8.6,-1.33,8.77,-1.36,8.76,-1.36
12.856,8.62,-1.32,8.77,-1.36,8.76,-1.36
12.889,8.57,-1.37,8.77,-1.36,8.76,-1.36
12.92,8.56,-1.35,8.77,-1.36,8.76,-1.36
12.952,8.55,-1.28,8.77,-1.36,8.77,-1.36
12.984,8.55,-1.34,8.77,-1.36,8.77,-1.35
13.015,8.58,-1.37,8.77,-1.35,8.76,-1.35
13.046,8.57,-1.38,8.77,-1.35,8.76,-1.36
13.077,8.55,-1.38,8.77,-1.36,8.76,-1.36
13.108,8.56,-1.36,8.77,-1.36,8.77,-1.36
13.139,8.53,-1.4,8.77,-1.36,8.77,-1.36
13.171,8.53,-1.37,8.77,-1.36,8.77,-1.36
13.203,8.58,-1.35,8.77,-1.36,8.77,-1.36
13.237,8.62,-1.36,8.77,-1.35,8.77,-1.35
13.279,8.61,-1.37,8.77,-1.35,8.77,-1.35
13.311,8.54,-1.35,8.77,-1.35,8.77,-1.35
13.342,8.52,-1.34,8.77,-1.35,8.77,-1.35
13.376,8.57,-1.37,8.77,-1.35,8.77,-1.35
13.41,8.63,-1.37,8.77,-1.35,8.77,-1.35
13.442,8.62,-1.34,8.77,-1.35,8.77,-1.35
13.474,8.48,-1.37,8.77,-1.35,8.77,-1.35
13.506,8.48,-1.37,8.77,-1.35,8.76,-1.35
13.541,8.56,-1.3,8.77,-1.35,8.76,-1.35
13.575,8.57,-1.3,8.77,-1.35,8.76,-1.35
13.606,8.6,-1.38,8.77,-1.35,8.76,-1.35
13.641,8.58,-1.38,8.77,-1.35,8.77,-1.35
13.672,8.59,-1.37,8.77,-1.35,8.77,-1.35
13.705,8.58,-1.39,8.77,-1.35,8.77,-1.35
13.737,8.54,-1.36,8.77,-1.35,8.77,-1.35
13.769,8.56,-1.34,8.77,-1.35,8.77,-1.35
13.8,8.57,-1.36,8.77,-1.35,8.77,-1.35
13.832,8.51,-1.34,8.77,-1.35,8.77,-1.35
13.865,8.55,-1.3,8.77,-1.35,8.77,-1.35
13.898,8.56,-1.35,8.77,-1.35,8.76,-1.35
13.931,8.53,-1.32,8.77,-1.35,8.76,-1.35
13.966,8.57,-1.38,8.77,-1.35,8.76,-1.35
13.997,8.61,-1.42,8.76,-1.35,8.76,-1.35
14.029,8.6,-1.42,8.77,-1.35,8.76,-1.35
14.062,8.57,-1.43,8.77,-1.35,8.76,-1.36
14.094,8.56,-1.38,8.77,-1.36,8.76,-1.36
14.125,8.54,-1.37,8.77,-1.35,8.76,-1.36
14.157,8.62,-1.34,8.77,-1.35,8.76,-1.35
14.19,8.57,-1.35,8.77,-1.35,8.76,-1.35
14.222,8.48,-1.38,8.77,-1.35,8.76,-1.35
14.256,8.51,-1.42,8.77,-1.36,8.76,-1.36
14.29,8.57,-1.37,8.77,-1.36,8.76,-1.36
14.324,8.55,-1.34,8.77,-1.36,8.76,-1.35
14.359,8.56,-1.36,8.77,-1.35,8.76,-1.36
14.394,8.54,-1.39,8.77,-1.36,8.76,-1.36
14.431,8.55,-1.35,8.76,-1.36,8.76,-1.36
14.467,8.51,-1.34,8.76,-1.36,8.76,-1.36
14.502,8.52,-1.37,8.76,-1.36,8.76,-1.36
14.536,8.57,-1.39,8.76,-1.36,8.76,-1.36
