Time (s),Accel Roll (deg),Accel Pitch (deg),Gyro Roll (deg),Gyro Pitch (deg),Filtered Roll (deg),Filtered Pitch (deg)
0.0,-0.58,-0.54,-0.34,-0.46,-0.34,-0.46
0.0,-0.56,-0.52,-0.34,-0.46,-0.34,-0.46
0.031,-0.69,-0.53,-0.34,-0.46,-0.34,-0.46
0.064,-0.58,-0.5,-0.34,-0.46,-0.34,-0.46
0.099,-0.5,-0.45,-0.34,-0.46,-0.34,-0.46
0.131,-0.58,-0.47,-0.34,-0.46,-0.34,-0.46
0.163,-0.54,-0.5,-0.34,-0.46,-0.34,-0.46
0.196,-0.52,-0.52,-0.34,-0.46,-0.34,-0.46
0.229,-0.6,-0.6,-0.33,-0.46,-0.34,-0.46
0.261,-0.57,-0.61,-0.33,-0.46,-0.34,-0.46
0.295,-0.58,-0.56,-0.33,-0.46,-0.34,-0.46
0.325,-0.63,-0.54,-0.33,-0.46,-0.34,-0.46
0.355,-0.62,-0.56,-0.33,-0.46,-0.34,-0.46
0.384,-0.59,-0.56,-0.33,-0.46,-0.34,-0.46
0.416,-0.61,-0.43,-0.33,-0.46,-0.34,-0.46
0.446,-0.6,-0.4,-0.33,-0.46,-0.34,-0.46
0.476,-0.58,-0.54,-0.33,-0.46,-0.33,-0.46
0.505,-0.61,-0.54,-0.33,-0.46,-0.33,-0.46
0.536,-0.61,-0.58,-0.33,-0.46,-0.33,-0.46
0.566,-0.63,-0.58,-0.33,-0.46,-0.33,-0.46
0.596,-0.52,-0.57,-0.33,-0.46,-0.33,-0.46
0.627,-0.58,-0.54,-0.33,-0.46,-0.33,-0.46
0.656,-0.63,-0.46,-0.33,-0.46,-0.33,-0.46
0.686,-0.58,-0.51,-0.33,-0.45,-0.33,-0.45
0.716,-0.52,-0.59,-0.33,-0.45,-0.33,-0.46
0.747,-0.52,-0.54,-0.33,-0.45,-0.33,-0.46
0.777,-0.59,-0.47,-0.33,-0.45,-0.33,-0.45
0.807,-0.59,-0.43,-0.33,-0.45,-0.34,-0.45
0.837,-0.61,-0.46,-0.33,-0.45,-0.33,-0.45
0.867,-0.52,-0.43,-0.33,-0.45,-0.33,-0.45
0.897,-0.54,-0.5,-0.33,-0.45,-0.33,-0.45
0.931,-0.61,-0.54,-0.33,-0.45,-0.33,-0.45
0.963,-0.63,-0.56,-0.33,-0.45,-0.33,-0.45
0.995,-0.54,-0.58,-0.33,-0.45,-0.33,-0.45
1.026,-0.5,-0.58,-0.33,-0.45,-0.33,-0.45
1.058,-0.63,-0.53,-0.33,-0.45,-0.33,-0.45
1.087,-0.57,-0.54,-0.33,-0.45,-0.33,-0.45
1.117,-0.59,-0.54,-0.33,-0.45,-0.33,-0.45
1.149,-0.57,-0.52,-0.33,-0.45,-0.33,-0.45
1.179,-0.61,-0.5,-0.33,-0.45,-0.33,-0.45
1.208,-0.63,-0.5,-0.33,-0.45,-0.33,-0.45
1.238,-0.57,-0.49,-0.33,-0.45,-0.33,-0.45
1.268,-0.59,-0.48,-0.33,-0.45,-0.33,-0.45
1.298,-0.61,-0.53,-0.33,-0.45,-0.33,-0.45
1.327,-0.59,-0.54,-0.33,-0.45,-0.33,-0.45
1.356,-0.58,-0.54,-0.33,-0.45,-0.33,-0.45
1.386,-0.62,-0.55,-0.33,-0.45,-0.33,-0.45
1.415,-0.59,-0.57,-0.33,-0.45,-0.33,-0.45
1.445,-0.53,-0.57,-0.33,-0.45,-0.33,-0.45
1.475,-0.53,-0.56,-0.33,-0.45,-0.33,-0.45
1.507,-0.63,-0.51,-0.33,-0.45,-0.33,-0.45
1.536,-0.6,-0.48,-0.33,-0.45,-0.33,-0.45
1.565,-0.52,-0.51,-0.33,-0.45,-0.33,-0.45
1.595,-0.56,-0.53,-0.33,-0.45,-0.33,-0.45
1.631,-0.59,-0.51,-0.33,-0.45,-0.33,-0.45
1.66,-0.61,-0.5,-0.33,-0.45,-0.33,-0.45
1.689,-0.62,-0.54,-0.33,-0.45,-0.33,-0.45
1.72,-0.65,-0.57,-0.33,-0.45,-0.34,-0.45
1.75,-0.54,-0.54,-0.33,-0.45,-0.33,-0.45
1.781,-0.48,-0.54,-0.33,-0.45,-0.33,-0.45
1.81,-0.5,-0.57,-0.33,-0.45,-0.33,-0.45
1.841,-0.59,-0.57,-0.33,-0.45,-0.33,-0.45
1.871,-0.65,-0.53,-0.33,-0.45,-0.33,-0.45
1.901,-0.66,-0.5,-0.33,-0.45,-0.33,-0.45
1.931,-0.66,-0.5,-0.33,-0.45,-0.33,-0.45
1.961,-0.55,-0.63,-0.33,-0.45,-0.33,-0.45
1.992,-0.48,-0.61,-0.33,-0.45,-0.33,-0.45
2.023,-0.61,-0.49,-0.33,-0.45,-0.33,-0.45
2.053,-0.65,-0.5,-0.33,-0.45,-0.33,-0.45
2.084,-0.53,-0.52,-0.33,-0.45,-0.33,-0.45
2.113,-0.51,-0.5,-0.33,-0.45,-0.33,-0.45
2.143,-0.59,-0.53,-0.33,-0.45,-0.33,-0.45
2.173,-0.58,-0.54,-0.33,-0.45,-0.33,-0.45
2.203,-0.68,-0.54,-0.33,-0.45,-0.33,-0.45
2.232,-0.7,-0.47,-0.33,-0.45,-0.33,-0.45
2.263,-0.54,-0.41,-0.33,-0.45,-0.33,-0.45
2.292,-0.54,-0.48,-0.33,-0.45,-0.33,-0.45
2.321,-0.68,-0.57,-0.33,-0.45,-0.33,-0.45
2.352,-0.66,-0.59,-0.33,-0.45,-0.34,-0.45
2.382,-0.63,-0.58,-0.33,-0.45,-0.34,-0.45
2.413,-0.62,-0.54,-0.34,-0.45,-0.34,-0.45
2.443,-0.54,-0.48,-0.34,-0.45,-0.34,-0.45
2.473,-0.52,-0.47,-0.34,-0.45,-0.34,-0.45
2.503,-0.57,-0.52,-0.33,-0.45,-0.34,-0.45
2.534,-0.65,-0.53,-0.33,-0.45,-0.34,-0.45
2.564,-0.61,-0.57,-0.33,-0.45,-0.34,-0.45
2.596,-0.51,-0.52,-0.33,-0.45,-0.34,-0.45
2.627,-0.53,-0.51,-0.33,-0.45,-0.33,-0.45
2.656,-0.6,-0.56,-0.33,-0.45,-0.33,-0.45
2.686,-0.63,-0.54,-0.33,-0.45,-0.34,-0.45
2.716,-0.59,-0.5,-0.33,-0.45,-0.34,-0.45
2.747,-0.54,-0.57,-0.33,-0.45,-0.34,-0.45
2.776,-0.53,-0.56,-0.33,-0.45,-0.34,-0.45
2.807,-0.62,-0.49,-0.33,-0.45,-0.34,-0.45
2.837,-0.67,-0.48,-0.33,-0.45,-0.34,-0.45
2.868,-0.63,-0.56,-0.33,-0.45,-0.34,-0.45
2.899,-0.59,-0.54,-0.33,-0.45,-0.34,-0.45
2.928,-0.57,-0.48,-0.33,-0.45,-0.34,-0.45
2.959,-0.57,-0.54,-0.33,-0.45,-0.33,-0.45
2.989,-0.6,-0.57,-0.33,-0.45,-0.33,-0.45
3.02,-0.63,-0.49,-0.33,-0.45,-0.34,-0.45
3.051,-0.65,-0.45,-0.33,-0.45,-0.34,-0.45
3.081,-0.6,-0.52,-0.33,-0.45,-0.34,-0.45
3.111,-0.58,-0.56,-0.33,-0.45,-0.33,-0.45
3.141,-0.56,-0.59,-0.33,-0.45,-0.33,-0.45
3.17,-0.59,-0.53,-0.33,-0.45,-0.33,-0.45
3.199,-0.6,-0.48,-0.33,-0.45,-0.33,-0.45
3.231,-0.59,-0.5,-0.33,-0.45,-0.33,-0.45
3.262,-0.59,-0.49,-0.33,-0.45,-0.33,-0.45
3.291,-0.61,-0.54,-0.33,-0.45,-0.33,-0.45
3.321,-0.59,-0.58,-0.33,-0.45,-0.34,-0.45
3.351,-0.57,-0.58,-0.33,-0.45,-0.34,-0.45
3.382,-0.59,-0.6,-0.33,-0.45,-0.34,-0.45
