Time (s),Accel Roll (deg),Accel Pitch (deg),Gyro Roll (deg),Gyro Pitch (deg),Filtered Roll (deg),Filtered Pitch (deg)
3.24,8.63,-1.37,8.84,-1.35,8.83,-1.35
3.273,8.65,-1.4,8.84,-1.35,8.84,-1.35
3.306,8.67,-1.39,8.84,-1.35,8.84,-1.35
3.338,8.66,-1.34,8.84,-1.35,8.84,-1.35
3.371,8.7,-1.35,8.84,-1.35,8.84,-1.35
3.404,8.66,-1.41,8.84,-1.35,8.84,-1.35
3.435,8.65,-1.39,8.84,-1.35,8.84,-1.35
3.466,8.61,-1.4,8.84,-1.35,8.84,-1.35
3.498,8.61,-1.39,8.84,-1.35,8.84,-1.35
3.53,8.61,-1.34,8.84,-1.35,8.84,-1.35
3.562,8.69,-1.37,8.84,-1.35,8.84,-1.35
3.593,8.69,-1.39,8.84,-1.35,8.84,-1.35
3.626,8.65,-1.35,8.84,-1.35,8.84,-1.35
3.659,8.63,-1.34,8.84,-1.35,8.84,-1.35
3.69,8.67,-1.34,8.84,-1.35,8.84,-1.35
3.722,8.68,-1.34,8.84,-1.36,8.84,-1.35
3.754,8.71,-1.35,8.84,-1.36,8.84,-1.36
3.786,8.66,-1.38,8.84,-1.36,8.84,-1.36
3.818,8.67,-1.35,8.84,-1.36,8.84,-1.36
3.849,8.69,-1.32,8.84,-1.35,8.84,-1.35
3.881,8.61,-1.33,8.84,-1.35,8.84,-1.35
3.912,8.63,-1.41,8.84,-1.35,8.84,-1.35
3.943,8.65,-1.43,8.84,-1.35,8.84,-1.35
3.975,8.65,-1.36,8.84,-1.35,8.84,-1.35
4.006,8.63,-1.33,8.84,-1.35,8.84,-1.35
4.039,8.61,-1.38,8.84,-1.35,8.84,-1.35
4.071,8.63,-1.38,8.84,-1.35,8.84,-1.35
4.103,8.65,-1.36,8.84,-1.35,8.84,-1.35
4.136,8.64,-1.37,8.84,-1.35,8.84,-1.35
4.169,8.62,-1.37,8.84,-1.35,8.84,-1.35
4.201,8.65,-1.37,8.84,-1.35,8.84,-1.35
4.233,8.63,-1.34,8.84,-1.35,8.84,-1.35
4.265,8.63,-1.34,8.84,-1.35,8.84,-1.35
4.297,8.65,-1.36,8.84,-1.35,8.84,-1.35
4.33,8.67,-1.34,8.84,-1.35,8.84,-1.35
4.362,8.67,-1.35,8.84,-1.35,8.84,-1.35
4.395,8.61,-1.44,8.84,-1.35,8.84,-1.35
4.427,8.65,-1.44,8.84,-1.35,8.84,-1.35
4.458,8.67,-1.36,8.84,-1.35,8.84,-1.35
4.49,8.64,-1.32,8.84,-1.35,8.84,-1.35
4.521,8.65,-1.3,8.84,-1.35,8.84,-1.35
4.554,8.66,-1.34,8.84,-1.35,8.84,-1.35
4.586,8.7,-1.34,8.84,-1.35,8.84,-1.35
4.618,8.65,-1.37,8.84,-1.35,8.84,-1.35
4.651,8.61,-1.39,8.84,-1.35,8.84,-1.35
4.685,8.63,-1.45,8.84,-1.35,8.84,-1.35
4.717,8.62,-1.45,8.84,-1.35,8.84,-1.35
4.749,8.7,-1.34,8.84,-1.35,8.84,-1.35
4.781,8.69,-1.36,8.84,-1.35,8.84,-1.35
4.814,8.62,-1.41,8.84,-1.35,8.84,-1.35
4.846,8.62,-1.41,8.84,-1.35,8.84,-1.35
4.878,8.62,-1.37,8.84,-1.35,8.84,-1.35
4.91,8.6,-1.37,8.84,-1.35,8.84,-1.35
4.943,8.67,-1.39,8.84,-1.35,8.84,-1.35
4.974,8.67,-1.38,8.84,-1.35,8.84,-1.35
5.005,8.65,-1.38,8.84,-1.35,8.84,-1.35
5.041,8.62,-1.41,8.84,-1.35,8.84,-1.35
5.071,8.68,-1.39,8.84,-1.35,8.84,-1.35
5.102,8.69,-1.4,8.84,-1.35,8.84,-1.35
5.134,8.61,-1.38,8.84,-1.35,8.84,-1.35
5.165,8.65,-1.37,8.84,-1.35,8.84,-1.35
5.196,8.69,-1.35,8.84,-1.35,8.84,-1.35
5.228,8.7,-1.34,8.84,-1.35,8.84,-1.35
5.26,8.67,-1.34,8.84,-1.35,8.84,-1.35
5.291,8.66,-1.39,8.84,-1.35,8.84,-1.35
5.323,8.65,-1.42,8.84,-1.35,8.84,-1.35
5.355,8.61,-1.39,8.84,-1.35,8.84,-1.35
5.386,8.61,-1.37,8.84,-1.35,8.84,-1.35
5.417,8.63,-1.37,8.84,-1.35,8.84,-1.35
5.448,8.67,-1.41,8.84,-1.35,8.84,-1.35
5.479,8.7,-1.41,8.84,-1.35,8.84,-1.35
5.51,8.65,-1.4,8.84,-1.35,8.84,-1.35
5.54,8.64,-1.39,8.84,-1.35,8.84,-1.35
5.571,8.62,-1.37,8.84,-1.35,8.84,-1.35
5.602,8.6,-1.39,8.84,-1.35,8.84,-1.35
5.633,8.59,-1.37,8.84,-1.35,8.84,-1.35
5.664,8.61,-1.34,8.84,-1.35,8.84,-1.35
5.695,8.66,-1.34,8.84,-1.35,8.83,-1.35
5.727,8.68,-1.35,8.84,-1.35,8.83,-1.35
5.758,8.65,-1.35,8.84,-1.35,8.83,-1.35
5.79,8.62,-1.36,8.84,-1.35,8.83,-1.35
5.821,8.63,-1.33,8.84,-1.35,8.83,-1.35
5.853,8.66,-1.3,8.84,-1.35,8.83,-1.35
5.885,8.61,-1.3,8.84,-1.35,8.83,-1.35
5.916,8.63,-1.33,8.84,-1.35,8.83,-1.35
5.948,8.64,-1.38,8.84,-1.35,8.83,-1.35
5.98,8.57,-1.34,8.83,-1.35,8.83,-1.35
6.013,8.55,-1.35,8.83,-1.35,8.83,-1.35
6.045,8.57,-1.35,8.83,-1.35,8.83,-1.35
6.077,8.66,-1.3,8.83,-1.35,8.83,-1.35
6.109,8.69,-1.32,8.84,-1.35,8.83,-1.35
6.14,8.7,-1.37,8.84,-1.35,8.83,-1.35
6.172,8.69,-1.37,8.84,-1.35,8.83,-1.35
6.204,8.63,-1.35,8.84,-1.35,8.83,-1.35
6.236,8.61,-1.32,8.84,-1.35,8.83,-1.35
6.266,8.63,-1.39,8.84,-1.35,8.83,-1.35
6.298,8.68,-1.41,8.84,-1.35,8.84,-1.35
6.329,8.62,-1.35,8.84,-1.35,8.84,-1.35
6.36,8.62,-1.34,8.84,-1.35,8.84,-1.35
6.391,8.65,-1.3,8.84,-1.35,8.83,-1.35
6.423,8.64,-1.39,8.84,-1.35,8.84,-1.35
6.455,8.62,-1.41,8.84,-1.35,8.84,-1.35
6.485,8.63,-1.37,8.84,-1.35,8.83,-1.35
6.517,8.71,-1.32,8.84,-1.35,8.84,-1.35
6.55,8.66,-1.32,8.84,-1.35,8.84,-1.35
6.582,8.63,-1.33,8.84,-1.35,8.84,-1.35
6.614,8.64,-1.36,8.84,-1.35,8.84,-1.35
6.646,8.66,-1.4,8.84,-1.35,8.84,-1.35
6.678,8.65,-1.38,8.84,-1.35,8.84,-1.35
6.709,8.65,-1.36,8.84,-1.35,8.84,-1.35
6.741,8.67,-1.35,8.84,-1.35,8.84,-1.35
6.772,8.64,-1.37,8.84,-1.35,8.84,-1.35
6.803,8.62,-1.41,8.84,-1.35,8.84,-1.35
6.834,8.63,-1.39,8.84,-1.35,8.84,-1.35
6.867,8.63,-1.32,8.84,-1.35,8.84,-1.35
6.898,8.61,-1.34,8.84,-1.35,8.84,-1.35
6.93,8.67,-1.31,8.84,-1.35,8.84,-1.35
6.961,8.71,-1.32,8.84,-1.35,8.84,-1.35
6.993,8.62,-1.33,8.84,-1.35,8.84,-1.35
7.024,8.57,-1.34,8.84,-1.35,8.84,-1.35
7.055,8.66,-1.42,8.84,-1.35,8.84,-1.35
7.087,8.64,-1.43,8.84,-1.35,8.84,-1.35
7.117,8.7,-1.35,8.84,-1.35,8.84,-1.35
7.148,8.67,-1.32,8.84,-1.35,8.84,-1.35
7.18,8.6,-1.34,8.84,-1.35,8.84,-1.35
7.212,8.59,-1.34,8.84,-1.35,8.84,-1.35
7.245,8.69,-1.34,8.84,-1.35,8.84,-1.35
7.276,8.74,-1.35,8.84,-1.35,8.84,-1.35
7.308,8.72,-1.37,8.84,-1.35,8.84,-1.35
7.339,8.62,-1.42,8.85,-1.35,8.84,-1.35
7.37,8.58,-1.41,8.84,-1.35,8.84,-1.35
7.401,8.63,-1.39,8.84,-1.35,8.84,-1.35
7.432,8.67,-1.44,8.84,-1.35,8.84,-1.35
7.462,8.55,-1.39,8.84,-1.35,8.84,-1.35
7.494,8.59,-1.35,8.84,-1.35,8.84,-1.35
7.526,8.66,-1.39,8.84,-1.35,8.84,-1.35
7.563,8.63,-1.39,8.84,-1.35,8.84,-1.35
7.597,8.57,-1.36,8.84,-1.35,8.84,-1.35
7.628,8.63,-1.31,8.84,-1.35,8.84,-1.35
7.661,8.69,-1.32,8.84,-1.35,8.84,-1.35
7.693,8.62,-1.35,8.84,-1.35,8.84,-1.35
7.724,8.6,-1.34,8.84,-1.35,8.84,-1.35
7.757,8.62,-1.42,8.84,-1.35,8.84,-1.35
7.79,8.61,-1.41,8.84,-1.35,8.84,-1.35
7.822,8.58,-1.35,8.84,-1.35,8.84,-1.35
7.853,8.63,-1.33,8.84,-1.35,8.84,-1.35
7.886,8.68,-1.33,8.84,-1.35,8.84,-1.35
7.918,8.71,-1.37,8.84,-1.35,8.84,-1.35
7.95,8.58,-1.37,8.84,-1.35,8.84,-1.35
7.982,8.57,-1.32,8.84,-1.35,8.84,-1.35
8.013,8.67,-1.32,8.84,-1.35,8.84,-1.35
8.044,8.65,-1.34,8.84,-1.35,8.84,-1.35
8.075,8.63,-1.35,8.84,-1.35,8.84,-1.35
8.107,8.64,-1.34,8.84,-1.35,8.84,-1.35
8.139,8.64,-1.3,8.84,-1.35,8.84,-1.35
8.172,8.64,-1.34,8.84,-1.35,8.84,-1.35
8.205,8.61,-1.37,8.84,-1.35,8.83,-1.35
8.237,8.55,-1.34,8.84,-1.35,8.83,-1.35
8.273,8.58,-1.35,8.83,-1.35,8.83,-1.35
8.306,8.64,-1.35,8.83,-1.35,8.83,-1.35
8.338,8.63,-1.38,8.83,-1.34,8.83,-1.34
8.369,8.61,-1.39,8.84,-1.34,8.83,-1.34
8.402,8.67,-1.39,8.84,-1.34,8.83,-1.34
8.434,8.71,-1.37,8.84,-1.34,8.84,-1.35
8.465,8.69,-1.33,8.84,-1.35,8.84,-1.35
8.497,8.71,-1.36,8.84,-1.35,8.84,-1.35
8.528,8.68,-1.36,8.84,-1.35,8.84,-1.35
8.56,8.62,-1.34,8.84,-1.35,8.84,-1.35
8.593,8.61,-1.35,8.84,-1.35,8.84,-1.35
8.625,8.64,-1.37,8.84,-1.34,8.84,-1.34
8.658,8.64,-1.37,8.84,-1.34,8.83,-1.34
8.69,8.63,-1.3,8.84,-1.34,8.83,-1.34
8.725,8.61,-1.32,8.84,-1.34,8.83,-1.34
8.759,8.61,-1.37,8.84,-1.34,8.84,-1.34
8.791,8.73,-1.36,8.84,-1.35,8.84,-1.35
8.822,8.77,-1.34,8.84,-1.35,8.84,-1.35
8.854,8.7,-1.37,8.84,-1.35,8.84,-1.35
8.885,8.67,-1.39,8.84,-1.35,8.84,-1.35
8.917,8.68,-1.36,8.84,-1.35,8.84,-1.35
8.948,8.64,-1.3,8.84,-1.35,8.84,-1.35
