Time (s),Accel Roll (deg),Accel Pitch (deg),Gyro Roll (deg),Gyro Pitch (deg),Filtered Roll (deg),Filtered Pitch (deg)
3.484,-1.2,0.29,-0.91,0.36,-0.91,0.36
3.513,-1.11,0.28,-0.91,0.36,-0.91,0.36
3.542,-1.14,0.3,-0.91,0.36,-0.91,0.36
3.569,-1.14,0.32,-0.91,0.36,-0.91,0.36
3.599,-1.09,0.3,-0.91,0.36,-0.91,0.36
3.627,-1.1,0.3,-0.91,0.36,-0.91,0.36
3.656,-1.1,0.31,-0.91,0.36,-0.91,0.36
3.685,-1.16,0.32,-0.91,0.37,-0.91,0.36
3.713,-1.13,0.27,-0.91,0.37,-0.91,0.36
3.741,-1.1,0.25,-0.91,0.37,-0.91,0.37
3.769,-1.16,0.29,-0.9,0.37,-0.91,0.37
3.798,-1.17,0.35,-0.9,0.37,-0.91,0.37
3.828,-1.14,0.33,-0.9,0.37,-0.91,0.37
3.854,-1.07,0.28,-0.91,0.37,-0.91,0.37
3.883,-1.06,0.31,-0.91,0.37,-0.91,0.37
3.912,-1.13,0.33,-0.91,0.37,-0.91,0.37
3.939,-1.15,0.32,-0.91,0.37,-0.91,0.37
3.969,-1.17,0.3,-0.91,0.37,-0.91,0.37
3.998,-1.12,0.26,-0.91,0.37,-0.91,0.37
4.024,-1.12,0.21,-0.91,0.37,-0.91,0.37
4.052,-1.16,0.26,-0.91,0.37,-0.91,0.37
4.081,-1.15,0.28,-0.91,0.37,-0.91,0.37
4.108,-1.14,0.35,-0.91,0.37,-0.91,0.37
4.137,-1.09,0.3,-0.91,0.37,-0.91,0.37
4.164,-1.07,0.26,-0.91,0.37,-0.91,0.37
4.193,-1.14,0.3,-0.91,0.37,-0.91,0.37
4.22,-1.17,0.34,-0.91,0.37,-0.91,0.37
4.249,-1.19,0.36,-0.91,0.37,-0.91,0.37
4.278,-1.15,0.36,-0.91,0.37,-0.91,0.37
4.306,-1.15,0.22,-0.91,0.37,-0.91,0.37
4.334,-1.17,0.21,-0.91,0.37,-0.91,0.37
4.361,-1.14,0.23,-0.91,0.37,-0.91,0.36
4.389,-1.07,0.27,-0.91,0.37,-0.91,0.37
4.419,-1.1,0.3,-0.91,0.37,-0.91,0.36
4.448,-1.14,0.28,-0.9,0.37,-0.91,0.36
4.477,-1.13,0.23,-0.9,0.37,-0.91,0.36
4.506,-1.17,0.19,-0.9,0.37,-0.91,0.36
4.535,-1.14,0.23,-0.9,0.37,-0.91,0.36
4.563,-1.15,0.34,-0.9,0.37,-0.91,0.37
4.593,-1.2,0.33,-0.91,0.37,-0.91,0.37
4.623,-1.21,0.31,-0.91,0.37,-0.91,0.37
4.651,-1.12,0.25,-0.91,0.37,-0.91,0.37
4.684,-1.1,0.23,-0.91,0.37,-0.91,0.37
4.712,-1.17,0.25,-0.9,0.37,-0.91,0.37
4.741,-1.19,0.29,-0.91,0.37,-0.91,0.37
4.769,-1.16,0.29,-0.91,0.37,-0.91,0.37
4.798,-1.12,0.3,-0.91,0.37,-0.91,0.37
4.827,-1.15,0.28,-0.91,0.37,-0.91,0.37
4.856,-1.12,0.24,-0.91,0.37,-0.91,0.37
4.883,-1.11,0.28,-0.91,0.37,-0.91,0.37
4.911,-1.15,0.28,-0.91,0.37,-0.91,0.37
4.939,-1.2,0.28,-0.91,0.37,-0.91,0.37
4.968,-1.19,0.32,-0.91,0.37,-0.91,0.37
4.998,-1.18,0.29,-0.91,0.37,-0.91,0.36
5.027,-1.14,0.21,-0.91,0.37,-0.91,0.36
5.057,-1.13,0.18,-0.91,0.36,-0.91,0.36
5.084,-1.09,0.29,-0.91,0.36,-0.91,0.36
5.111,-1.1,0.32,-0.91,0.36,-0.91,0.36
5.14,-1.14,0.33,-0.91,0.36,-0.91,0.36
5.167,-1.21,0.32,-0.91,0.36,-0.91,0.36
5.194,-1.19,0.23,-0.91,0.36,-0.92,0.36
5.221,-1.14,0.2,-0.91,0.36,-0.92,0.36
5.249,-1.14,0.23,-0.91,0.36,-0.91,0.36
5.276,-1.15,0.27,-0.91,0.36,-0.91,0.36
5.305,-1.21,0.34,-0.91,0.36,-0.91,0.36
5.333,-1.2,0.29,-0.91,0.36,-0.91,0.36
5.359,-1.15,0.23,-0.91,0.36,-0.91,0.36
5.388,-1.12,0.23,-0.91,0.36,-0.91,0.36
5.417,-1.05,0.29,-0.91,0.36,-0.91,0.36
5.444,-1.11,0.27,-0.91,0.36,-0.91,0.36
5.471,-1.14,0.29,-0.91,0.36,-0.91,0.36
5.5,-1.17,0.32,-0.91,0.36,-0.91,0.36
5.527,-1.18,0.32,-0.91,0.36,-0.91,0.36
5.554,-1.11,0.25,-0.91,0.36,-0.91,0.36
5.581,-1.09,0.25,-0.91,0.36,-0.91,0.36
5.609,-1.1,0.32,-0.91,0.36,-0.91,0.36
5.636,-1.09,0.35,-0.91,0.36,-0.91,0.36
5.664,-1.1,0.3,-0.91,0.36,-0.91,0.36
5.691,-1.23,0.2,-0.91,0.37,-0.91,0.36
5.72,-1.23,0.25,-0.91,0.37,-0.92,0.36
5.747,-1.15,0.32,-0.91,0.37,-0.92,0.36
5.774,-1.09,0.31,-0.91,0.36,-0.92,0.36
5.801,-1.12,0.3,-0.91,0.36,-0.92,0.36
5.829,-1.17,0.28,-0.91,0.36,-0.91,0.36
5.857,-1.17,0.28,-0.91,0.36,-0.91,0.36
5.884,-1.1,0.25,-0.91,0.37,-0.91,0.36
5.911,-1.07,0.28,-0.91,0.37,-0.91,0.36
5.939,-1.11,0.32,-0.91,0.36,-0.91,0.36
5.967,-1.14,0.3,-0.91,0.36,-0.91,0.36
5.994,-1.12,0.3,-0.91,0.36,-0.91,0.36
6.022,-1.18,0.31,-0.91,0.36,-0.91,0.36
6.049,-1.16,0.3,-0.91,0.37,-0.91,0.36
6.076,-1.11,0.22,-0.91,0.36,-0.91,0.36
6.103,-1.14,0.23,-0.91,0.36,-0.91,0.36
6.131,-1.22,0.3,-0.91,0.36,-0.91,0.36
6.16,-1.21,0.32,-0.91,0.36,-0.91,0.36
6.187,-1.22,0.31,-0.91,0.36,-0.92,0.36
6.214,-1.11,0.19,-0.91,0.36,-0.92,0.36
6.241,-1.06,0.19,-0.91,0.36,-0.92,0.36
6.269,-1.1,0.3,-0.91,0.36,-0.92,0.36
6.298,-1.14,0.3,-0.91,0.36,-0.92,0.36
6.325,-1.15,0.25,-0.91,0.36,-0.92,0.36
6.352,-1.18,0.28,-0.91,0.36,-0.92,0.36
6.38,-1.22,0.27,-0.91,0.36,-0.92,0.36
6.407,-1.11,0.25,-0.92,0.36,-0.92,0.36
6.434,-1.04,0.3,-0.91,0.36,-0.92,0.36
6.461,-1.09,0.3,-0.91,0.36,-0.91,0.36
6.49,-1.23,0.25,-0.91,0.36,-0.91,0.36
6.518,-1.23,0.26,-0.91,0.36,-0.92,0.36
6.546,-1.18,0.26,-0.91,0.36,-0.92,0.36
6.574,-1.15,0.25,-0.91,0.36,-0.92,0.36
6.602,-1.12,0.27,-0.91,0.36,-0.92,0.36
6.63,-1.11,0.27,-0.91,0.36,-0.92,0.36
6.657,-1.15,0.3,-0.91,0.36,-0.91,0.36
6.686,-1.23,0.29,-0.91,0.36,-0.92,0.36
6.715,-1.18,0.25,-0.91,0.36,-0.92,0.36
6.741,-1.13,0.25,-0.91,0.36,-0.92,0.36
6.768,-1.1,0.26,-0.91,0.36,-0.92,0.36
6.796,-1.1,0.35,-0.91,0.36,-0.92,0.36
6.823,-1.19,0.33,-0.91,0.36,-0.92,0.36
6.851,-1.14,0.25,-0.91,0.36,-0.92,0.36
6.878,-1.14,0.28,-0.91,0.36,-0.92,0.36
6.906,-1.08,0.32,-0.91,0.36,-0.91,0.36
6.934,-1.08,0.32,-0.91,0.36,-0.91,0.36
6.966,-1.09,0.32,-0.91,0.36,-0.91,0.36
6.993,-1.15,0.26,-0.91,0.36,-0.91,0.36
7.02,-1.18,0.25,-0.91,0.36,-0.91,0.36
7.049,-1.16,0.28,-0.91,0.36,-0.91,0.36
7.077,-1.14,0.33,-0.91,0.36,-0.91,0.36
7.104,-1.09,0.3,-0.91,0.36,-0.91,0.36
7.131,-1.12,0.31,-0.91,0.36,-0.91,0.36
7.158,-1.16,0.32,-0.91,0.36,-0.91,0.36
7.185,-1.19,0.26,-0.91,0.37,-0.91,0.36
7.212,-1.17,0.26,-0.91,0.36,-0.91,0.36
7.241,-1.2,0.29,-0.91,0.36,-0.92,0.36
7.267,-1.2,0.26,-0.91,0.36,-0.92,0.36
7.296,-1.14,0.28,-0.92,0.36,-0.92,0.36
7.322,-1.11,0.3,-0.91,0.36,-0.92,0.36
7.35,-1.16,0.34,-0.91,0.36,-0.92,0.36
7.378,-1.18,0.3,-0.91,0.37,-0.92,0.37
7.405,-1.15,0.18,-0.92,0.37,-0.92,0.36
7.432,-1.1,0.21,-0.92,0.36,-0.92,0.36
7.46,-1.16,0.32,-0.92,0.36,-0.92,0.36
7.488,-1.18,0.31,-0.91,0.36,-0.92,0.36
7.515,-1.18,0.25,-0.91,0.36,-0.92,0.36
7.543,-1.15,0.28,-0.91,0.36,-0.92,0.36
7.571,-1.16,0.28,-0.91,0.36,-0.92,0.36
7.599,-1.07,0.23,-0.91,0.36,-0.92,0.36
7.628,-1.04,0.23,-0.91,0.36,-0.91,0.36
7.656,-1.14,0.29,-0.91,0.36,-0.91,0.36
7.684,-1.19,0.3,-0.91,0.36,-0.91,0.36
7.711,-1.14,0.37,-0.91,0.36,-0.91,0.36
7.739,-1.11,0.31,-0.91,0.36,-0.91,0.36
7.767,-1.12,0.25,-0.91,0.36,-0.91,0.36
7.795,-1.16,0.28,-0.91,0.36,-0.91,0.36
7.824,-1.12,0.28,-0.91,0.36,-0.91,0.36
7.851,-1.08,0.27,-0.91,0.36,-0.91,0.36
7.878,-1.13,0.31,-0.91,0.36,-0.91,0.36
7.916,-1.15,0.3,-0.91,0.36,-0.91,0.36
7.946,-1.11,0.3,-0.91,0.36,-0.91,0.36
7.972,-1.08,0.3,-0.91,0.36,-0.91,0.36
8.0,-1.1,0.28,-0.91,0.36,-0.91,0.36
8.03,-1.21,0.28,-0.91,0.36,-0.91,0.36
8.057,-1.17,0.29,-0.91,0.36,-0.91,0.36
8.084,-1.13,0.29,-0.91,0.36,-0.91,0.36
8.112,-1.16,0.3,-0.91,0.36,-0.91,0.36
8.139,-1.17,0.27,-0.91,0.36,-0.91,0.36
8.166,-1.14,0.26,-0.91,0.36,-0.91,0.36
8.194,-1.14,0.27,-0.91,0.36,-0.91,0.36
8.222,-1.19,0.23,-0.91,0.36,-0.92,0.36
8.25,-1.22,0.25,-0.91,0.36,-0.92,0.36
8.277,-1.18,0.3,-0.92,0.36,-0.92,0.36
8.305,-1.1,0.3,-0.92,0.36,-0.92,0.36
8.333,-1.11,0.3,-0.91,0.36,-0.92,0.36
8.362,-1.12,0.32,-0.91,0.36,-0.92,0.36
8.39,-1.14,0.24,-0.91,0.36,-0.92,0.36
8.417,-1.14,0.25,-0.91,0.36,-0.92,0.36
8.446,-1.15,0.27,-0.91,0.36,-0.92,0.36
8.472,-1.13,0.25,-0.91,0.36,-0.91,0.36
8.5,-1.11,0.26,-0.91,0.36,-0.91,0.36
8.528,-1.16,0.32,-0.91,0.36,-0.92,0.36
8.556,-1.16,0.31,-0.91,0.36,-0.92,0.36
8.584,-1.12,0.23,-0.91,0.36,-0.92,0.36
8.612,-1.13,0.23,-0.91,0.36,-0.92,0.36
8.64,-1.12,0.26,-0.92,0.36,-0.92,0.36
8.668,-1.11,0.31,-0.92,0.36,-0.92,0.36
8.695,-1.14,0.3,-0.92,0.36,-0.92,0.36
8.723,-1.16,0.3,-0.92,0.36,-0.92,0.36
8.751,-1.2,0.28,-0.92,0.36,-0.92,0.36
8.781,-1.18,0.28,-0.92,0.36,-0.92,0.36
8.809,-1.2,0.3,-0.92,0.36,-0.92,0.36
8.838,-1.14,0.31,-0.92,0.36,-0.92,0.36
8.865,-1.12,0.26,-0.92,0.36,-0.92,0.36
8.894,-1.16,0.23,-0.92,0.36,-0.92,0.36
8.922,-1.14,0.19,-0.92,0.36,-0.92,0.36
8.95,-1.14,0.24,-0.92,0.35,-0.92,0.35
8.978,-1.14,0.29,-0.92,0.35,-0.92,0.35
9.005,-1.11,0.3,-0.92,0.35,-0.92,0.35
9.033,-1.13,0.3,-0.92,0.35,-0.92,0.35
9.06,-1.14,0.32,-0.92,0.35,-0.92,0.35
9.087,-1.12,0.32,-0.92,0.35,-0.92,0.35
9.115,-1.12,0.28,-0.92,0.35,-0.92,0.35
9.144,-1.15,0.25,-0.92,0.35,-0.92,0.35
9.171,-1.1,0.27,-0.92,0.35,-0.92,0.35
9.199,-1.07,0.28,-0.92,0.35,-0.92,0.35
9.226,-1.12,0.3,-0.92,0.35,-0.92,0.35
9.253,-1.06,0.3,-0.92,0.35,-0.92,0.35
9.28,-1.08,0.28,-0.92,0.35,-0.92,0.35
9.307,-1.15,0.32,-0.92,0.35,-0.92,0.35
9.336,-1.12,0.34,-0.92,0.35,-0.92,0.35
9.364,-1.14,0.3,-0.92,0.35,-0.92,0.35
9.392,-1.14,0.32,-0.92,0.35,-0.92,0.35
9.419,-1.17,0.32,-0.92,0.36,-0.92,0.36
9.448,-1.12,0.21,-0.92,0.36,-0.92,0.36
9.475,-1.1,0.23,-0.92,0.36,-0.92,0.36
9.503,-1.18,0.32,-0.92,0.36,-0.92,0.36
9.533,-1.2,0.32,-0.92,0.36,-0.92,0.36
9.57,-1.14,0.29,-0.92,0.36,-0.92,0.36
9.597,-1.1,0.26,-0.92,0.36,-0.92,0.36
9.624,-1.08,0.3,-0.92,0.36,-0.92,0.36
9.658,-1.2,0.27,-0.92,0.36,-0.92,0.36
9.686,-1.17,0.26,-0.92,0.36,-0.92,0.36
9.713,-1.07,0.22,-0.92,0.36,-0.92,0.35
9.741,-1.1,0.25,-0.92,0.36,-0.92,0.35
9.77,-1.14,0.3,-0.92,0.36,-0.92,0.36
9.798,-1.17,0.32,-0.92,0.36,-0.92,0.36
9.827,-1.13,0.25,-0.92,0.36,-0.92,0.36
9.855,-1.1,0.24,-0.91,0.36,-0.92,0.36
9.883,-1.25,0.28,-0.91,0.36,-0.92,0.35
9.912,-1.21,0.28,-0.92,0.36,-0.92,0.35
9.94,-0.96,0.22,-0.92,0.36,-0.92,0.35
9.969,-1.09,0.52,-0.91,0.35,-0.91,0.35
9.996,-1.25,0.47,-0.91,0.35,-0.91,0.35
10.023,-1.24,0.18,-0.91,0.36,-0.92,0.35
10.052,-1.11,0.18,-0.91,0.36,-0.92,0.35
10.079,-0.99,0.36,-0.91,0.35,-0.91,0.35
10.106,-1.22,0.42,-0.91,0.35,-0.91,0.35
10.134,-1.16,0.3,-0.91,0.35,-0.91,0.35
10.162,-1.11,0.22,-0.91,0.36,-0.91,0.35
10.189,-1.08,0.3,-0.91,0.36,-0.91,0.36
10.217,-1.2,0.41,-0.91,0.36,-0.92,0.36
10.244,-1.19,0.43,-0.91,0.36,-0.92,0.36
10.272,-1.1,0.21,-0.91,0.36,-0.91,0.35
10.301,-1.05,0.19,-0.91,0.36,-0.91,0.35
10.328,-1.21,0.36,-0.91,0.35,-0.91,0.35
10.355,-1.18,0.31,-0.91,0.35,-0.91,0.35
10.384,-1.1,0.22,-0.91,0.36,-0.91,0.35
10.412,-1.06,0.31,-0.91,0.35,-0.91,0.35
10.439,-1.13,0.27,-0.91,0.35,-0.91,0.35
10.466,-1.12,0.23,-0.91,0.35,-0.91,0.35
10.495,-1.19,0.28,-0.91,0.35,-0.91,0.35
10.524,-1.19,0.29,-0.91,0.35,-0.92,0.35
10.552,-1.17,0.25,-0.91,0.35,-0.92,0.35
10.58,-1.09,0.3,-0.91,0.35,-0.91,0.35
10.607,-1.08,0.25,-0.91,0.35,-0.91,0.35
10.637,-1.16,0.19,-0.91,0.35,-0.91,0.35
10.665,-1.21,0.29,-0.91,0.35,-0.91,0.35
10.692,-1.16,0.25,-0.91,0.35,-0.92,0.35
10.72,-1.08,0.2,-0.91,0.35,-0.92,0.35
10.748,-1.13,0.32,-0.91,0.35,-0.92,0.35
10.775,-1.14,0.33,-0.91,0.35,-0.92,0.35
10.803,-1.1,0.24,-0.91,0.35,-0.91,0.35
10.83,-1.18,0.22,-0.91,0.35,-0.92,0.35
10.859,-1.23,0.3,-0.91,0.35,-0.92,0.35
10.887,-1.12,0.29,-0.91,0.35,-0.92,0.35
10.914,-1.12,0.28,-0.91,0.35,-0.91,0.35
10.942,-1.09,0.21,-0.91,0.35,-0.91,0.35
10.97,-1.05,0.22,-0.91,0.35,-0.91,0.35
10.998,-1.08,0.28,-0.91,0.35,-0.91,0.35
11.026,-1.16,0.31,-0.91,0.35,-0.91,0.35
11.054,-1.13,0.26,-0.91,0.35,-0.91,0.35
11.082,-1.15,0.29,-0.91,0.35,-0.91,0.35
11.109,-1.15,0.29,-0.91,0.35,-0.91,0.35
11.137,-1.08,0.23,-0.91,0.35,-0.91,0.35
11.174,-1.12,0.24,-0.91,0.35,-0.91,0.35
11.202,-1.2,0.25,-0.91,0.35,-0.91,0.35
11.231,-1.19,0.26,-0.91,0.35,-0.91,0.35
11.26,-1.12,0.29,-0.91,0.35,-0.91,0.35
11.29,-1.13,0.34,-0.91,0.35,-0.91,0.35
11.317,-1.17,0.3,-0.91,0.35,-0.91,0.35
11.345,-1.14,0.22,-0.91,0.35,-0.91,0.35
11.372,-1.15,0.21,-0.91,0.35,-0.91,0.35
11.401,-1.23,0.25,-0.91,0.35,-0.92,0.35
11.429,-1.17,0.28,-0.91,0.35,-0.91,0.35
11.455,-1.09,0.34,-0.91,0.35,-0.91,0.35
11.483,-1.07,0.3,-0.91,0.35,-0.91,0.35
11.512,-1.12,0.23,-0.91,0.35,-0.91,0.35
11.54,-1.16,0.24,-0.91,0.35,-0.91,0.35
11.567,-1.17,0.21,-0.91,0.35,-0.91,0.35
11.595,-1.15,0.27,-0.91,0.35,-0.91,0.35
11.622,-1.16,0.28,-0.91,0.35,-0.91,0.35
11.65,-1.15,0.27,-0.91,0.35,-0.91,0.35
11.679,-1.2,0.21,-0.91,0.35,-0.91,0.35
11.708,-1.16,0.22,-0.91,0.35,-0.91,0.35
11.736,-1.16,0.27,-0.91,0.35,-0.91,0.35
11.764,-1.18,0.31,-0.91,0.35,-0.91,0.35
11.792,-1.17,0.28,-0.91,0.35,-0.91,0.35
11.819,-1.18,0.21,-0.91,0.35,-0.91,0.35
11.848,-1.18,0.23,-0.91,0.35,-0.91,0.35
11.875,-1.16,0.25,-0.91,0.35,-0.91,0.35
11.904,-1.18,0.28,-0.91,0.35,-0.92,0.35
11.931,-1.13,0.29,-0.91,0.35,-0.92,0.35
11.958,-1.12,0.3,-0.91,0.35,-0.91,0.35
11.985,-1.08,0.28,-0.91,0.35,-0.91,0.35
12.012,-1.09,0.28,-0.91,0.35,-0.91,0.35
12.039,-1.18,0.3,-0.91,0.35,-0.91,0.35
12.067,-1.09,0.32,-0.91,0.35,-0.91,0.35
12.094,-1.1,0.32,-0.91,0.35,-0.91,0.35
12.121,-1.18,0.29,-0.91,0.35,-0.91,0.35
12.148,-1.16,0.27,-0.91,0.35,-0.91,0.35
12.177,-1.09,0.26,-0.91,0.35,-0.92,0.35
12.204,-1.07,0.27,-0.91,0.35,-0.91,0.35
12.232,-1.11,0.29,-0.91,0.35,-0.91,0.35
12.26,-1.14,0.3,-0.91,0.35,-0.91,0.35
12.289,-1.14,0.28,-0.91,0.35,-0.91,0.35
12.323,-1.18,0.22,-0.91,0.35,-0.91,0.35
12.351,-1.2,0.26,-0.91,0.35,-0.91,0.35
12.378,-1.2,0.31,-0.91,0.35,-0.92,0.35
12.405,-1.17,0.28,-0.91,0.35,-0.92,0.35
12.433,-1.17,0.26,-0.91,0.35,-0.91,0.35
12.46,-1.17,0.25,-0.91,0.35,-0.91,0.35
12.487,-1.11,0.28,-0.91,0.35,-0.91,0.35
