Time (s),Accel Roll (deg),Gyro Roll (deg)
33.215,8.38,8.67
33.229,8.41,8.67
33.243,8.42,8.67
33.258,8.4,8.67
33.272,8.39,8.67
33.286,8.46,8.67
33.3,8.44,8.67
33.314,8.43,8.67
33.329,8.43,8.67
33.343,8.42,8.67
33.357,8.42,8.67
33.372,8.39,8.67
33.386,8.45,8.67
33.4,8.42,8.67
33.414,8.38,8.67
33.428,8.38,8.67
33.443,8.37,8.67
33.457,8.38,8.67
33.471,8.42,8.67
33.485,8.41,8.66
33.499,8.4,8.66
33.513,8.44,8.66
33.528,8.41,8.66
33.542,8.41,8.66
33.556,8.4,8.66
33.571,8.41,8.66
33.585,8.38,8.66
33.599,8.4,8.66
33.613,8.4,8.66
33.627,8.38,8.66
33.641,8.34,8.66
33.656,8.39,8.66
33.67,8.41,8.66
33.684,8.4,8.66
33.699,8.39,8.66
33.713,8.36,8.66
33.727,8.38,8.66
33.741,8.38,8.66
33.756,8.39,8.65
33.77,8.4,8.65
33.784,8.39,8.65
33.798,8.36,8.65
33.812,8.42,8.65
33.826,8.38,8.65
33.84,8.31,8.65
33.855,8.33,8.65
33.869,8.4,8.65
33.883,8.43,8.65
33.897,8.46,8.65
33.911,8.39,8.65
33.925,8.33,8.65
33.939,8.33,8.64
33.953,8.38,8.64
33.968,8.44,8.64
33.982,8.43,8.64
33.996,8.4,8.64
34.01,8.4,8.64
34.024,8.39,8.64
34.038,8.4,8.64
34.053,8.42,8.64
34.067,8.43,8.64
34.081,8.42,8.64
34.095,8.4,8.64
34.109,8.41,8.64
34.123,8.39,8.64
34.138,8.38,8.64
34.152,8.41,8.64
34.166,8.4,8.64
34.18,8.37,8.64
34.195,8.36,8.64
34.209,8.4,8.64
34.223,8.39,8.64
34.237,8.47,8.64
34.252,8.49,8.64
34.266,8.43,8.64
34.28,8.4,8.64
34.294,8.4,8.64
34.308,8.36,8.64
34.322,8.34,8.64
34.337,8.43,8.64
34.353,8.46,8.64
34.367,8.43,8.64
34.381,8.39,8.64
34.395,8.44,8.64
34.409,8.43,8.64
34.424,8.39,8.64
34.438,8.38,8.64
34.452,8.37,8.64
34.466,8.34,8.64
34.48,8.35,8.63
34.495,8.36,8.63
34.509,8.36,8.63
34.523,8.49,8.63
34.537,8.48,8.63
34.551,8.44,8.63
34.566,8.39,8.63
34.58,8.37,8.63
34.594,8.41,8.63
34.608,8.42,8.63
34.622,8.41,8.63
34.637,8.39,8.63
34.651,8.37,8.63
34.665,8.34,8.63
34.681,8.38,8.63
34.695,8.43,8.63
34.71,8.47,8.63
34.724,8.44,8.63
34.738,8.46,8.63
34.752,8.46,8.63
34.766,8.41,8.63
34.78,8.41,8.62
34.795,8.41,8.62
34.809,8.43,8.62
34.823,8.42,8.62
34.837,8.39,8.63
34.852,8.36,8.62
34.866,8.38,8.62
34.88,8.39,8.62
34.897,8.39,8.62
34.911,8.39,8.62
34.926,8.39,8.63
34.94,8.44,8.63
34.954,8.44,8.63
34.968,8.4,8.63
34.983,8.42,8.63
34.997,8.42,8.62
35.011,8.38,8.62
35.025,8.4,8.62
35.039,8.43,8.62
35.053,8.43,8.62
35.067,8.45,8.62
35.081,8.45,8.62
35.096,8.38,8.62
35.11,8.33,8.62
35.124,8.33,8.62
35.138,8.42,8.62
35.152,8.47,8.62
35.166,8.43,8.62
35.181,8.37,8.62
35.195,8.47,8.62
35.209,8.45,8.62
35.223,8.45,8.62
35.238,8.45,8.62
35.252,8.4,8.62
35.266,8.38,8.62
35.281,8.38,8.62
35.295,8.4,8.62
35.309,8.41,8.62
35.323,8.44,8.62
35.337,8.44,8.62
35.351,8.45,8.62
35.366,8.43,8.62
35.38,8.4,8.62
35.394,8.44,8.62
35.408,8.4,8.62
35.422,8.39,8.62
35.437,8.39,8.62
35.451,8.41,8.62
35.465,8.41,8.62
35.48,8.42,8.62
35.494,8.46,8.62
35.508,8.42,8.62
35.522,8.39,8.62
35.536,8.45,8.62
35.55,8.46,8.62
35.565,8.41,8.62
35.579,8.38,8.62
35.593,8.4,8.62
35.607,8.43,8.62
35.622,8.44,8.62
35.636,8.38,8.62
35.651,8.39,8.62
35.665,8.44,8.62
35.68,8.36,8.62
35.694,8.37,8.62
35.708,8.46,8.62
35.722,8.42,8.62
35.736,8.39,8.62
35.751,8.38,8.62
35.765,8.38,8.62
35.78,8.43,8.62
35.794,8.41,8.62
35.808,8.33,8.62
35.822,8.37,8.61
35.837,8.41,8.61
35.851,8.47,8.62
35.865,8.47,8.62
35.879,8.48,8.62
35.893,8.46,8.62
35.908,8.42,8.62
35.921,8.41,8.62
35.936,8.33,8.62
35.95,8.35,8.62
35.964,8.45,8.62
35.978,8.5,8.62
35.993,8.41,8.62
36.007,8.34,8.62
36.021,8.4,8.62
36.035,8.42,8.62
36.05,8.45,8.62
36.064,8.43,8.62
36.078,8.42,8.62
36.093,8.4,8.62
36.107,8.44,8.62
36.121,8.38,8.62
36.135,8.39,8.62
36.149,8.44,8.62
36.163,8.4,8.62
36.177,8.42,8.62
36.191,8.43,8.62
36.206,8.43,8.62
36.221,8.44,8.62
36.235,8.4,8.62
36.249,8.38,8.62
36.263,8.43,8.62
36.277,8.42,8.62
36.292,8.36,8.62
36.306,8.39,8.62
36.32,8.42,8.61
36.334,8.39,8.61
36.349,8.36,8.61
36.363,8.41,8.61
36.377,8.41,8.61
36.391,8.36,8.62
36.406,8.33,8.61
36.42,8.33,8.61
36.434,8.44,8.61
36.448,8.44,8.61
36.462,8.42,8.61
36.477,8.45,8.61
36.491,8.45,8.62
36.505,8.43,8.62
36.52,8.42,8.62
36.534,8.44,8.62
36.548,8.47,8.62
36.562,8.41,8.62
36.576,8.38,8.62
36.591,8.41,8.61
36.605,8.4,8.61
36.619,8.4,8.61
36.636,8.38,8.61
36.651,8.41,8.62
36.665,8.41,8.61
36.68,8.38,8.61
36.694,8.38,8.61
36.708,8.38,8.61
36.723,8.41,8.61
36.738,8.41,8.61
36.752,8.41,8.61
36.767,8.42,8.61
36.781,8.42,8.61
36.795,8.42,8.62
36.809,8.45,8.62
36.824,8.48,8.61
36.838,8.39,8.61
36.852,8.37,8.61
36.866,8.38,8.61
36.881,8.4,8.61
36.895,8.4,8.61
36.909,8.38,8.61
36.924,8.39,8.61
36.938,8.43,8.61
36.952,8.42,8.61
36.966,8.41,8.61
36.98,8.39,8.61
36.995,8.42,8.61
37.009,8.44,8.61
37.023,8.44,8.61
37.037,8.42,8.61
37.052,8.42,8.61
37.066,8.46,8.61
37.08,8.43,8.61
37.094,8.36,8.61
37.108,8.39,8.61
37.123,8.41,8.61
37.137,8.38,8.61
37.151,8.36,8.61
37.165,8.42,8.61
37.179,8.4,8.61
37.193,8.39,8.61
37.208,8.43,8.6
37.222,8.4,8.6
37.236,8.36,8.61
37.25,8.37,8.61
37.264,8.4,8.61
37.282,8.44,8.61
37.296,8.42,8.61
37.31,8.37,8.61
37.325,8.35,8.61
37.339,8.33,8.61
37.353,8.4,8.61
37.367,8.43,8.61
37.381,8.42,8.61
37.396,8.43,8.61
37.41,8.36,8.61
37.424,8.39,8.61
37.438,8.43,8.61
37.452,8.46,8.61
37.466,8.44,8.61
37.48,8.4,8.61
37.495,8.4,8.61
37.509,8.4,8.61
37.523,8.4,8.61
37.537,8.44,8.61
37.552,8.43,8.61
37.566,8.42,8.61
37.58,8.36,8.61
37.595,8.34,8.61
37.609,8.4,8.61
37.623,8.44,8.61
37.637,8.48,8.61
37.651,8.46,8.61
37.665,8.43,8.61
37.68,8.37,8.61
37.694,8.38,8.61
37.709,8.4,8.61
37.723,8.45,8.61
37.737,8.43,8.61
37.751,8.39,8.61
37.765,8.42,8.61
37.78,8.43,8.61
37.794,8.43,8.61
37.808,8.42,8.61
37.822,8.43,8.61
37.837,8.38,8.61
37.851,8.38,8.61
37.865,8.34,8.61
37.879,8.36,8.61
37.894,8.42,8.61
37.908,8.41,8.61
37.922,8.41,8.61
37.936,8.41,8.61
37.95,8.4,8.61
37.965,8.43,8.61
37.979,8.43,8.61
37.993,8.42,8.61
38.007,8.42,8.61
38.022,8.41,8.61
38.036,8.43,8.61
38.05,8.43,8.61
38.064,8.39,8.61
38.078,8.41,8.61
38.092,8.35,8.61
38.107,8.35,8.61
38.121,8.4,8.61
38.136,8.44,8.6
38.15,8.39,8.6
38.164,8.47,8.61
38.178,8.47,8.61
38.192,8.37,8.61
38.207,8.39,8.61
38.221,8.43,8.61
38.235,8.42,8.61
38.249,8.39,8.61
38.263,8.44,8.6
38.278,8.46,8.61
38.292,8.42,8.61
38.306,8.39,8.61
38.321,8.42,8.61
38.335,8.45,8.61
38.349,8.44,8.61
38.364,8.4,8.61
38.379,8.35,8.61
38.393,8.42,8.61
38.407,8.45,8.61
38.421,8.42,8.61
38.435,8.41,8.61
38.45,8.43,8.61
38.464,8.44,8.61
38.479,8.41,8.61
38.493,8.4,8.61
38.507,8.44,8.61
38.521,8.44,8.61
38.535,8.41,8.61
38.55,8.4,8.61
38.564,8.41,8.61
38.578,8.43,8.61
38.592,8.42,8.61
38.606,8.41,8.61
38.621,8.4,8.61
38.635,8.39,8.61
38.649,8.37,8.61
38.663,8.38,8.61
38.678,8.38,8.6
38.692,8.42,8.61
38.706,8.39,8.61
38.72,8.38,8.61
38.735,8.37,8.6
38.749,8.37,8.61
38.763,8.4,8.61
38.777,8.44,8.61
38.791,8.4,8.61
38.805,8.42,8.6
38.82,8.42,8.61
38.834,8.43,8.61
38.848,8.43,8.61
38.863,8.39,8.61
38.877,8.42,8.61
38.891,8.41,8.61
38.905,8.35,8.61
38.919,8.41,8.61
38.937,8.43,8.61
38.951,8.41,8.61
38.965,8.38,8.61
38.98,8.38,8.61
38.994,8.37,8.61
39.008,8.39,8.61
39.022,8.42,8.61
39.037,8.42,8.61
39.051,8.37,8.61
39.065,8.39,8.61
39.079,8.42,8.61
39.093,8.38,8.61
39.108,8.34,8.6
39.122,8.34,8.6
39.136,8.35,8.6
39.15,8.38,8.6
39.165,8.37,8.6
39.179,8.38,8.6
39.193,8.45,8.6
39.207,8.43,8.6
39.221,8.42,8.6
39.235,8.38,8.6
39.249,8.39,8.6
39.264,8.43,8.6
39.278,8.4,8.6
39.292,8.35,8.6
39.306,8.38,8.6
39.32,8.45,8.6
39.335,8.43,8.6
39.349,8.36,8.61
39.363,8.38,8.6
39.377,8.43,8.6
39.392,8.36,8.6
39.406,8.41,8.61
39.42,8.44,8.61
39.434,8.48,8.61
39.448,8.4,8.61
39.462,8.41,8.61
39.476,8.47,8.61
39.49,8.41,8.61
39.505,8.37,8.61
39.519,8.42,8.61
39.533,8.4,8.61
39.547,8.35,8.61
39.561,8.42,8.61
39.575,8.41,8.61
39.59,8.37,8.61
39.604,8.4,8.61
39.618,8.33,8.61
39.632,8.33,8.61
39.646,8.39,8.61
39.661,8.4,8.61
39.675,8.47,8.61
39.689,8.51,8.61
39.703,8.39,8.61
39.718,8.39,8.61
39.732,8.43,8.61
39.746,8.38,8.61
39.76,8.35,8.61
39.775,8.36,8.61
39.789,8.44,8.61
39.803,8.42,8.61
39.817,8.38,8.61
39.831,8.37,8.61
39.846,8.46,8.61
39.86,8.46,8.61
39.874,8.44,8.61
39.888,8.44,8.61
39.902,8.4,8.61
39.916,8.37,8.61
39.931,8.41,8.61
39.945,8.41,8.61
39.959,8.42,8.61
39.973,8.44,8.61
39.989,8.4,8.61
40.003,8.43,8.61
40.017,8.43,8.61
40.031,8.44,8.61
40.045,8.44,8.61
40.061,8.33,8.61
40.075,8.3,8.61
40.089,8.37,8.61
40.103,8.45,8.61
40.118,8.45,8.61
40.132,8.35,8.61
40.146,8.38,8.61
40.16,8.4,8.61
40.174,8.39,8.61
40.189,8.42,8.61
40.202,8.43,8.61
40.216,8.39,8.61
40.231,8.39,8.61
40.245,8.38,8.61
40.259,8.44,8.61
40.273,8.44,8.61
40.287,8.39,8.61
40.302,8.39,8.61
40.316,8.38,8.61
40.33,8.44,8.61
40.344,8.45,8.61
40.358,8.35,8.61
40.373,8.37,8.61
40.387,8.43,8.61
40.402,8.43,8.61
40.416,8.39,8.61
40.43,8.4,8.61
40.444,8.42,8.61
40.458,8.43,8.61
40.473,8.4,8.61
40.487,8.43,8.61
40.502,8.4,8.61
40.516,8.39,8.61
40.53,8.41,8.61
40.544,8.39,8.62
40.558,8.37,8.62
40.572,8.37,8.62
40.587,8.37,8.61
40.601,8.35,8.61
40.615,8.39,8.61
40.63,8.43,8.61
40.644,8.41,8.61
40.658,8.41,8.62
40.672,8.36,8.62
40.687,8.35,8.61
40.701,8.38,8.61
40.715,8.49,8.61
40.729,8.47,8.61
40.743,8.47,8.61
40.757,8.45,8.62
40.772,8.37,8.62
40.786,8.35,8.62
40.801,8.36,8.62
40.815,8.37,8.62
40.829,8.37,8.62
40.843,8.33,8.62
40.862,8.34,8.62
40.876,8.34,8.61
40.89,8.46,8.61
40.904,8.46,8.61
40.919,8.39,8.62
40.933,8.36,8.62
40.947,8.39,8.62
40.961,8.42,8.62
40.975,8.42,8.62
40.99,8.45,8.62
41.004,8.43,8.62
41.018,8.42,8.62
41.033,8.43,8.62
41.047,8.41,8.62
41.061,8.39,8.62
41.077,8.43,8.62
41.092,8.44,8.62
41.106,8.4,8.62
41.12,8.33,8.62
41.134,8.41,8.62
41.149,8.41,8.62
41.163,8.4,8.62
41.177,8.37,8.62
41.191,8.38,8.62
41.205,8.38,8.62
41.22,8.36,8.62
41.234,8.36,8.61
41.248,8.4,8.61
41.262,8.38,8.61
41.276,8.34,8.61
41.291,8.39,8.61
41.305,8.41,8.61
41.319,8.45,8.61
41.333,8.45,8.61
41.348,8.38,8.61
41.362,8.42,8.61
41.376,8.41,8.61
41.39,8.42,8.61
41.404,8.41,8.61
41.418,8.42,8.61
41.432,8.39,8.61
41.447,8.35,8.61
41.461,8.38,8.61
41.475,8.44,8.61
41.49,8.44,8.61
41.504,8.36,8.61
41.518,8.39,8.61
41.532,8.39,8.61
41.547,8.41,8.61
41.561,8.44,8.61
41.575,8.37,8.61
41.589,8.37,8.61
41.603,8.37,8.61
41.617,8.4,8.61
41.632,8.38,8.61
41.646,8.37,8.61
41.66,8.4,8.61
41.674,8.45,8.61
41.689,8.43,8.61
41.703,8.39,8.61
41.717,8.36,8.61
41.732,8.35,8.61
41.746,8.38,8.61
41.76,8.43,8.61
41.774,8.44,8.61
41.789,8.42,8.61
41.803,8.46,8.61
41.818,8.45,8.61
41.832,8.35,8.61
41.846,8.38,8.61
41.86,8.45,8.61
41.875,8.41,8.61
41.889,8.39,8.61
41.903,8.42,8.61
41.917,8.42,8.61
41.932,8.36,8.61
41.946,8.36,8.61
41.96,8.38,8.61
41.974,8.43,8.61
41.989,8.43,8.61
42.003,8.44,8.61
42.017,8.39,8.61
42.031,8.4,8.61
42.046,8.42,8.61
42.06,8.39,8.61
42.074,8.37,8.61
42.089,8.41,8.61
42.103,8.43,8.61
42.117,8.36,8.6
42.131,8.38,8.6
42.146,8.39,8.6
42.16,8.42,8.6
42.174,8.42,8.6
42.188,8.45,8.6
42.202,8.48,8.6
42.217,8.42,8.6
42.231,8.44,8.6
42.245,8.38,8.6
42.26,8.37,8.61
42.274,8.4,8.6
42.288,8.49,8.6
42.302,8.48,8.6
42.316,8.35,8.61
42.33,8.37,8.61
42.345,8.44,8.61
42.359,8.44,8.61
42.373,8.46,8.61
42.387,8.48,8.61
42.402,8.45,8.61
42.416,8.37,8.61
42.43,8.39,8.61
42.444,8.43,8.61
42.458,8.37,8.61
42.473,8.4,8.61
42.489,8.4,8.61
42.503,8.35,8.61
42.517,8.36,8.61
42.531,8.44,8.61
42.546,8.46,8.61
42.56,8.43,8.61
42.574,8.43,8.61
42.589,8.42,8.61
42.602,8.42,8.61
42.617,8.44,8.61
42.631,8.5,8.61
42.645,8.47,8.61
42.659,8.43,8.61
42.674,8.4,8.61
42.688,8.41,8.61
42.703,8.36,8.61
42.716,8.42,8.61
42.73,8.44,8.61
42.744,8.42,8.61
42.759,8.39,8.61
42.773,8.36,8.61
42.789,8.38,8.61
42.803,8.4,8.61
42.817,8.42,8.61
42.831,8.43,8.61
42.846,8.41,8.61
42.86,8.41,8.61
42.874,8.38,8.61
42.888,8.35,8.61
42.903,8.38,8.61
42.917,8.41,8.61
42.931,8.38,8.61
42.945,8.37,8.61
42.959,8.42,8.61
42.973,8.45,8.61
42.988,8.36,8.61
43.002,8.42,8.61
43.017,8.43,8.61
43.031,8.43,8.61
43.045,8.41,8.61
43.059,8.41,8.61
43.074,8.41,8.61
43.088,8.41,8.61
43.102,8.43,8.61
43.116,8.4,8.61
43.131,8.41,8.61
43.147,8.43,8.61
43.161,8.37,8.61
43.175,8.39,8.61
43.189,8.38,8.61
43.204,8.43,8.61
43.218,8.41,8.61
43.232,8.4,8.61
43.246,8.39,8.61
43.261,8.41,8.61
43.275,8.4,8.61
43.29,8.43,8.61
43.304,8.4,8.61
43.318,8.4,8.61
43.332,8.48,8.61
43.347,8.47,8.61
43.361,8.38,8.61
43.375,8.3,8.61
43.389,8.32,8.61
43.403,8.44,8.61
43.417,8.44,8.61
43.432,8.41,8.61
43.446,8.42,8.61
43.46,8.43,8.61
43.475,8.4,8.61
43.489,8.37,8.61
43.503,8.37,8.61
43.517,8.41,8.61
43.532,8.44,8.61
43.546,8.37,8.61
43.56,8.34,8.61
43.576,8.35,8.61
43.59,8.45,8.61
43.604,8.44,8.61
43.618,8.41,8.61
43.633,8.37,8.61
43.647,8.37,8.61
43.662,8.44,8.61
43.676,8.48,8.61
43.69,8.44,8.61
43.704,8.45,8.61
43.719,8.41,8.61
43.733,8.4,8.61
43.747,8.38,8.61
43.761,8.4,8.61
43.775,8.46,8.61
43.79,8.39,8.61
43.804,8.37,8.61
43.818,8.43,8.61
43.833,8.43,8.61
43.847,8.43,8.61
43.861,8.43,8.61
43.875,8.41,8.61
43.89,8.41,8.61
43.904,8.41,8.61
43.918,8.35,8.61
43.932,8.32,8.61
43.946,8.41,8.6
43.961,8.43,8.6
43.975,8.46,8.6
43.989,8.45,8.6
44.003,8.41,8.6
44.018,8.41,8.6
44.032,8.41,8.6
44.046,8.42,8.61
44.06,8.44,8.61
44.075,8.45,8.61
44.089,8.46,8.61
44.103,8.42,8.61
44.117,8.37,8.61
44.132,8.39,8.61
44.146,8.35,8.61
44.16,8.39,8.61
44.174,8.44,8.6
44.188,8.4,8.61
44.203,8.38,8.6
44.217,8.49,8.6
44.231,8.45,8.6
44.245,8.42,8.61
44.259,8.43,8.61
44.274,8.43,8.61
44.288,8.45,8.61
44.302,8.39,8.61
44.316,8.39,8.61
44.33,8.39,8.61
44.345,8.41,8.61
44.359,8.44,8.61
44.373,8.5,8.61
44.387,8.49,8.61
44.401,8.42,8.61
44.416,8.37,8.61
44.43,8.37,8.61
44.444,8.37,8.61
44.458,8.4,8.61
44.473,8.41,8.61
44.487,8.44,8.61
44.501,8.42,8.61
44.516,8.41,8.61
44.53,8.36,8.61
44.544,8.4,8.61
44.558,8.47,8.61
44.572,8.43,8.61
44.586,8.42,8.61
44.601,8.41,8.61
44.615,8.35,8.61
44.629,8.44,8.61
44.643,8.44,8.61
44.657,8.45,8.61
44.671,8.45,8.61
44.686,8.39,8.61
44.7,8.39,8.61
44.714,8.42,8.61
44.728,8.39,8.61
44.742,8.4,8.61
44.757,8.45,8.61
44.771,8.44,8.61
44.785,8.42,8.61
44.799,8.39,8.61
44.814,8.37,8.61
44.828,8.41,8.61
44.842,8.45,8.61
44.856,8.41,8.61
44.871,8.36,8.61
44.885,8.38,8.61
44.899,8.42,8.61
44.914,8.4,8.61
44.928,8.42,8.61
44.942,8.4,8.61
44.957,8.41,8.61
44.971,8.44,8.61
44.985,8.41,8.61
44.999,8.39,8.61
45.014,8.44,8.61
45.028,8.41,8.61
45.042,8.41,8.61
45.056,8.43,8.61
45.07,8.42,8.61
45.084,8.46,8.61
45.098,8.46,8.61
45.112,8.47,8.61
45.126,8.44,8.61
45.141,8.43,8.61
45.155,8.44,8.61
45.169,8.42,8.61
45.183,8.41,8.61
45.197,8.42,8.61
45.211,8.4,8.61
45.226,8.4,8.61
45.24,8.42,8.61
45.254,8.41,8.61
45.269,8.42,8.61
45.283,8.38,8.61
45.297,8.43,8.61
45.311,8.54,8.61
45.326,8.5,8.61
45.34,8.38,8.61
45.354,8.35,8.61
45.368,8.33,8.61
45.382,8.35,8.61
45.397,8.38,8.61
45.411,8.42,8.61
45.425,8.41,8.61
45.44,8.41,8.61
45.454,8.41,8.61
45.468,8.41,8.61
45.482,8.47,8.61
45.497,8.46,8.61
45.511,8.39,8.61
45.525,8.41,8.61
45.539,8.43,8.61
45.557,8.43,8.61
45.572,8.4,8.61
45.586,8.41,8.61
45.6,8.41,8.61
45.615,8.39,8.61
45.629,8.41,8.61
45.643,8.4,8.61
45.657,8.42,8.61
45.671,8.41,8.61
45.686,8.39,8.62
45.7,8.42,8.62
45.714,8.41,8.62
45.728,8.39,8.62
45.743,8.37,8.62
45.757,8.39,8.62
45.771,8.39,8.62
45.785,8.39,8.62
45.799,8.4,8.62
45.813,8.4,8.62
45.828,8.41,8.62
45.842,8.39,8.62
45.856,8.42,8.61
45.871,8.42,8.62
45.887,8.39,8.62
45.902,8.4,8.62
45.916,8.41,8.62
45.93,8.4,8.62
45.944,8.42,8.62
45.959,8.39,8.62
45.973,8.42,8.62
45.987,8.45,8.62
46.001,8.5,8.62
46.015,8.42,8.62
46.029,8.38,8.62
46.044,8.39,8.62
46.058,8.38,8.62
46.072,8.38,8.62
46.086,8.38,8.62
46.1,8.38,8.62
46.114,8.34,8.61
46.129,8.4,8.61
46.143,8.4,8.61
46.157,8.35,8.61
46.171,8.39,8.61
46.186,8.44,8.61
46.2,8.42,8.61
46.214,8.41,8.61
46.228,8.4,8.61
46.242,8.37,8.61
46.257,8.36,8.61
46.271,8.43,8.61
46.285,8.43,8.61
46.299,8.42,8.61
46.317,8.43,8.61
46.332,8.41,8.61
46.346,8.41,8.61
46.36,8.37,8.61
46.374,8.38,8.61
46.388,8.45,8.61
46.402,8.46,8.62
46.417,8.44,8.62
46.431,8.38,8.62
46.445,8.41,8.62
46.459,8.39,8.62
46.473,8.4,8.62
46.487,8.44,8.62
46.501,8.45,8.62
46.516,8.48,8.62
46.53,8.43,8.61
46.544,8.41,8.61
46.558,8.41,8.61
46.572,8.39,8.61
46.587,8.44,8.61
46.601,8.45,8.61
46.615,8.42,8.61
46.629,8.48,8.61
46.643,8.45,8.61
46.657,8.4,8.61
46.671,8.39,8.61
46.686,8.46,8.61
46.701,8.46,8.61
46.715,8.41,8.62
46.729,8.41,8.62
46.743,8.42,8.62
46.757,8.36,8.62
46.772,8.41,8.62
46.786,8.48,8.62
46.8,8.48,8.62
46.814,8.35,8.62
46.829,8.33,8.62
46.843,8.37,8.62
46.857,8.53,8.61
46.871,8.53,8.62
46.885,8.38,8.62
46.9,8.37,8.62
46.914,8.31,8.62
46.928,8.33,8.62
46.942,8.49,8.61
46.957,8.49,8.62
46.972,8.38,8.62
46.986,8.37,8.62
47.001,8.42,8.62
47.015,8.41,8.62
47.029,8.39,8.62
47.043,8.38,8.62
47.058,8.37,8.62
47.073,8.34,8.62
47.087,8.36,8.62
47.101,8.39,8.61
47.115,8.42,8.61
47.129,8.43,8.61
47.143,8.32,8.61
47.158,8.36,8.61
47.172,8.35,8.61
47.186,8.38,8.61
47.2,8.44,8.61
47.214,8.45,8.61
47.228,8.4,8.61
47.243,8.35,8.61
47.257,8.39,8.61
47.271,8.39,8.61
47.285,8.39,8.61
47.3,8.4,8.61
47.314,8.38,8.61
47.328,8.32,8.61
47.342,8.32,8.61
47.357,8.33,8.61
47.371,8.45,8.6
47.385,8.46,8.61
47.4,8.42,8.61
47.414,8.38,8.6
47.428,8.35,8.6
47.442,8.38,8.6
47.456,8.41,8.6
47.47,8.42,8.6
47.485,8.38,8.6
47.499,8.37,8.6
47.513,8.35,8.6
47.528,8.41,8.6
47.542,8.44,8.6
47.556,8.42,8.6
47.57,8.43,8.6
47.584,8.42,8.6
47.598,8.39,8.6
47.612,8.42,8.6
47.627,8.38,8.6
47.641,8.38,8.6
47.655,8.37,8.6
47.669,8.42,8.6
47.683,8.47,8.6
47.697,8.39,8.6
47.712,8.38,8.6
47.726,8.37,8.6
47.74,8.37,8.6
47.755,8.42,8.6
47.769,8.4,8.6
47.783,8.42,8.6
47.797,8.4,8.6
47.811,8.38,8.6
47.826,8.4,8.6
47.841,8.4,8.6
47.855,8.4,8.59
47.869,8.35,8.6
47.883,8.39,8.59
47.898,8.37,8.59
47.912,8.44,8.59
47.926,8.41,8.59
47.941,8.36,8.59
47.955,8.37,8.59
47.969,8.39,8.59
47.983,8.44,8.59
47.998,8.42,8.59
48.012,8.37,8.59
48.026,8.37,8.59
48.041,8.37,8.59
48.055,8.38,8.59
48.069,8.4,8.59
48.083,8.38,8.59
48.098,8.41,8.59
48.112,8.41,8.59
48.126,8.42,8.59
48.14,8.4,8.59
48.154,8.38,8.59
48.169,8.4,8.59
48.183,8.43,8.59
48.197,8.42,8.59
48.211,8.4,8.59
48.226,8.38,8.59
48.24,8.4,8.59
48.254,8.39,8.59
48.268,8.42,8.59
48.283,8.41,8.59
48.297,8.37,8.59
48.311,8.36,8.59
48.325,8.37,8.59
48.339,8.35,8.59
48.353,8.36,8.59
48.368,8.51,8.59
48.382,8.52,8.59
48.396,8.38,8.59
48.41,8.33,8.59
48.425,8.34,8.59
48.439,8.41,8.59
48.453,8.4,8.6
48.467,8.45,8.59
48.482,8.47,8.6
48.496,8.42,8.6
48.51,8.42,8.6
48.524,8.38,8.6
48.539,8.35,8.6
48.553,8.38,8.6
48.567,8.44,8.6
48.581,8.42,8.6
48.596,8.42,8.6
48.61,8.38,8.6
48.624,8.37,8.6
48.638,8.41,8.6
48.652,8.46,8.6
48.667,8.47,8.6
48.681,8.4,8.6
48.695,8.38,8.6
48.711,8.45,8.6
48.726,8.46,8.6
48.74,8.47,8.6
48.754,8.45,8.6
48.768,8.45,8.6
48.783,8.41,8.6
48.797,8.41,8.6
48.812,8.42,8.6
48.826,8.42,8.6
48.84,8.41,8.6
48.854,8.42,8.6
48.868,8.4,8.6
48.882,8.35,8.6
48.897,8.39,8.6
48.911,8.36,8.6
48.925,8.38,8.6
48.939,8.41,8.6
48.954,8.37,8.6
48.968,8.35,8.6
48.982,8.37,8.6
48.997,8.43,8.6
49.011,8.44,8.6
49.025,8.38,8.6
49.04,8.4,8.6
49.055,8.44,8.6
49.069,8.42,8.6
49.083,8.41,8.6
49.097,8.42,8.6
49.112,8.4,8.6
49.126,8.43,8.6
49.14,8.45,8.6
49.154,8.43,8.6
49.168,8.39,8.6
49.182,8.41,8.6
49.197,8.34,8.6
49.211,8.32,8.6
49.225,8.36,8.6
49.239,8.44,8.6
49.253,8.45,8.6
49.268,8.4,8.6
49.282,8.37,8.6
49.296,8.45,8.6
49.31,8.47,8.6
49.325,8.47,8.6
49.339,8.41,8.6
49.354,8.32,8.6
49.368,8.3,8.6
49.382,8.38,8.6
49.397,8.44,8.6
49.411,8.39,8.6
49.425,8.36,8.6
49.439,8.35,8.6
49.453,8.38,8.6
49.467,8.47,8.6
49.482,8.48,8.6
49.496,8.48,8.6
49.511,8.45,8.6
49.525,8.36,8.6
49.539,8.35,8.6
49.553,8.38,8.6
49.568,8.43,8.6
49.584,8.49,8.6
49.598,8.45,8.6
49.612,8.42,8.61
49.627,8.47,8.61
49.641,8.47,8.61
49.655,8.46,8.61
49.67,8.44,8.61
49.684,8.43,8.61
49.698,8.42,8.61
49.713,8.42,8.61
49.727,8.42,8.61
49.741,8.41,8.61
49.756,8.42,8.61
49.77,8.43,8.61
49.784,8.38,8.61
49.802,8.38,8.61
49.816,8.4,8.61
