Time (s),Gyro Roll (deg)
2.56,-0.78
2.575,-0.78
2.59,-0.78
2.604,-0.78
2.619,-0.77
2.633,-0.77
2.647,-0.78
2.662,-0.78
2.677,-0.78
2.692,-0.78
2.706,-0.78
2.721,-0.78
2.735,-0.78
2.749,-0.78
2.764,-0.78
2.778,-0.78
2.793,-0.78
2.807,-0.77
2.822,-0.77
2.836,-0.77
2.85,-0.78
2.865,-0.78
2.88,-0.78
2.895,-0.77
2.909,-0.77
2.924,-0.78
2.938,-0.78
2.953,-0.78
2.968,-0.78
2.982,-0.78
2.997,-0.78
3.011,-0.78
3.026,-0.78
3.04,-0.78
3.055,-0.78
3.069,-0.78
3.084,-0.78
3.101,-0.78
3.116,-0.78
3.13,-0.78
3.145,-0.78
3.16,-0.78
3.175,-0.78
3.19,-0.78
3.205,-0.78
3.22,-0.78
3.235,-0.77
3.249,-0.77
3.264,-0.77
3.278,-0.77
3.293,-0.78
3.308,-0.77
3.323,-0.77
3.338,-0.77
3.353,-0.77
3.367,-0.77
3.382,-0.77
3.396,-0.77
3.41,-0.77
3.425,-0.77
3.44,-0.77
3.454,-0.77
3.469,-0.77
3.483,-0.77
3.497,-0.77
3.512,-0.77
3.527,-0.77
3.541,-0.77
3.556,-0.77
3.57,-0.77
3.585,-0.77
3.599,-0.77
3.614,-0.77
3.629,-0.77
3.643,-0.77
3.658,-0.77
3.672,-0.77
3.687,-0.77
3.701,-0.77
3.716,-0.77
3.73,-0.77
3.745,-0.77
3.76,-0.77
3.775,-0.77
3.789,-0.77
3.804,-0.77
3.818,-0.77
3.833,-0.77
3.847,-0.77
3.862,-0.77
3.876,-0.77
3.891,-0.77
3.905,-0.78
3.92,-0.78
3.935,-0.78
3.95,-0.78
3.964,-0.78
3.979,-0.78
3.993,-0.78
4.008,-0.78
4.022,-0.78
4.037,-0.78
4.051,-0.78
4.066,-0.78
4.08,-0.78
4.094,-0.78
4.109,-0.77
4.124,-0.77
4.138,-0.77
4.152,-0.77
4.167,-0.77
4.181,-0.77
4.196,-0.77
4.21,-0.77
4.225,-0.77
4.239,-0.77
4.254,-0.78
4.268,-0.78
4.283,-0.78
4.297,-0.78
4.312,-0.77
4.326,-0.78
4.341,-0.78
4.355,-0.78
4.37,-0.78
4.384,-0.78
4.399,-0.78
4.414,-0.77
4.429,-0.77
4.443,-0.77
4.458,-0.78
4.472,-0.78
4.487,-0.78
4.501,-0.77
4.515,-0.77
4.53,-0.77
4.545,-0.77
4.559,-0.77
4.574,-0.77
4.588,-0.77
4.602,-0.77
4.619,-0.77
4.633,-0.77
4.647,-0.77
4.662,-0.77
4.677,-0.77
4.691,-0.77
4.705,-0.77
4.72,-0.77
4.734,-0.78
4.749,-0.77
4.763,-0.77
4.778,-0.77
4.792,-0.77
4.807,-0.77
4.821,-0.77
4.836,-0.78
4.851,-0.78
4.865,-0.78
4.88,-0.78
4.894,-0.78
4.909,-0.78
4.923,-0.78
4.94,-0.78
4.954,-0.78
4.969,-0.78
4.984,-0.78
4.998,-0.78
5.013,-0.78
5.027,-0.78
5.042,-0.78
5.056,-0.78
5.071,-0.78
5.085,-0.78
5.1,-0.78
5.114,-0.78
5.129,-0.78
5.143,-0.78
5.158,-0.78
5.172,-0.78
5.187,-0.78
5.201,-0.78
5.216,-0.78
5.23,-0.78
5.245,-0.78
5.259,-0.78
5.274,-0.78
5.289,-0.78
5.303,-0.78
5.318,-0.78
5.332,-0.78
5.346,-0.78
5.361,-0.78
5.378,-0.78
5.392,-0.78
5.407,-0.78
5.421,-0.78
5.436,-0.78
5.45,-0.77
5.465,-0.77
5.479,-0.77
5.494,-0.78
5.508,-0.78
5.523,-0.78
5.537,-0.78
5.551,-0.78
5.566,-0.78
5.58,-0.78
5.595,-0.78
5.609,-0.78
5.624,-0.77
5.638,-0.78
5.653,-0.78
5.667,-0.78
5.682,-0.78
5.696,-0.78
5.711,-0.78
5.725,-0.78
5.74,-0.78
5.754,-0.77
5.769,-0.77
5.784,-0.77
5.799,-0.77
5.813,-0.77
5.828,-0.77
5.842,-0.77
5.857,-0.77
5.871,-0.77
5.885,-0.77
5.9,-0.77
5.914,-0.77
5.929,-0.77
5.943,-0.77
5.958,-0.77
5.972,-0.77
5.987,-0.77
6.001,-0.77
6.016,-0.77
6.03,-0.77
6.045,-0.77
6.06,-0.77
6.074,-0.77
6.089,-0.77
6.103,-0.77
6.118,-0.77
6.132,-0.77
6.147,-0.77
6.161,-0.77
6.175,-0.77
6.19,-0.77
6.204,-0.77
6.219,-0.77
6.233,-0.77
6.248,-0.77
6.262,-0.77
6.277,-0.77
6.291,-0.77
6.306,-0.77
6.32,-0.77
6.335,-0.77
6.349,-0.77
6.363,-0.77
6.378,-0.77
6.392,-0.77
6.407,-0.77
6.421,-0.77
6.435,-0.77
6.45,-0.77
6.464,-0.77
6.479,-0.77
6.494,-0.77
6.508,-0.77
6.523,-0.77
6.537,-0.77
6.553,-0.77
6.567,-0.77
6.582,-0.77
6.596,-0.77
6.61,-0.77
6.625,-0.77
6.64,-0.77
6.654,-0.77
6.668,-0.77
6.683,-0.77
6.698,-0.77
6.712,-0.77
6.727,-0.77
6.741,-0.77
6.756,-0.77
6.771,-0.77
6.785,-0.77
6.8,-0.77
6.814,-0.77
6.829,-0.77
6.844,-0.77
6.858,-0.76
6.873,-0.76
6.887,-0.77
6.902,-0.77
6.917,-0.76
6.93,-0.76
6.945,-0.76
6.959,-0.76
6.974,-0.76
6.988,-0.76
7.003,-0.76
7.018,-0.76
7.032,-0.76
7.047,-0.76
7.061,-0.76
7.076,-0.76
7.09,-0.76
7.105,-0.76
7.119,-0.76
7.135,-0.76
7.15,-0.76
7.164,-0.76
7.179,-0.76
7.194,-0.76
7.208,-0.76
7.223,-0.76
7.237,-0.76
7.251,-0.76
7.266,-0.76
7.28,-0.76
7.295,-0.76
7.309,-0.76
7.324,-0.76
7.338,-0.76
7.353,-0.76
7.367,-0.76
7.382,-0.76
7.396,-0.76
7.411,-0.76
7.425,-0.76
7.44,-0.76
7.454,-0.76
7.469,-0.76
7.483,-0.76
7.498,-0.76
7.512,-0.76
7.527,-0.76
7.542,-0.76
7.556,-0.76
7.571,-0.76
7.585,-0.76
7.6,-0.76
7.614,-0.76
7.628,-0.76
7.643,-0.76
7.657,-0.76
7.672,-0.76
7.686,-0.76
7.7,-0.76
7.715,-0.76
7.73,-0.76
7.744,-0.76
7.758,-0.76
7.773,-0.76
7.787,-0.77
7.802,-0.77
7.816,-0.76
7.831,-0.76
7.845,-0.76
7.859,-0.76
7.874,-0.76
7.888,-0.76
7.903,-0.76
7.917,-0.76
7.932,-0.77
7.946,-0.77
7.961,-0.77
7.975,-0.77
7.99,-0.77
8.004,-0.77
8.019,-0.77
8.033,-0.77
8.047,-0.77
8.062,-0.77
8.077,-0.77
8.091,-0.77
8.106,-0.77
8.12,-0.77
8.135,-0.77
8.149,-0.77
8.164,-0.77
8.178,-0.77
8.193,-0.77
8.207,-0.77
8.221,-0.77
8.236,-0.77
8.25,-0.77
8.265,-0.77
8.279,-0.77
8.294,-0.77
8.308,-0.77
8.323,-0.77
8.338,-0.78
8.353,-0.77
8.367,-0.77
8.382,-0.78
8.396,-0.78
8.411,-0.78
8.425,-0.78
8.44,-0.78
8.454,-0.78
8.469,-0.77
8.483,-0.78
8.498,-0.78
8.512,-0.78
8.526,-0.78
8.541,-0.78
8.555,-0.78
8.57,-0.78
8.584,-0.78
8.599,-0.78
8.614,-0.78
8.628,-0.78
8.642,-0.78
8.657,-0.78
8.672,-0.78
8.686,-0.78
8.701,-0.78
8.715,-0.78
8.73,-0.78
8.744,-0.78
8.759,-0.78
8.773,-0.78
8.788,-0.78
8.802,-0.78
8.817,-0.78
8.831,-0.78
8.846,-0.78
8.86,-0.78
8.876,-0.78
8.891,-0.78
8.905,-0.78
8.92,-0.78
8.934,-0.78
8.949,-0.78
8.963,-0.78
8.978,-0.78
8.992,-0.78
9.007,-0.78
9.021,-0.78
9.036,-0.78
9.05,-0.78
9.065,-0.78
9.079,-0.78
9.094,-0.78
9.108,-0.78
9.123,-0.78
9.137,-0.78
9.151,-0.78
9.166,-0.78
9.18,-0.78
9.198,-0.78
9.213,-0.78
9.227,-0.78
9.242,-0.78
9.256,-0.78
9.27,-0.78
9.285,-0.78
9.299,-0.78
9.314,-0.78
9.328,-0.78
9.343,-0.78
9.358,-0.78
9.372,-0.78
9.386,-0.78
9.401,-0.78
9.422,-0.78
9.437,-0.78
9.451,-0.78
9.466,-0.78
9.48,-0.78
9.495,-0.78
9.509,-0.78
9.523,-0.78
9.538,-0.78
9.552,-0.78
9.567,-0.78
9.582,-0.78
9.596,-0.78
9.611,-0.78
9.625,-0.78
9.64,-0.78
9.654,-0.78
9.669,-0.78
9.683,-0.78
9.698,-0.78
9.712,-0.78
9.727,-0.78
9.741,-0.78
9.756,-0.78
9.77,-0.78
9.784,-0.78
9.799,-0.78
9.813,-0.78
9.827,-0.78
9.842,-0.78
9.856,-0.78
9.871,-0.78
9.885,-0.78
9.899,-0.78
9.914,-0.78
9.929,-0.78
9.943,-0.78
9.961,-0.78
9.974,-0.78
9.988,-0.78
10.003,-0.78
10.017,-0.78
10.032,-0.78
10.046,-0.78
10.061,-0.78
10.075,-0.78
10.09,-0.78
10.104,-0.78
10.119,-0.78
10.134,-0.78
10.148,-0.78
10.162,-0.78
10.181,-0.78
10.196,-0.78
10.21,-0.78
10.225,-0.78
10.239,-0.78
10.253,-0.79
10.268,-0.79
10.288,-0.78
10.302,-0.78
10.317,-0.78
10.332,-0.78
10.346,-0.78
10.361,-0.78
10.375,-0.78
10.39,-0.78
10.405,-0.78
10.419,-0.78
10.434,-0.78
10.449,-0.78
10.463,-0.78
10.477,-0.78
10.492,-0.78
10.506,-0.78
10.521,-0.78
10.536,-0.78
10.55,-0.78
10.565,-0.78
10.579,-0.78
10.594,-0.78
10.609,-0.78
10.623,-0.78
10.638,-0.78
10.653,-0.78
10.667,-0.78
10.681,-0.78
10.696,-0.78
10.71,-0.78
10.725,-0.78
10.74,-0.78
10.754,-0.78
10.769,-0.78
10.783,-0.78
10.798,-0.78
10.812,-0.78
10.827,-0.78
10.841,-0.78
10.856,-0.78
10.871,-0.78
10.885,-0.78
10.9,-0.78
10.914,-0.78
10.928,-0.78
10.943,-0.78
10.958,-0.78
10.972,-0.78
10.986,-0.78
11.001,-0.78
11.015,-0.78
11.03,-0.78
11.044,-0.78
11.059,-0.78
11.073,-0.78
11.088,-0.78
11.102,-0.78
11.117,-0.77
11.131,-0.78
11.145,-0.78
11.159,-0.78
11.174,-0.78
11.188,-0.78
11.202,-0.78
11.217,-0.77
11.231,-0.77
11.246,-0.77
11.262,-0.77
11.277,-0.77
11.292,-0.77
11.306,-0.77
11.32,-0.77
11.335,-0.77
11.349,-0.77
11.364,-0.77
11.379,-0.77
11.393,-0.77
11.408,-0.77
11.422,-0.77
11.437,-0.77
11.451,-0.77
11.466,-0.77
11.48,-0.77
11.495,-0.77
11.51,-0.77
11.524,-0.77
11.539,-0.77
11.553,-0.77
11.567,-0.77
11.582,-0.77
11.596,-0.77
11.611,-0.77
11.625,-0.77
11.64,-0.77
11.654,-0.77
11.669,-0.77
11.683,-0.77
11.698,-0.78
11.713,-0.78
11.727,-0.78
11.741,-0.78
11.756,-0.78
11.77,-0.78
11.784,-0.78
11.799,-0.78
11.813,-0.78
11.828,-0.78
11.842,-0.78
11.857,-0.78
11.871,-0.78
11.886,-0.78
11.9,-0.78
11.915,-0.78
11.929,-0.78
11.943,-0.78
11.958,-0.78
11.973,-0.78
11.987,-0.78
12.002,-0.78
12.017,-0.78
12.031,-0.78
12.046,-0.78
12.06,-0.78
12.075,-0.78
12.089,-0.78
12.104,-0.78
12.118,-0.78
12.133,-0.77
12.147,-0.78
12.162,-0.78
12.176,-0.78
12.191,-0.78
12.205,-0.78
12.22,-0.78
12.24,-0.78
12.255,-0.78
12.269,-0.78
12.284,-0.78
12.299,-0.78
12.313,-0.78
12.328,-0.78
12.342,-0.78
12.357,-0.78
12.371,-0.78
12.386,-0.78
12.4,-0.78
12.415,-0.78
12.429,-0.78
12.444,-0.78
12.458,-0.78
12.473,-0.78
12.487,-0.78
12.502,-0.78
12.516,-0.78
12.531,-0.78
12.545,-0.78
12.56,-0.78
12.574,-0.78
12.588,-0.78
12.603,-0.78
12.617,-0.78
12.632,-0.78
12.646,-0.78
12.66,-0.78
12.674,-0.78
12.689,-0.78
12.703,-0.78
12.718,-0.78
12.732,-0.78
12.746,-0.78
12.761,-0.78
12.776,-0.78
12.79,-0.78
12.805,-0.78
12.82,-0.78
12.834,-0.78
12.848,-0.78
12.863,-0.78
12.877,-0.78
12.892,-0.78
12.906,-0.78
12.921,-0.78
12.935,-0.78
12.95,-0.78
12.965,-0.78
12.979,-0.78
12.993,-0.78
13.007,-0.78
13.022,-0.78
13.036,-0.78
13.051,-0.78
13.066,-0.78
13.08,-0.78
13.095,-0.78
13.109,-0.78
13.124,-0.78
13.138,-0.78
13.153,-0.78
13.167,-0.78
13.182,-0.78
13.196,-0.78
13.211,-0.78
13.225,-0.78
13.24,-0.78
13.254,-0.78
13.269,-0.78
13.284,-0.79
13.298,-0.79
13.313,-0.79
13.327,-0.79
13.342,-0.79
13.357,-0.79
13.371,-0.79
13.386,-0.78
13.4,-0.78
13.415,-0.78
13.429,-0.79
13.444,-0.78
13.458,-0.78
13.473,-0.78
13.487,-0.78
13.502,-0.78
13.517,-0.78
13.531,-0.78
13.545,-0.78
13.56,-0.79
13.575,-0.79
13.589,-0.79
13.603,-0.79
13.618,-0.79
13.632,-0.79
13.647,-0.79
13.661,-0.79
13.675,-0.79
13.69,-0.79
13.704,-0.79
13.719,-0.79
13.733,-0.79
13.748,-0.79
13.766,-0.79
13.78,-0.79
13.795,-0.79
13.809,-0.78
13.824,-0.78
13.838,-0.78
13.853,-0.78
13.869,-0.78
13.883,-0.78
13.897,-0.78
13.912,-0.78
13.926,-0.78
13.94,-0.78
13.955,-0.78
13.969,-0.78
13.984,-0.78
13.999,-0.78
14.014,-0.78
14.028,-0.79
14.042,-0.79
14.057,-0.79
14.072,-0.78
14.088,-0.78
14.102,-0.78
14.117,-0.79
14.131,-0.79
14.146,-0.79
14.16,-0.78
14.175,-0.78
14.189,-0.78
14.204,-0.78
14.218,-0.78
14.233,-0.79
14.247,-0.79
14.262,-0.79
14.276,-0.79
14.291,-0.79
14.308,-0.79
14.321,-0.79
14.336,-0.79
14.35,-0.79
14.364,-0.79
14.379,-0.79
14.393,-0.79
14.408,-0.79
14.422,-0.79
14.437,-0.79
14.451,-0.79
14.466,-0.79
14.48,-0.79
14.495,-0.79
14.509,-0.79
14.524,-0.79
14.539,-0.79
14.553,-0.79
14.568,-0.79
14.582,-0.79
14.597,-0.79
14.611,-0.79
14.625,-0.79
14.64,-0.79
14.654,-0.79
14.669,-0.79
14.683,-0.79
14.697,-0.79
14.712,-0.79
14.726,-0.79
14.741,-0.79
14.755,-0.79
14.77,-0.79
14.784,-0.79
14.799,-0.79
14.813,-0.79
14.827,-0.79
14.842,-0.79
14.856,-0.79
14.871,-0.79
14.886,-0.79
14.9,-0.79
14.915,-0.79
14.929,-0.79
14.944,-0.79
14.958,-0.79
14.973,-0.79
14.987,-0.8
15.002,-0.79
15.016,-0.79
15.031,-0.79
15.045,-0.79
15.059,-0.79
15.074,-0.79
15.088,-0.79
15.103,-0.79
15.118,-0.79
15.132,-0.79
15.146,-0.79
15.161,-0.79
15.175,-0.79
15.19,-0.79
15.204,-0.79
15.219,-0.79
15.233,-0.79
15.248,-0.79
15.262,-0.79
15.277,-0.79
15.291,-0.79
15.306,-0.79
15.32,-0.79
15.335,-0.79
15.349,-0.8
15.364,-0.8
15.378,-0.8
15.393,-0.8
15.407,-0.8
15.422,-0.8
15.437,-0.8
15.451,-0.8
15.466,-0.8
15.48,-0.79
15.495,-0.79
15.51,-0.79
15.525,-0.8
15.539,-0.8
15.554,-0.8
15.568,-0.79
15.583,-0.8
15.597,-0.8
15.611,-0.79
15.626,-0.79
15.641,-0.79
15.655,-0.8
15.67,-0.8
15.684,-0.8
15.699,-0.8
15.714,-0.79
15.728,-0.79
15.743,-0.79
15.757,-0.79
15.771,-0.79
15.786,-0.79
15.8,-0.79
15.815,-0.79
15.829,-0.79
15.844,-0.79
15.858,-0.79
15.873,-0.79
15.887,-0.79
15.902,-0.79
15.916,-0.79
15.931,-0.79
15.945,-0.79
15.96,-0.79
15.974,-0.79
15.989,-0.79
16.003,-0.79
16.018,-0.79
16.032,-0.79
16.047,-0.79
16.061,-0.79
16.076,-0.79
16.091,-0.79
16.105,-0.79
16.12,-0.79
16.134,-0.79
16.149,-0.79
16.163,-0.79
16.181,-0.79
16.195,-0.79
16.21,-0.79
16.224,-0.79
16.239,-0.79
16.254,-0.79
16.268,-0.79
16.283,-0.79
16.297,-0.79
16.311,-0.79
16.326,-0.79
16.34,-0.79
16.355,-0.79
16.37,-0.79
16.384,-0.79
16.399,-0.79
16.414,-0.79
16.429,-0.79
16.443,-0.79
16.458,-0.79
16.472,-0.79
16.487,-0.79
16.501,-0.79
16.516,-0.79
16.53,-0.79
16.545,-0.79
16.559,-0.79
16.574,-0.79
16.588,-0.79
16.603,-0.79
16.622,-0.79
16.637,-0.79
16.651,-0.79
16.666,-0.79
16.681,-0.79
16.695,-0.79
16.71,-0.79
16.726,-0.79
16.74,-0.79
16.754,-0.79
16.769,-0.79
16.783,-0.79
16.798,-0.79
16.812,-0.79
16.827,-0.79
16.841,-0.79
16.856,-0.79
16.87,-0.79
16.885,-0.79
16.9,-0.79
16.914,-0.79
16.929,-0.79
16.943,-0.79
16.958,-0.79
16.972,-0.79
16.987,-0.79
17.002,-0.79
17.016,-0.79
17.031,-0.79
17.045,-0.79
17.06,-0.79
17.074,-0.79
17.089,-0.79
17.103,-0.79
17.118,-0.79
17.132,-0.79
17.147,-0.79
17.161,-0.79
17.176,-0.79
17.19,-0.79
17.204,-0.79
17.219,-0.79
17.233,-0.79
17.247,-0.79
17.262,-0.79
17.276,-0.79
17.291,-0.79
17.305,-0.79
17.32,-0.79
17.334,-0.79
17.349,-0.79
17.363,-0.79
17.378,-0.79
17.392,-0.78
17.407,-0.78
17.422,-0.78
17.436,-0.78
17.451,-0.78
17.465,-0.78
17.481,-0.78
17.495,-0.78
17.51,-0.78
17.524,-0.78
17.54,-0.78
17.554,-0.78
17.569,-0.78
17.584,-0.78
17.599,-0.78
17.613,-0.78
17.628,-0.78
17.642,-0.78
17.657,-0.78
17.671,-0.78
17.686,-0.78
17.7,-0.78
17.715,-0.78
17.729,-0.78
17.743,-0.78
17.758,-0.78
17.772,-0.79
17.787,-0.79
17.801,-0.79
17.815,-0.79
17.83,-0.79
17.844,-0.79
17.859,-0.79
17.873,-0.79
17.888,-0.79
17.902,-0.79
17.917,-0.79
17.931,-0.79
17.946,-0.79
17.96,-0.79
17.975,-0.79
17.989,-0.79
18.003,-0.79
18.018,-0.79
18.032,-0.79
18.047,-0.79
18.061,-0.78
18.076,-0.78
18.09,-0.78
18.104,-0.78
18.119,-0.78
18.134,-0.78
18.148,-0.78
18.162,-0.78
18.177,-0.78
18.191,-0.78
18.206,-0.78
18.22,-0.78
18.234,-0.79
18.249,-0.78
18.263,-0.78
18.278,-0.79
18.293,-0.79
18.307,-0.79
18.321,-0.79
18.336,-0.78
18.35,-0.78
18.365,-0.78
18.381,-0.78
18.396,-0.78
18.41,-0.78
18.424,-0.78
18.439,-0.78
18.453,-0.78
18.468,-0.78
18.483,-0.78
18.497,-0.78
18.512,-0.78
18.526,-0.78
18.541,-0.78
18.556,-0.79
18.57,-0.79
18.585,-0.79
18.599,-0.79
18.614,-0.79
18.628,-0.79
18.642,-0.79
18.657,-0.79
18.671,-0.79
18.685,-0.79
18.7,-0.79
18.714,-0.79
18.729,-0.79
18.743,-0.79
18.758,-0.79
18.772,-0.79
18.787,-0.79
18.801,-0.78
18.815,-0.78
18.83,-0.78
18.844,-0.78
18.858,-0.78
18.873,-0.78
18.887,-0.78
18.902,-0.78
18.916,-0.78
18.93,-0.78
18.945,-0.78
18.961,-0.78
18.975,-0.78
18.99,-0.78
19.004,-0.78
19.019,-0.78
19.037,-0.78
19.051,-0.78
19.065,-0.78
19.08,-0.78
19.095,-0.78
19.109,-0.78
19.124,-0.78
19.138,-0.78
19.153,-0.78
19.167,-0.78
19.182,-0.78
19.196,-0.78
19.211,-0.78
19.225,-0.78
19.24,-0.78
19.254,-0.78
19.268,-0.78
19.283,-0.78
19.297,-0.78
19.312,-0.78
19.326,-0.78
19.341,-0.78
19.355,-0.78
19.369,-0.78
19.384,-0.78
19.398,-0.78
19.413,-0.78
19.427,-0.78
19.442,-0.78
19.456,-0.78
19.471,-0.78
19.486,-0.78
19.5,-0.78
19.514,-0.78
19.529,-0.78
19.544,-0.78
19.559,-0.78
19.573,-0.78
19.587,-0.78
19.602,-0.78
19.617,-0.78
19.631,-0.78
19.645,-0.78
19.66,-0.78
19.674,-0.78
19.688,-0.78
19.703,-0.78
19.717,-0.78
19.732,-0.78
19.746,-0.78
19.761,-0.78
19.776,-0.78
19.79,-0.78
19.804,-0.78
19.819,-0.78
19.833,-0.78
19.848,-0.78
19.862,-0.78
19.877,-0.78
19.891,-0.78
19.906,-0.78
19.92,-0.78
19.934,-0.78
19.949,-0.78
19.964,-0.78
19.978,-0.78
19.993,-0.78
20.007,-0.78
20.023,-0.78
20.037,-0.78
20.052,-0.78
20.066,-0.78
20.081,-0.78
20.095,-0.78
20.109,-0.78
20.124,-0.78
20.138,-0.78
20.153,-0.78
20.167,-0.78
20.182,-0.78
20.196,-0.78
20.21,-0.78
20.225,-0.78
20.239,-0.78
20.254,-0.78
20.268,-0.78
20.282,-0.78
20.297,-0.78
20.311,-0.78
20.326,-0.78
20.34,-0.78
20.355,-0.78
20.369,-0.78
20.384,-0.78
20.398,-0.78
20.413,-0.78
20.427,-0.78
20.442,-0.78
20.456,-0.78
20.471,-0.78
20.485,-0.78
20.499,-0.78
20.514,-0.78
20.528,-0.78
20.543,-0.78
20.557,-0.78
20.571,-0.78
20.586,-0.78
20.6,-0.78
20.615,-0.78
20.629,-0.78
20.644,-0.78
20.659,-0.78
20.673,-0.78
20.687,-0.78
20.702,-0.78
20.716,-0.78
20.731,-0.78
20.745,-0.78
20.76,-0.78
20.775,-0.78
20.789,-0.78
20.804,-0.78
20.818,-0.78
20.833,-0.78
20.847,-0.78
20.862,-0.78
20.876,-0.78
20.891,-0.78
20.906,-0.78
20.92,-0.78
20.934,-0.78
20.949,-0.78
20.964,-0.78
20.978,-0.78
20.993,-0.78
21.007,-0.78
21.022,-0.78
21.037,-0.78
21.051,-0.78
21.066,-0.78
21.08,-0.79
21.095,-0.79
21.111,-0.79
21.125,-0.79
21.14,-0.79
21.154,-0.79
21.169,-0.79
21.183,-0.79
21.198,-0.79
21.212,-0.79
21.227,-0.79
21.241,-0.79
21.256,-0.79
21.27,-0.79
21.284,-0.79
21.299,-0.79
21.313,-0.79
21.328,-0.79
21.342,-0.79
21.356,-0.79
21.371,-0.79
21.386,-0.79
21.4,-0.79
21.414,-0.79
21.429,-0.78
21.443,-0.78
21.458,-0.78
21.473,-0.78
21.487,-0.78
21.502,-0.78
21.516,-0.78
21.531,-0.78
21.547,-0.78
21.562,-0.78
21.576,-0.78
21.591,-0.78
21.606,-0.78
21.62,-0.78
21.635,-0.78
21.649,-0.78
21.664,-0.78
21.678,-0.78
21.693,-0.78
21.707,-0.78
21.722,-0.78
21.736,-0.78
21.751,-0.78
21.765,-0.78
21.78,-0.78
21.794,-0.77
21.809,-0.77
21.823,-0.77
21.838,-0.78
21.852,-0.78
21.867,-0.78
21.881,-0.78
21.895,-0.78
21.91,-0.78
21.924,-0.78
21.939,-0.78
21.953,-0.78
21.968,-0.78
21.982,-0.78
21.996,-0.78
22.011,-0.78
22.026,-0.78
22.04,-0.78
22.054,-0.78
22.069,-0.78
22.083,-0.78
22.098,-0.78
22.112,-0.78
22.127,-0.78
22.141,-0.78
22.156,-0.78
22.17,-0.78
22.185,-0.78
22.2,-0.78
22.214,-0.78
22.228,-0.78
22.243,-0.78
22.257,-0.78
22.272,-0.78
22.286,-0.78
22.3,-0.78
22.315,-0.78
22.329,-0.78
22.344,-0.78
22.358,-0.78
22.373,-0.78
22.387,-0.78
22.402,-0.78
22.416,-0.78
22.431,-0.78
22.445,-0.78
22.46,-0.78
22.474,-0.78
22.489,-0.78
22.503,-0.78
22.518,-0.78
22.532,-0.78
22.547,-0.78
22.562,-0.78
